#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.70667e+09 7.07448e+08 2.6695e+06 5.73758e+08 4.80208e+08 2.2331e+08 2.48967e+09 1.13832e+07 1.85802e+09 2.39794e+09 1.02889e+09 30418
1.59864e+10 6.78069e+08 2.78285e+06 5.60837e+08 4.64212e+08 2.12819e+08 2.34575e+09 1.24877e+07 1.74201e+09 2.14595e+09 1.02505e+09 24101
2.52515e+10 7.16892e+08 2.86228e+06 5.67362e+08 5.11067e+08 2.18119e+08 2.15786e+09 9.8225e+06 1.62642e+09 1.8961e+09 9.0946e+08 28716
4.00366e+10 7.70165e+08 2.95449e+06 5.82048e+08 5.95803e+08 2.30402e+08 2.18085e+09 8.38874e+06 1.74201e+09 1.90202e+09 1.02505e+09 34825
6.3361e+10 8.31949e+08 3.05375e+06 6.05234e+08 6.88206e+08 2.51233e+08 2.30968e+09 7.98124e+06 1.85802e+09 2.15234e+09 1.02889e+09 41242
1.00207e+11 8.92421e+08 3.21668e+06 6.79528e+08 7.3376e+08 3.21047e+08 2.45083e+09 8.00082e+06 1.97444e+09 2.28152e+09 1.14531e+09 45296
1.58444e+11 9.31904e+08 3.4266e+06 6.92286e+08 8.04673e+08 3.31698e+08 2.623e+09 8.60136e+06 2.10512e+09 2.52109e+09 1.276e+09 45723
2.50684e+11 9.89759e+08 3.76457e+06 7.1696e+08 8.8035e+08 3.51514e+08 2.80939e+09 9.44869e+06 2.32608e+09 2.67231e+09 1.49696e+09 43915
3.954e+11 1.06932e+09 4.372e+06 7.91266e+08 9.50743e+08 4.20332e+08 2.92789e+09 1.04199e+07 2.44409e+09 2.74109e+09 1.50235e+09 39398
6.24701e+11 1.19212e+09 5.43509e+06 8.46138e+08 1.1283e+09 4.29462e+08 3.01998e+09 1.19352e+07 2.44409e+09 2.94901e+09 1.50235e+09 32465
9.86295e+11 1.35691e+09 7.37883e+06 9.73743e+08 1.31643e+09 5.12211e+08 2.96152e+09 1.40083e+07 2.32608e+09 3.00455e+09 1.39003e+09 23437
1.55486e+12 1.6064e+09 1.07267e+07 1.16786e+09 1.63769e+09 6.82465e+08 2.75862e+09 1.65937e+07 2.20847e+09 2.66568e+09 1.37934e+09 15473
2.4523e+12 1.95313e+09 1.67491e+07 1.40455e+09 2.11797e+09 8.30791e+08 2.51453e+09 1.98776e+07 1.9191e+09 2.58347e+09 1.13089e+09 9492
3.89555e+12 2.38329e+09 2.68837e+07 1.72085e+09 2.66429e+09 1.04654e+09 2.19423e+09 2.34307e+07 1.71452e+09 2.05132e+09 9.97565e+08 5242
6.11326e+12 2.91455e+09 4.50561e+07 2.17068e+09 3.36339e+09 1.45372e+09 1.96284e+09 3.01101e+07 1.51125e+09 1.89008e+09 9.06013e+08 2672
9.67781e+12 3.59317e+09 7.47843e+07 2.88655e+09 4.01205e+09 1.99193e+09 1.69798e+09 3.62548e+07 1.28215e+09 1.51821e+09 6.76918e+08 1317
1.54649e+13 4.45977e+09 1.17345e+08 4.13302e+09 4.04351e+09 3.07824e+09 1.46016e+09 4.20847e+07 1.16825e+09 1.27584e+09 6.74128e+08 665
2.44275e+13 4.92308e+09 1.95919e+08 4.62622e+09 4.42499e+09 3.57144e+09 1.41573e+09 6.70879e+07 1.10001e+09 1.13306e+09 6.06069e+08 292
3.90009e+13 5.58942e+09 2.8508e+08 5.50132e+09 4.08485e+09 4.44297e+09 1.24631e+09 6.57063e+07 9.59173e+08 1.01526e+09 4.29352e+08 140
6.10645e+13 5.56921e+09 4.34679e+08 5.18518e+09 4.61729e+09 4.02324e+09 1.08694e+09 9.21912e+07 9.41735e+08 6.84684e+08 4.84401e+08 66
9.83427e+13 6.86167e+09 5.89696e+08 8.57368e+09 1.60068e+09 6.58203e+09 1.11329e+09 1.02723e+08 1.05478e+09 6.81387e+08 5.60837e+08 36
1.60445e+14 7.62611e+09 8.44793e+08 9.61278e+09 1.21122e+09 7.1687e+09 8.67257e+08 1.1824e+08 7.1696e+08 6.79528e+08 2.23017e+08 18
2.42145e+14 4.15861e+09 1.6831e+09 3.1599e+09 7.1461e+09 2.21817e+09 1.51092e+09 3.56884e+08 1.34267e+09 1.27911e+09 8.87916e+08 5
3.5593e+14 5.22146e+09 3.19375e+09 3.40132e+09 8.0326e+09 2.5722e+09 5.95928e+08 1.28472e+08 7.1696e+08 1.47396e+07 3.77834e+08 3
6.20958e+14 7.21049e+09 2.95453e+09 1.0165e+10 0 5.90906e+09 1.11807e+09 6.23943e+08 1.74201e+09 0 1.24789e+09 2
