#For SF galaxies, QTime is the duration of the last period when they were quenched.
#obs_sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.80003e+07 0.25 0.163663 0 0 0 0 0 0.122514 0.00885644 0.131311 0.00759758 0.0281277 0.152207 0.00675156 0.159467 0.00969441 0.0223534 0.174012 0.00367909 0.174537 0.0124625 0.0116309 8
1.59979e+08 0.727273 0.140836 0 0 0 0 0 0.112969 0.00725532 0.102997 0.0395871 0.0134882 0.13978 0.0089852 0.142306 0.0372808 0.0287233 0.169405 0.00586652 0.169056 0.022429 0.0242165 11
2.6834e+08 0.75 0.163663 0 0 0 0 0 0.122894 0.0059153 0.126156 0.0132978 0.0150336 0.143126 0.0076857 0.153858 0.0116582 0.0311815 0.174398 0.00451439 0.180797 0.00226946 0.0214625 8
4.33731e+08 1 0 0 0 0 0 0 0.136834 0.00607564 0.136213 0.0223435 0.0231881 0.166248 0.00341894 0.166167 0.00785808 0.00985274 0.186261 0.00149392 0.187233 0.00130495 0.00705108 11
6.23858e+08 1 0 0 0 0 0 0 0.128596 0.00389842 0.129604 0.0149859 0.0208386 0.155771 0.00256414 0.158366 0.00925156 0.0112844 0.18073 0.00146432 0.177956 0.0110863 0.00246787 17
9.51204e+08 0.925926 0.0513611 0 0 0 0 0 0.119033 0.00298342 0.120003 0.0160843 0.015132 0.149205 0.00260038 0.149606 0.0140295 0.011817 0.177672 0.00177084 0.17637 0.0107645 0.00649694 27
1.68079e+09 0.965517 0.0344828 0 0 0 0 0 0.125183 0.00316024 0.123583 0.0214347 0.0192216 0.155285 0.00293762 0.155866 0.016859 0.0154826 0.18113 0.00159299 0.183323 0.00685172 0.0136683 29
2.60116e+09 1 0 1.14423e+07 1.14423e+07 0 0 0 0.126722 0.00368196 0.124103 0.0313651 0.0182796 0.155112 0.00303257 0.154084 0.0243676 0.0177994 0.179723 0.0018901 0.180721 0.0106136 0.015324 37
3.9856e+09 0.970588 0.0294118 1.00147e+07 1.00147e+07 0 0 0 0.131155 0.00274099 0.130551 0.0178083 0.0115553 0.162028 0.00187981 0.160374 0.0160263 0.00842924 0.183425 0.00132984 0.183317 0.00864787 0.011503 34
6.25944e+09 1 0 1.03182e+07 1.03182e+07 0 0 0 0.12552 0.00329886 0.123544 0.0242199 0.0175436 0.154949 0.00242221 0.155741 0.0134935 0.0172986 0.181906 0.00144206 0.184543 0.00472863 0.0113601 33
9.8722e+09 1 0 1.135e+07 1.135e+07 0 0 0 0.134454 0.00379166 0.130733 0.0288603 0.0117797 0.162405 0.00264649 0.161507 0.0168524 0.0128152 0.183983 0.00147572 0.184319 0.00792375 0.00989781 30
1.505e+10 1 0 1.30962e+07 1.30962e+07 0 0 0 0.134113 0.00298706 0.131584 0.018343 0.0107461 0.162458 0.00257246 0.165311 0.010429 0.0173754 0.184824 0.00156057 0.186587 0.00671397 0.0107465 26
2.37063e+10 0.941176 0.0588235 2.80037e+07 2.80037e+07 0 0 0 0.13296 0.00400605 0.128338 0.0261563 0.00796966 0.159148 0.00379341 0.160091 0.0180673 0.0199154 0.180528 0.00280996 0.181199 0.0115706 0.010446 17
4.03976e+10 1 0 5.67502e+07 3.8261e+07 0 3.40501e+08 0 0.143723 0.00612032 0.147492 0.0246882 0.031024 0.169127 0.00323839 0.17007 0.0122612 0.0154965 0.183723 0.00293537 0.182872 0.0109193 0.0126044 12
6.27883e+10 1 0 7.23793e+07 7.23793e+07 0 0 0 0.141218 0.00519926 0.141713 0.0152681 0.00950398 0.161081 0.00575674 0.168133 0.00856707 0.0164987 0.178552 0.00480127 0.1844 0.00330813 0.0108792 8
8.73292e+10 1 0 0 0 0 0 0 0.137967 0.00676766 0.141797 0.00549944 0.0169867 0.161205 0.0103315 0.156183 0.0248911 0.00982527 0.177965 0.00920351 0.180151 0.0125481 0.019108 3
1.57074e+11 1 0 0 0 0 0 0 0.136992 0.00766372 0.140952 0.0107379 0.0255162 0.169301 0.00534838 0.175324 0.00374231 0.0205123 0.189395 0.00458806 0.194413 0.000799522 0.0186475 4
2.07e+11 1 1 0 0 0 0 0 0.162801 0.162801 0.162801 0 0 0.176601 0.176601 0.176601 0 0 0.193468 0.193468 0.193468 0 0 1
