#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.98953e+07 7.02835e+08 3.18853e+06 5.63017e+08 4.95335e+08 2.13773e+08 2.15523e+09 1.03097e+07 1.74201e+09 1.90202e+09 1.02505e+09 21173
1.58406e+08 7.43053e+08 4.75526e+06 5.80006e+08 5.61053e+08 2.2836e+08 2.28266e+09 1.46908e+07 1.85802e+09 2.02994e+09 1.02889e+09 11104
2.51961e+08 7.53773e+08 4.74396e+06 5.84075e+08 5.81907e+08 2.31239e+08 2.36332e+09 1.47402e+07 1.97444e+09 2.03592e+09 1.14531e+09 11717
3.99108e+08 7.93742e+08 5.19024e+06 5.93776e+08 6.26576e+08 2.39774e+08 2.44245e+09 1.49618e+07 1.97444e+09 2.15859e+09 1.14531e+09 12210
6.32288e+08 8.15081e+08 5.12427e+06 6.05234e+08 6.76918e+08 2.48962e+08 2.54878e+09 1.52747e+07 2.09125e+09 2.2879e+09 1.26213e+09 12667
9.99285e+08 8.34579e+08 5.37594e+06 6.14608e+08 6.95464e+08 2.57217e+08 2.6152e+09 1.58488e+07 2.20847e+09 2.2941e+09 1.37934e+09 12627
1.58677e+09 8.8245e+08 5.82441e+06 6.74308e+08 7.22179e+08 3.1372e+08 2.68576e+09 1.61514e+07 2.20847e+09 2.41775e+09 1.26925e+09 12788
2.51632e+09 9.30241e+08 6.14984e+06 7.0445e+08 7.97836e+08 3.41835e+08 2.72247e+09 1.64431e+07 2.20847e+09 2.54162e+09 1.37934e+09 13052
3.9909e+09 9.71298e+08 6.45156e+06 7.1696e+08 8.61831e+08 3.50629e+08 2.74132e+09 1.68877e+07 2.20847e+09 2.66568e+09 1.37934e+09 13000
6.31192e+09 1.0301e+09 7.0739e+06 7.42434e+08 9.32161e+08 3.73639e+08 2.79905e+09 1.70983e+07 2.32608e+09 2.67231e+09 1.49696e+09 13109
1.00057e+10 1.11207e+09 7.69611e+06 8.2046e+08 1.01803e+09 4.25756e+08 2.79007e+09 1.70064e+07 2.32608e+09 2.67231e+09 1.49696e+09 13384
1.58389e+10 1.20317e+09 8.58019e+06 8.62121e+08 1.13674e+09 4.45253e+08 2.7469e+09 1.73849e+07 2.20847e+09 2.66568e+09 1.37934e+09 12923
2.50542e+10 1.32373e+09 9.79528e+06 9.51436e+08 1.25915e+09 4.93267e+08 2.63086e+09 1.72794e+07 2.09125e+09 2.53496e+09 1.26213e+09 12393
3.94407e+10 1.47265e+09 1.20374e+07 1.06184e+09 1.47554e+09 5.93776e+08 2.49649e+09 1.84993e+07 1.97444e+09 2.40471e+09 1.14637e+09 10349
6.17874e+10 1.65727e+09 1.61946e+07 1.17394e+09 1.69396e+09 6.79999e+08 2.32937e+09 2.11767e+07 1.74201e+09 2.26835e+09 1.02505e+09 7229
9.66576e+10 1.81603e+09 2.37543e+07 1.34267e+09 1.86823e+09 7.73157e+08 2.12213e+09 2.69398e+07 1.62642e+09 1.91258e+09 9.0946e+08 3761
1.52019e+11 2.1146e+09 4.31197e+07 1.62642e+09 2.19295e+09 1.02047e+09 1.85984e+09 3.85557e+07 1.39649e+09 1.76342e+09 7.91253e+08 1424
2.37592e+11 2.30742e+09 8.49272e+07 1.97444e+09 2.07389e+09 1.25748e+09 1.54228e+09 5.92242e+07 1.2713e+09 1.29117e+09 7.77361e+08 370
3.65695e+11 2.72538e+09 1.62908e+08 2.75273e+09 1.63617e+09 1.811e+09 1.36356e+09 9.36424e+07 1.05478e+09 1.28393e+09 5.60837e+08 97
5.71313e+11 2.72613e+09 3.19426e+08 2.76056e+09 9.12884e+08 1.68532e+09 1.20613e+09 1.43533e+08 1.28215e+09 4.59857e+08 7.88209e+08 15
9.91669e+11 2.24566e+09 1.41653e+09 3.66219e+09 0 2.83307e+09 5.28043e+08 1.88917e+08 7.1696e+08 0 3.77834e+08 2
1.49327e+12 2.33871e+09 2.33871e+09 2.33871e+09 0 0 9.41735e+08 9.41735e+08 9.41735e+08 0 0 1
