#For SF galaxies, QTime is the duration of the last period when they were quenched.
#obs_sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.63037e+07 0.000138221 1.7843e-05 32514.1 6968.03 0 0 0 0.171727 6.08143e-05 0.165666 0.0470082 0.0330183 0.243039 6.52383e-05 0.245751 0.0432072 0.0486498 0.308816 3.25862e-05 0.314738 0.0115352 0.0227619 434088
1.57001e+08 0.000363709 4.99503e-05 55943.5 14793.4 0 0 0 0.175248 0.000107536 0.169874 0.0482273 0.0354979 0.251311 0.000105613 0.25484 0.0389231 0.0461755 0.31266 4.65001e-05 0.317573 0.00969613 0.0193841 145721
2.48798e+08 0.000690742 7.81845e-05 243324 36453 0 0 0 0.17873 0.00012289 0.174164 0.0475235 0.036797 0.255974 0.000114396 0.259665 0.0363827 0.0441495 0.314564 4.727e-05 0.318852 0.00890717 0.0172453 112922
3.94375e+08 0.00120203 0.000117237 452455 57123 0 0 0 0.183017 0.000140319 0.17895 0.0474119 0.0378051 0.260622 0.000123001 0.264328 0.0339412 0.0411936 0.316167 4.82516e-05 0.320028 0.00812721 0.0158423 87352
6.25377e+08 0.00207435 0.000174512 791133 86576.3 0 0 0 0.187876 0.00016024 0.184345 0.0476705 0.0390102 0.264651 0.000133338 0.268439 0.0319172 0.0396147 0.317225 5.13323e-05 0.320865 0.00769234 0.0148937 67973
9.89417e+08 0.00344117 0.00025464 2.13233e+06 164824 0 0 0 0.192736 0.000181443 0.189709 0.0468988 0.0395561 0.268827 0.00014333 0.272359 0.0304836 0.0369658 0.318585 5.35947e-05 0.321955 0.00706136 0.0136946 52889
1.56967e+09 0.00504298 0.000353058 3.51881e+06 245750 0 0 0 0.197585 0.00020722 0.195076 0.0464167 0.0401884 0.272237 0.000158584 0.275922 0.0290722 0.036088 0.319391 5.96949e-05 0.322819 0.0065136 0.0134113 40254
2.48806e+09 0.00837363 0.000519141 6.92214e+06 405871 0 0 0 0.202195 0.000233965 0.200308 0.0454334 0.0405469 0.275407 0.000171953 0.279039 0.0273636 0.0343931 0.320311 6.56945e-05 0.323603 0.00612617 0.0126181 30811
3.93909e+09 0.0120754 0.000719864 1.3512e+07 673724 0 0 0 0.207405 0.00027012 0.205811 0.0450244 0.0409136 0.278643 0.00019483 0.282187 0.0269555 0.0332788 0.321149 7.53953e-05 0.324644 0.00549376 0.0122907 23022
6.24399e+09 0.0179913 0.00100298 2.12919e+07 974756 0 0 0 0.212972 0.00030744 0.211555 0.0445671 0.0405748 0.282614 0.000215807 0.286556 0.025364 0.0332914 0.322078 8.68464e-05 0.325686 0.00486723 0.0116827 17564
9.89641e+09 0.0258967 0.00137017 3.70078e+07 1.53879e+06 0 0 0 0.217707 0.000349855 0.21705 0.0437927 0.0415791 0.285716 0.000239933 0.290207 0.0238655 0.0325957 0.322796 9.87876e-05 0.326486 0.00434235 0.0110818 13438
1.57156e+10 0.0402265 0.00194164 6.17619e+07 2.22364e+06 0 0 0 0.223542 0.00039331 0.223236 0.042797 0.0412384 0.288309 0.000268043 0.293493 0.0214382 0.0325475 0.322961 0.000125295 0.327081 0.00383925 0.0107598 10242
2.48461e+10 0.0515298 0.00246065 8.60954e+07 3.03988e+06 0 0 0 0.226342 0.000440533 0.226357 0.0426067 0.0413359 0.289072 0.000306166 0.295303 0.0198961 0.0333616 0.322252 0.00016353 0.32705 0.00381896 0.0110449 8073
3.93405e+10 0.0605545 0.00311096 9.46601e+07 3.70967e+06 0 0 0 0.230366 0.000507948 0.230978 0.0416801 0.0408349 0.289299 0.00035243 0.295421 0.0188121 0.0311952 0.321201 0.000205625 0.326667 0.00380692 0.0133464 5879
6.19521e+10 0.0723938 0.00402601 1.02937e+08 4.55027e+06 0 0 0 0.230077 0.000598701 0.230223 0.041838 0.0404596 0.286883 0.000434425 0.293869 0.0190084 0.0338849 0.319261 0.000270894 0.325398 0.00469378 0.0152549 4144
9.75432e+10 0.0594714 0.00496504 1.02123e+08 5.95192e+06 0 0 0 0.229867 0.000800552 0.230887 0.0386207 0.0411682 0.283763 0.000594645 0.290774 0.019041 0.0354574 0.317234 0.000384787 0.323541 0.00550589 0.0168729 2270
1.52911e+11 0.042268 0.00646348 9.34031e+07 8.46754e+06 0 0 0 0.230596 0.00117312 0.231669 0.0390414 0.0408132 0.282594 0.000882656 0.289065 0.0192667 0.0340658 0.315895 0.000571995 0.321972 0.00667244 0.0170128 970
2.40703e+11 0.0377358 0.0107027 6.30304e+07 1.18397e+07 0 0 0 0.231515 0.00190689 0.234209 0.0316903 0.0391484 0.279608 0.00157869 0.284943 0.0198168 0.0305202 0.313997 0.000970512 0.318897 0.00788924 0.0169611 318
3.83053e+11 0.0151515 0.0151515 1.40749e+07 9.87638e+06 0 0 0 0.229657 0.00432558 0.230487 0.0376334 0.0359402 0.281707 0.00330753 0.289448 0.0172323 0.0277374 0.314948 0.00176021 0.318634 0.00817421 0.0159888 66
5.80368e+11 0 0 0 0 0 0 0 0.213937 0.0106874 0.215703 0.0356007 0.0346883 0.271863 0.00553091 0.268456 0.0259642 0.0110642 0.307506 0.00477648 0.30182 0.0249518 0.0103736 11
