#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.668185 (z=0.496592)
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final a=0.668185 (z=0.496592) stellar mass
#vmpeak range: 2.45 - 2.61667
#HM    Stats: 5.601470e+12 (median) + 3.667650e+12  / - 2.048530e+12
#SM    Stats: 6.726010e+10 (median) + 5.126290e+10  / - 3.317420e+10
#ObsSM Stats: 6.529870e+10 (median) + 5.806430e+10  / - 3.348680e+10
#VMP   Stats: 3.226300e+02 (median) + 4.891998e+01  / - 3.010001e+01
#ICL   Stats: 1.873000e+09 (median) + 9.255100e+09  / - 1.544861e+09
#SSFR  Stats: 1.266793e-12 (median) + 2.177802e-12  / - 7.847220e-13
sfh 0.055623 0 0 0 #avg: 1.82115e-21; avg_err: 1.66927e-21; sd: 1.11292e-19; counts: 4446
sfh 0.060123 0 0 0 #avg: 5.13839e-15; avg_err: 1.07637e-15; sd: 7.17627e-14; counts: 4446
sfh 0.062373 0 0 0 #avg: 3.13105e-14; avg_err: 4.23581e-15; sd: 2.82405e-13; counts: 4446
sfh 0.064623 0 0 0 #avg: 1.04975e-13; avg_err: 1.11117e-14; sd: 7.40828e-13; counts: 4446
sfh 0.066873 0 0 0 #avg: 3.10221e-13; avg_err: 2.85366e-14; sd: 1.90256e-12; counts: 4446
sfh 0.069123 0 6.06488e-14 0 #avg: 7.51684e-13; avg_err: 5.65771e-14; sd: 3.77204e-12; counts: 4446
sfh 0.071373 0 6.4847e-13 0 #avg: 1.28129e-12; avg_err: 8.83767e-14; sd: 5.89215e-12; counts: 4446
sfh 0.073623 0 1.56856e-12 0 #avg: 1.92668e-12; avg_err: 1.19549e-13; sd: 7.97044e-12; counts: 4446
sfh 0.075873 0 3.04613e-12 0 #avg: 2.81611e-12; avg_err: 1.88253e-13; sd: 1.2551e-11; counts: 4446
sfh 0.078123 1.18766e-13 4.50246e-12 1.18766e-13 #avg: 3.95837e-12; avg_err: 2.75839e-13; sd: 1.83904e-11; counts: 4446
sfh 0.080373 4.56225e-13 5.79574e-12 4.56225e-13 #avg: 4.78911e-12; avg_err: 2.44103e-13; sd: 1.62745e-11; counts: 4446
sfh 0.082623 9.62679e-13 6.79049e-12 9.62679e-13 #avg: 5.45792e-12; avg_err: 2.40969e-13; sd: 1.60656e-11; counts: 4446
sfh 0.085998 2.06485e-12 1.00245e-11 2.06482e-12 #avg: 7.69315e-12; avg_err: 3.14669e-13; sd: 2.09792e-11; counts: 4446
sfh 0.089373 3.27579e-12 1.27557e-11 3.09429e-12 #avg: 1.03323e-11; avg_err: 4.97751e-13; sd: 3.31855e-11; counts: 4446
sfh 0.092748 4.80174e-12 1.61331e-11 4.27418e-12 #avg: 1.39403e-11; avg_err: 7.57648e-13; sd: 5.0513e-11; counts: 4446
sfh 0.096123 6.42319e-12 1.97149e-11 5.39752e-12 #avg: 1.70051e-11; avg_err: 6.15421e-13; sd: 4.10306e-11; counts: 4446
sfh 0.099498 8.38641e-12 2.40346e-11 6.76167e-12 #avg: 2.07971e-11; avg_err: 7.144e-13; sd: 4.76296e-11; counts: 4446
sfh 0.102873 1.03798e-11 2.88768e-11 7.99272e-12 #avg: 2.46227e-11; avg_err: 7.42504e-13; sd: 4.95034e-11; counts: 4446
sfh 0.106248 1.27777e-11 3.28243e-11 9.58547e-12 #avg: 2.98304e-11; avg_err: 9.57544e-13; sd: 6.38403e-11; counts: 4446
sfh 0.109623 1.50035e-11 4.06637e-11 1.10135e-11 #avg: 3.64401e-11; avg_err: 1.21764e-12; sd: 8.11811e-11; counts: 4446
sfh 0.112998 1.75198e-11 4.58014e-11 1.28371e-11 #avg: 4.11825e-11; avg_err: 1.26695e-12; sd: 8.44685e-11; counts: 4446
sfh 0.116373 2.00057e-11 5.20983e-11 1.44584e-11 #avg: 4.64274e-11; avg_err: 1.4263e-12; sd: 9.50927e-11; counts: 4446
sfh 0.119748 2.245e-11 5.78864e-11 1.6058e-11 #avg: 5.17403e-11; avg_err: 1.60761e-12; sd: 1.07181e-10; counts: 4446
