#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.69595e+07 0.0419975 0.0461204 0.000248124 0 0 0 0.00480828 2.12518e-05 0 0 0 857646
1.57069e+08 0.0666047 0.0751529 0.000536443 0 0 0 0.00784294 4.89203e-05 0 0.00887687 0 306495
2.49175e+08 0.0950942 0.110059 0.000727013 0 0 0 0.0114441 6.79815e-05 0 0.0176161 0 247786
3.94922e+08 0.125756 0.147861 0.000931761 0 0 0 0.0152648 8.84772e-05 0 0.0268853 0 201994
6.2532e+08 0.158163 0.189919 0.00118011 0 0 0 0.0196908 0.000113565 0 0.0375793 0 161922
9.90684e+08 0.195599 0.239626 0.00150012 0 1 0 0.0247072 0.000145994 0 0.0520245 0 125921
1.57062e+09 0.24095 0.30214 0.00189686 0 1 0 0.0314437 0.000188713 0 0.0682671 0 98676
2.48966e+09 0.297903 0.385438 0.00238987 0 1 0 0.0402517 0.00024389 0.00872378 0.0798761 0.00872378 77844
3.95202e+09 0.356423 0.476761 0.00294156 0 1 0 0.0505284 0.000307164 0.0172811 0.0939953 0.0172811 62524
6.25709e+09 0.427644 0.594827 0.00359254 0 1 0 0.0643623 0.000392306 0.0272105 0.111078 0.0272105 50687
9.93077e+09 0.506978 0.741467 0.00433498 1 1 1 0.0824839 0.000498531 0.0444283 0.12886 0.0444283 41631
1.57149e+10 0.590936 0.920084 0.00524765 1 1 1 0.106884 0.000639806 0.0678947 0.151015 0.0678947 33848
2.48805e+10 0.680939 1.13847 0.00633565 1 1 1 0.140035 0.000830125 0.100249 0.175949 0.0878093 26951
3.92608e+10 0.755271 1.35498 0.00781309 1 1 1 0.179746 0.00111519 0.142738 0.19633 0.117104 19446
6.15552e+10 0.824664 1.55317 0.00997271 1 2 1 0.232828 0.00156226 0.201611 0.217939 0.147654 12188
9.63147e+10 0.879748 1.72186 0.0142957 2 1 1 0.299657 0.00252544 0.276452 0.231582 0.181589 5713
1.50916e+11 0.897436 1.76085 0.0237002 2 1 1 0.388432 0.00467084 0.379865 0.241394 0.228714 2028
2.37085e+11 0.862454 1.67286 0.0488854 2 1 1 0.507839 0.00870888 0.539118 0.179198 0.266225 538
3.65319e+11 0.761905 1.26531 0.0820973 1 1 1 0.663368 0.0140651 0.702758 0.112661 0.1977 147
5.8642e+11 0.689655 0.862069 0.146588 1 0 1 0.769379 0.0232968 0.779742 0.104196 0.0807555 29
9.21365e+11 0.714286 0.714286 0.184428 1 0 1 0.801735 0.0202177 0.798957 0.0524364 0.0387517 7
1.49327e+12 1 1 1 1 0 0 0.818656 0.818656 0.818656 0 0 1
