#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
49.2105 0.994615 0.000596771 4.6425e+08 4.86285e+06 0 1.05478e+09 0 0.387833 0.00105336 0.387206 0.120997 0.139864 0.680636 0.000886389 0.689278 0.092223 0.107865 0.914343 0.000530926 0.936272 0.0268156 0.0784484 15041
63.5618 0.995967 0.000406623 6.82797e+08 4.87689e+06 5.75867e+08 8.2062e+08 5.75867e+08 0.342034 0.000759823 0.337596 0.114926 0.120679 0.654617 0.000597461 0.658721 0.0839665 0.0907491 0.887195 0.000486738 0.91448 0.0373544 0.110605 24297
80.5358 0.995649 0.000337959 1.05553e+09 5.06655e+06 8.29125e+08 1.14531e+09 8.29125e+08 0.340167 0.000567003 0.336017 0.102453 0.106726 0.625649 0.000445089 0.627966 0.0798441 0.0858411 0.847724 0.000464217 0.868207 0.0686432 0.119758 37926
99.6211 0.996148 0.000303009 1.4757e+09 6.02755e+06 1.16825e+09 1.51297e+09 6.89574e+08 0.357206 0.000510903 0.354574 0.0910226 0.0983833 0.604513 0.000411869 0.605376 0.0778844 0.081919 0.802521 0.000487837 0.80812 0.105255 0.112027 41795
125.067 0.996228 0.000348114 2.00728e+09 8.79885e+06 1.62642e+09 2.01761e+09 1.02119e+09 0.377645 0.000548589 0.374244 0.0829801 0.0851991 0.570749 0.000452589 0.566973 0.075861 0.0690162 0.734087 0.000600334 0.730489 0.119592 0.105549 31014
156.944 0.9968 0.000396334 2.73953e+09 1.37263e+07 2.32608e+09 2.54807e+09 1.49696e+09 0.365359 0.000593552 0.362797 0.0722184 0.0747419 0.507775 0.000550884 0.50033 0.073934 0.0626459 0.647114 0.000808401 0.634792 0.13625 0.103682 20310
197.215 0.996799 0.000518517 3.73146e+09 2.20073e+07 3.40132e+09 2.99242e+09 2.23307e+09 0.330707 0.000705539 0.32617 0.0696352 0.0663784 0.445009 0.000778486 0.431738 0.0795714 0.0582074 0.570682 0.00119327 0.545751 0.167186 0.101398 11870
248.014 0.99745 0.000636789 4.93829e+09 3.54814e+07 4.87415e+09 3.25949e+09 3.24773e+09 0.297946 0.0009505 0.292156 0.0683648 0.063696 0.40428 0.0013154 0.382339 0.102086 0.062503 0.52959 0.00190001 0.495329 0.205257 0.111252 6274
312.127 0.998123 0.000765584 6.41584e+09 5.51328e+07 6.64402e+09 3.15845e+09 4.08155e+09 0.268717 0.00123639 0.263487 0.0625871 0.0591872 0.380759 0.00220309 0.350137 0.133035 0.0709134 0.513398 0.00308718 0.480958 0.227614 0.142127 3197
392.673 0.998627 0.000970301 7.88999e+09 8.33528e+07 8.78177e+09 2.26681e+09 4.8938e+09 0.246835 0.00170103 0.239491 0.0640082 0.0544581 0.376375 0.00379879 0.332496 0.194025 0.0833835 0.516903 0.00484507 0.499972 0.217182 0.184038 1457
491.992 0.998371 0.00162866 9.17842e+09 1.18237e+08 1.03297e+10 1.32338e+09 4.85343e+09 0.235023 0.00290563 0.221731 0.063888 0.0445333 0.38962 0.00620278 0.345595 0.206771 0.101751 0.550887 0.00803368 0.558126 0.211537 0.246126 614
617.273 1 0 9.76176e+09 1.8038e+08 1.09788e+10 8.6567e+08 4.16805e+09 0.231561 0.00432828 0.221221 0.0643798 0.0487576 0.43564 0.0104572 0.430202 0.1698 0.18438 0.595326 0.0127302 0.610924 0.192703 0.221031 240
772.345 1 0 1.05575e+10 2.95125e+08 1.15226e+10 8.04771e+08 2.9017e+09 0.236634 0.00935826 0.21184 0.123911 0.0471803 0.447514 0.0195842 0.459305 0.147736 0.239035 0.604834 0.0245549 0.6553 0.16832 0.309099 75
957.919 1 0 1.15757e+10 2.05315e+08 1.17813e+10 4.28904e+08 1.0147e+09 0.204934 0.0123687 0.193447 0.0536206 0.0306026 0.390872 0.0457115 0.395473 0.163375 0.154678 0.596577 0.0555089 0.628611 0.0732673 0.24781 11
1234.8 1 1 1.23274e+10 1.23274e+10 1.23274e+10 0 0 0.165049 0.165049 0.165049 0 0 0.484295 0.484295 0.484295 0 0 0.884146 0.884146 0.884146 0 0 1
