#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
49.2105 0.0972675 0.102387 0.00260603 0 0 0 0.0491475 0.000430664 0.0323127 0.0556945 0.0195191 15041
63.5618 0.167346 0.18422 0.00276387 0 1 0 0.0669573 0.000412745 0.0482762 0.072994 0.0351994 24297
80.5358 0.286769 0.337368 0.0029687 0 1 0 0.104315 0.000451528 0.082344 0.102349 0.0593321 37926
99.6211 0.433999 0.552626 0.00351265 0 1 0 0.153571 0.000541132 0.132447 0.129382 0.0859026 41795
125.067 0.582318 0.820468 0.00482351 1 1 1 0.219132 0.000747228 0.203669 0.147293 0.119774 31014
156.944 0.710684 1.11817 0.00665759 1 1 1 0.308439 0.00102393 0.302848 0.15786 0.149777 20310
197.215 0.785173 1.33243 0.00927366 1 1 1 0.419046 0.00139194 0.426959 0.147516 0.168646 11870
248.014 0.780682 1.34348 0.0129132 1 1 1 0.530506 0.00187024 0.54644 0.136833 0.16878 6274
312.127 0.705349 1.13607 0.017513 1 1 1 0.639552 0.00226549 0.658458 0.104334 0.14411 3197
392.673 0.575841 0.833905 0.0234223 1 1 1 0.722741 0.00294807 0.744203 0.0833092 0.119374 1457
491.992 0.397394 0.542345 0.0310298 0 1 0 0.775982 0.00422481 0.792941 0.067412 0.0900905 614
617.273 0.325 0.45 0.0478623 0 1 0 0.802325 0.00607124 0.828231 0.0484424 0.102244 240
772.345 0.226667 0.253333 0.057244 0 1 0 0.841838 0.00911706 0.859841 0.0487297 0.0697838 75
957.919 0 0 0 0 0 0 0.860432 0.0133803 0.858532 0.0476757 0.0622652 11
1234.8 0 0 0 0 0 0 0.916043 0.916043 0.916043 0 0 1
