#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.668185 (z=0.496592)
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final a=0.668185 (z=0.496592) stellar mass
#obs_sm range: 7.75 - 8.25
#HM    Stats: 6.016180e+10 (median) + 2.757350e+10  / - 1.960300e+10
#SM    Stats: 9.394510e+07 (median) + 5.295890e+07  / - 3.220790e+07
#ObsSM Stats: 9.410540e+07 (median) + 4.885460e+07  / - 2.859670e+07
#VMP   Stats: 7.392000e+01 (median) + 6.919998e+00  / - 6.049995e+00
#ICL   Stats: 2.620470e+05 (median) + 2.473283e+06  / - 2.620470e+05
#SSFR  Stats: 3.890922e-10 (median) + 3.788594e-10  / - 1.995349e-10
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 807030
sfh 0.060123 0 0 0 #avg: 8.6862e-17; avg_err: 8.6862e-17; sd: 7.80323e-14; counts: 807030
sfh 0.062373 0 0 0 #avg: 4.20008e-16; avg_err: 4.20008e-16; sd: 3.77313e-13; counts: 807030
sfh 0.064623 0 0 0 #avg: 7.05018e-16; avg_err: 5.47038e-16; sd: 4.91431e-13; counts: 807030
sfh 0.066873 0 0 0 #avg: 1.62257e-15; avg_err: 1.35659e-15; sd: 1.21869e-12; counts: 807030
sfh 0.069123 0 0 0 #avg: 3.52871e-15; avg_err: 1.68455e-15; sd: 1.51331e-12; counts: 807030
sfh 0.071373 0 0 0 #avg: 4.30437e-15; avg_err: 1.56039e-15; sd: 1.40177e-12; counts: 807030
sfh 0.073623 0 0 0 #avg: 6.393e-15; avg_err: 2.04958e-15; sd: 1.84123e-12; counts: 807030
sfh 0.075873 0 0 0 #avg: 1.69862e-14; avg_err: 4.16481e-15; sd: 3.74145e-12; counts: 807030
sfh 0.078123 0 0 0 #avg: 3.49349e-14; avg_err: 5.55362e-15; sd: 4.98908e-12; counts: 807030
sfh 0.080373 0 0 0 #avg: 8.24621e-14; avg_err: 1.04488e-14; sd: 9.3867e-12; counts: 807030
sfh 0.082623 0 0 0 #avg: 1.57899e-13; avg_err: 1.29185e-14; sd: 1.16053e-11; counts: 807030
