#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.16638e+07 4.03554e+08 4.23621e+07 3.43845e+08 1.22638e+08 1.61892e+07 6.39351e+08 1.00669e+08 4.66944e+08 4.1105e+08 1.06779e+08 9
1.57905e+08 4.19023e+08 2.67825e+07 4.07939e+08 6.61061e+07 6.92907e+07 5.69925e+08 5.15415e+07 5.36715e+08 2.06334e+08 1.7655e+08 10
2.55807e+08 4.22966e+08 2.05959e+07 3.82884e+08 1.4798e+08 5.24043e+07 5.35168e+08 4.34121e+07 4.66944e+08 3.43845e+08 1.06779e+08 25
4.05203e+08 4.38642e+08 2.10088e+07 3.82884e+08 2.01605e+08 4.96311e+07 5.74103e+08 4.10543e+07 5.36715e+08 2.74073e+08 1.7655e+08 37
6.47736e+08 4.1251e+08 1.11425e+07 3.82884e+08 1.4798e+08 4.96311e+07 5.75875e+08 2.34208e+07 5.36715e+08 2.06334e+08 1.7655e+08 61
1.02392e+09 4.3362e+08 1.51338e+07 3.82884e+08 1.34297e+08 4.42358e+07 5.56712e+08 2.18409e+07 5.36715e+08 2.06334e+08 1.7655e+08 97
1.5784e+09 4.4649e+08 1.23581e+07 3.98219e+08 1.8627e+08 6.22437e+07 6.05595e+08 2.16344e+07 5.36715e+08 3.41278e+08 1.7655e+08 118
2.51973e+09 4.5183e+08 1.26048e+07 4.07939e+08 1.7655e+08 7.19634e+07 6.01467e+08 2.0644e+07 6.06006e+08 2.04782e+08 2.45841e+08 118
3.97983e+09 4.8776e+08 1.32091e+07 4.1105e+08 2.57884e+08 7.24017e+07 6.12284e+08 1.77641e+07 5.36715e+08 2.74073e+08 1.7655e+08 176
6.40228e+09 4.8785e+08 1.12723e+07 4.50623e+08 1.95696e+08 1.14648e+08 6.18594e+08 1.76108e+07 5.36715e+08 3.41278e+08 1.7655e+08 211
1.00948e+10 4.7543e+08 9.74603e+06 4.46348e+08 2.04247e+08 1.077e+08 6.15692e+08 1.45392e+07 6.06006e+08 2.04782e+08 2.45841e+08 240
1.58807e+10 5.21089e+08 1.16694e+07 4.54619e+08 2.71987e+08 1.13341e+08 6.32062e+08 1.56222e+07 6.06006e+08 2.71987e+08 2.45841e+08 257
2.51823e+10 5.50282e+08 1.17755e+07 4.74045e+08 3.15124e+08 1.35397e+08 6.27168e+08 1.39191e+07 5.36715e+08 3.41278e+08 1.7655e+08 351
3.96445e+10 5.61834e+08 1.13716e+07 4.7771e+08 3.11458e+08 1.33866e+08 6.3745e+08 1.26605e+07 6.06006e+08 2.71987e+08 2.45841e+08 369
6.13289e+10 5.6368e+08 1.40289e+07 5.07642e+08 2.67711e+08 1.66364e+08 7.08622e+08 1.60813e+07 6.74785e+08 3.35975e+08 2.12185e+08 277
9.78035e+10 5.664e+08 1.83847e+07 5.17181e+08 2.51077e+08 1.73336e+08 7.62607e+08 2.49285e+07 6.74785e+08 4.66483e+08 2.07841e+08 147
1.47212e+11 5.73003e+08 4.61629e+07 4.97762e+08 4.30469e+08 1.72981e+08 7.89571e+08 5.59808e+07 8.10788e+08 3.3048e+08 4.50623e+08 30
2.25928e+11 3.93291e+08 2.27686e+07 4.20356e+08 4.99397e+07 1.10743e+08 1.20068e+09 1.22672e+08 1.33261e+09 6.25617e+07 7.26607e+08 6
