#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
46.1597 8.88142e-05 9.69e-06 851351 29160.4 0 0 0 0.334797 0.000109511 0.329109 0.109364 0.108758 0.501038 8.74799e-05 0.513309 0.0656114 0.0891362 0.632244 2.7028e-05 0.638424 0.0149043 0.0262687 945795
62.4225 0.000217476 2.19661e-05 3.21173e+06 74470.9 0 0 0 0.274091 0.000131248 0.263425 0.0946388 0.0770631 0.489352 0.000111269 0.498429 0.0608558 0.0794874 0.632361 3.10084e-05 0.636703 0.0139228 0.0223777 450624
79.2931 0.0012206 6.63517e-05 2.20469e+07 266885 0 0 0 0.271694 0.000161376 0.261748 0.0888976 0.0729089 0.500131 0.000115358 0.505527 0.0519781 0.0629392 0.633149 3.71889e-05 0.637199 0.0128782 0.0204949 276912
98.3624 0.00325964 0.000142849 8.57195e+07 734221 0 0 0 0.297744 0.000211158 0.291875 0.0830341 0.0774264 0.512759 0.000138855 0.517612 0.0481592 0.0586495 0.634562 5.26419e-05 0.639577 0.0117551 0.020589 159220
123.561 0.0084288 0.000364925 2.45882e+08 2.04698e+06 0 6.53712e+08 0 0.341641 0.000322913 0.339267 0.0764016 0.0771002 0.528461 0.000201976 0.533707 0.0418799 0.0530536 0.632951 9.94315e-05 0.639692 0.0121534 0.0242857 62761
155.109 0.0174938 0.000889549 5.44585e+08 5.21775e+06 0 1.25022e+09 0 0.356724 0.000498424 0.356299 0.0654859 0.0696506 0.502195 0.000363086 0.503207 0.0496916 0.0526128 0.611617 0.000269367 0.623009 0.0223401 0.0469458 21722
194.595 0.034696 0.00224792 9.86761e+08 1.30954e+07 7.07395e+08 1.33365e+09 7.07395e+08 0.330244 0.000875619 0.327151 0.0624344 0.0627405 0.447872 0.0007675 0.443722 0.0616346 0.054893 0.574452 0.00075829 0.589225 0.0445062 0.081163 6629
244.319 0.064375 0.00613741 1.50496e+09 3.22825e+07 1.24108e+09 1.62513e+09 1.24108e+09 0.295504 0.00174102 0.28936 0.0642007 0.0591659 0.397539 0.00177717 0.387985 0.072469 0.0550962 0.53896 0.00208546 0.549735 0.079003 0.107671 1600
308.327 0.132468 0.0172994 2.00497e+09 7.51294e+07 1.79167e+09 1.74079e+09 1.25106e+09 0.265288 0.00378147 0.255714 0.0617035 0.0520712 0.360504 0.00417163 0.346064 0.0792641 0.0534758 0.504915 0.00536577 0.507891 0.121186 0.115628 385
386.861 0.215909 0.0441122 2.22325e+09 1.63494e+08 1.95799e+09 1.86804e+09 1.24619e+09 0.252201 0.00991457 0.226253 0.0929667 0.0420709 0.34134 0.0114493 0.314121 0.110584 0.0698143 0.490332 0.012708 0.483085 0.15835 0.133142 88
487.077 0.25 0.0993399 3.08345e+09 4.24872e+08 3.37847e+09 1.88719e+09 2.42073e+09 0.202823 0.00960577 0.201429 0.0315043 0.0428526 0.287196 0.0150795 0.294088 0.0263871 0.0728898 0.405638 0.0263128 0.408736 0.0721984 0.100178 20
615.632 0.25 0.25 3.54035e+09 5.7554e+08 3.52815e+09 1.54178e+09 1.23842e+09 0.223121 0.0373962 0.225084 0.101901 0.0688521 0.293185 0.0156833 0.28908 0.0474902 0.0273884 0.401829 0.0345947 0.434617 0.0489946 0.094254 4
