#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
47.5339 0.0876074 0.0918532 0.00135472 0 0 0 0.0466897 0.000219749 0.0313432 0.053906 0.0259011 50167
63.2773 0.151241 0.165964 0.00178944 0 0 0 0.0590576 0.000252719 0.0402958 0.0685868 0.0274875 52909
80.1082 0.254583 0.295436 0.0021297 0 1 0 0.0888464 0.000313699 0.0659337 0.0953718 0.0450377 65405
99.8249 0.382152 0.47715 0.00255572 0 1 0 0.127881 0.000385708 0.104305 0.123789 0.0744564 70833
125.197 0.512632 0.698265 0.00334963 1 0 1 0.176825 0.000514111 0.154853 0.147617 0.100657 58147
157.414 0.636193 0.950376 0.00443457 1 1 1 0.240719 0.000695927 0.223629 0.167898 0.13191 42036
197.893 0.697972 1.08379 0.00562838 1 1 1 0.311305 0.00094241 0.301226 0.181798 0.160293 28355
248.64 0.660815 1.01779 0.00719876 1 1 1 0.36476 0.00127069 0.35716 0.187943 0.169805 17259
312.581 0.593276 0.857585 0.00895173 1 1 1 0.392535 0.00171334 0.380764 0.194847 0.162244 9697
393.148 0.502875 0.662106 0.0108589 1 0 1 0.395122 0.00232675 0.375747 0.191562 0.143631 5043
493.518 0.436244 0.555556 0.0146271 0 1 0 0.379211 0.0030691 0.359327 0.162887 0.123518 2439
619.299 0.382106 0.4548 0.0194257 0 1 0 0.361016 0.00415055 0.343181 0.131513 0.107395 1073
779.852 0.327103 0.369159 0.0276452 0 1 0 0.336278 0.00647699 0.313033 0.129021 0.0900736 428
971.95 0.324324 0.358108 0.0449818 0 1 0 0.290534 0.00838184 0.288381 0.0799543 0.0985 148
1215.18 0.297297 0.378378 0.105062 0 1 0 0.242641 0.0108465 0.235507 0.0870031 0.0542209 37
1622.9 0.5 0.5 0.5 1 0 1 0.185957 0.0476621 0.233619 0 0.0953243 2
