#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.7554 8.17332e-06 8.17332e-06 9.83948e-07 0 0 0 3.39422e-05 7.06466e-07 0 0 0 8442099
62.4684 4.27957e-06 4.27957e-06 1.14376e-06 0 0 0 1.08631e-05 5.70469e-07 0 0 0 3271354
78.5019 0 0 0 0 0 0 1.70092e-05 7.67787e-07 0 0 0 1605618
98.4984 1.30589e-05 1.30589e-05 4.12956e-06 0 0 0 0.000185264 3.93941e-06 0 0 0 765762
124.029 0.000232046 0.000232046 2.578e-05 0 0 0 0.00146398 1.85109e-05 0 0 0 349068
156.065 0.00227882 0.00227882 0.000120302 0 0 0 0.00794031 7.15898e-05 0 0 0 157099
196.369 0.0117901 0.0117901 0.000409547 0 0 0 0.0302365 0.000229509 0 0.0714438 0 69465
246.91 0.0342132 0.0343147 0.00106222 0 0 0 0.0797544 0.000580346 0.0386213 0.144249 0.0386213 29550
310.721 0.0640918 0.0640918 0.00224921 0 0 0 0.163263 0.00126024 0.142146 0.169927 0.129768 11858
389.78 0.0778219 0.0778219 0.00409579 0 0 0 0.26648 0.00232078 0.265556 0.163597 0.169536 4279
490.403 0.0615815 0.0622813 0.00647133 0 0 0 0.366261 0.00405993 0.376587 0.145231 0.174584 1429
617.291 0.0507042 0.0507042 0.0116606 0 0 0 0.460591 0.00736905 0.478764 0.124316 0.177997 355
768.147 0.0410959 0.0410959 0.0233949 0 0 0 0.544253 0.0131375 0.562019 0.0923567 0.140746 73
973.363 0 0 0 0 0 0 0.565564 0.0317231 0.544591 0.136214 0.0280633 9
