#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.72133e+07 0.00817817 0.00838683 0.000112608 0 0 0 0.00182453 1.47434e-05 0 0 0 690130
1.57367e+08 0.015953 0.0164935 0.000255778 0 0 0 0.00335472 3.22426e-05 0 0 0 264589
2.49106e+08 0.0237244 0.0246964 0.000346716 0 0 0 0.0048772 4.48809e-05 0 0 0 217076
3.9455e+08 0.0316275 0.0330105 0.000449474 0 0 0 0.00657647 6.0209e-05 0 0 0 172097
6.25602e+08 0.0447166 0.0472522 0.000609235 0 0 0 0.00903501 8.239e-05 0 0.0103109 0 135274
9.90548e+08 0.0599024 0.063946 0.000799719 0 0 0 0.0119544 0.000108793 0 0.0192552 0 106590
1.57143e+09 0.078978 0.0844875 0.00102077 0 0 0 0.0156432 0.000142315 0 0.0300977 0 85125
2.49317e+09 0.103359 0.112345 0.0013126 0 0 0 0.020234 0.000183085 0 0.041009 0 68886
3.9526e+09 0.130947 0.143742 0.0016163 0 0 0 0.0258349 0.000233951 0 0.0520407 0 57443
6.28167e+09 0.16608 0.185318 0.0019878 0 1 0 0.0333653 0.000295229 0 0.072385 0 48603
9.93416e+09 0.20717 0.235468 0.00237984 0 1 0 0.042034 0.0003571 0 0.0942641 0 42371
1.57467e+10 0.253761 0.294016 0.00284953 0 1 0 0.0529309 0.00043509 0.010309 0.111219 0.010309 36294
2.48585e+10 0.295446 0.347092 0.00336576 0 1 0 0.0647032 0.000537416 0.0205624 0.126785 0.0205624 29799
3.91903e+10 0.34441 0.406737 0.00412668 0 1 0 0.0784978 0.000686686 0.0395518 0.133105 0.0395518 22029
6.15063e+10 0.383546 0.456448 0.00553114 0 1 0 0.0922133 0.000934956 0.0510895 0.148764 0.0510895 13237
9.56399e+10 0.40356 0.471486 0.00847296 0 1 0 0.10381 0.0015271 0.0699514 0.151338 0.0699514 5506
1.49371e+11 0.420236 0.493353 0.0173968 0 1 0 0.123863 0.00340788 0.0900358 0.16125 0.0900358 1354
2.30764e+11 0.487437 0.582915 0.0473612 0 1 0 0.139421 0.00884724 0.109572 0.169894 0.109572 199
3.64452e+11 0.384615 0.461538 0.183114 0 1 0 0.21532 0.0363743 0.218534 0.119303 0.129139 13
6.56553e+11 0.25 0.25 0.25 0 1 0 0.222741 0.0504275 0.238383 0.0960675 0.148896 4
