#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.334060 (z=1.993474)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 12.75 - 13.25
#HM    Stats: 7.501470e+12 (median) + 3.691130e+12  / - 1.500000e+12
#SM    Stats: 7.308320e+10 (median) + 5.494080e+10  / - 3.557490e+10
#ObsSM Stats: 5.800730e+10 (median) + 6.793270e+10  / - 3.278670e+10
#VMP   Stats: 4.157400e+02 (median) + 6.215002e+01  / - 3.416998e+01
#ICL   Stats: 1.517710e+09 (median) + 3.203390e+09  / - 9.923090e+08
#SSFR  Stats: 2.650732e-10 (median) + 1.780956e-09  / - 2.515261e-10
sfh 0.055623 0 0 0 #avg: 3.05754e-06; avg_err: 3.05753e-06; sd: 0.000101821; counts: 1110
sfh 0.060123 0 0 0 #avg: 0.00145303; avg_err: 0.000359887; sd: 0.0119848; counts: 1110
sfh 0.062373 0 0 0 #avg: 0.00929702; avg_err: 0.00158521; sd: 0.0527902; counts: 1110
sfh 0.064623 0 0 0 #avg: 0.0284344; avg_err: 0.0042015; sd: 0.139917; counts: 1110
sfh 0.066873 0 0.0624752 0 #avg: 0.0627182; avg_err: 0.00686027; sd: 0.228458; counts: 1110
sfh 0.069123 0 0.168354 0 #avg: 0.128759; avg_err: 0.0133722; sd: 0.445317; counts: 1110
sfh 0.071373 0 0.327178 0 #avg: 0.221582; avg_err: 0.0180205; sd: 0.600112; counts: 1110
sfh 0.073623 0.0144764 0.467931 0.0144764 #avg: 0.326708; avg_err: 0.0253988; sd: 0.845822; counts: 1110
sfh 0.075873 0.0501658 0.743746 0.0501658 #avg: 0.460188; avg_err: 0.0364645; sd: 1.21433; counts: 1110
sfh 0.078123 0.100338 0.932602 0.100338 #avg: 0.610459; avg_err: 0.0420637; sd: 1.40079; counts: 1110
sfh 0.080373 0.173036 1.09856 0.170789 #avg: 0.770977; avg_err: 0.0508554; sd: 1.69357; counts: 1110
sfh 0.082623 0.269074 1.14372 0.255631 #avg: 0.857529; avg_err: 0.0503085; sd: 1.67536; counts: 1110
sfh 0.085998 0.434624 1.53322 0.391189 #avg: 1.15817; avg_err: 0.0652157; sd: 2.17179; counts: 1110
sfh 0.089373 0.631698 1.75857 0.544959 #avg: 1.52125; avg_err: 0.0826369; sd: 2.75195; counts: 1110
sfh 0.092748 0.781422 2.33675 0.635666 #avg: 1.97839; avg_err: 0.121722; sd: 4.05353; counts: 1110
sfh 0.096123 1.01032 3.0617 0.779301 #avg: 2.39709; avg_err: 0.120774; sd: 4.02196; counts: 1110
sfh 0.099498 1.20465 3.67755 0.887534 #avg: 2.87763; avg_err: 0.142277; sd: 4.73807; counts: 1110
sfh 0.102873 1.61363 4.31941 1.20844 #avg: 3.28827; avg_err: 0.140162; sd: 4.66763; counts: 1110
sfh 0.106248 2.00888 5.34131 1.48177 #avg: 4.18021; avg_err: 0.230531; sd: 7.67705; counts: 1110
sfh 0.109623 2.29889 6.04101 1.66843 #avg: 4.99287; avg_err: 0.280884; sd: 9.35391; counts: 1110
sfh 0.112998 2.80213 6.71361 2.03178 #avg: 5.79703; avg_err: 0.31647; sd: 10.539; counts: 1110
sfh 0.116373 3.10607 7.48803 2.21429 #avg: 6.52281; avg_err: 0.304412; sd: 10.1374; counts: 1110
sfh 0.119748 3.77784 8.85336 2.77719 #avg: 7.65671; avg_err: 0.367163; sd: 12.2271; counts: 1110
sfh 0.123123 4.2498 9.9331 3.15721 #avg: 8.87597; avg_err: 0.453753; sd: 15.1107; counts: 1110
sfh 0.126498 4.69066 11.8955 3.43457 #avg: 9.97788; avg_err: 0.526123; sd: 17.5208; counts: 1110
sfh 0.129873 5.17017 13.1798 3.78623 #avg: 11.6833; avg_err: 0.667973; sd: 22.2446; counts: 1110
sfh 0.133248 5.5384 14.7934 3.97935 #avg: 13.4989; avg_err: 0.759658; sd: 25.2979; counts: 1110
sfh 0.136623 6.42797 16.6268 4.76446 #avg: 15.4792; avg_err: 0.919726; sd: 30.6284; counts: 1110
sfh 0.141685 7.31046 19.0994 5.3598 #avg: 17.8223; avg_err: 1.05529; sd: 35.1429; counts: 1110
sfh 0.146748 8.52829 22.7558 6.10811 #avg: 20.6165; avg_err: 1.15065; sd: 38.3186; counts: 1110
sfh 0.15181 9.69411 23.4327 7.01737 #avg: 22.0573; avg_err: 1.25965; sd: 41.9485; counts: 1110
sfh 0.156873 11.0869 28.9673 7.98673 #avg: 25.7821; avg_err: 1.62605; sd: 54.15; counts: 1110
sfh 0.161935 12.5092 32.474 9.09424 #avg: 28.3926; avg_err: 1.5119; sd: 50.3489; counts: 1110
sfh 0.166998 14.079 39.58 10.2733 #avg: 30.9341; avg_err: 1.43605; sd: 47.823; counts: 1110
sfh 0.17206 15.2843 45.084 10.6876 #avg: 34.9538; avg_err: 1.5873; sd: 52.8597; counts: 1110
sfh 0.177123 18.3312 47.5133 13.8013 #avg: 38.6448; avg_err: 1.79766; sd: 59.8649; counts: 1110
sfh 0.182185 20.9174 50.1355 15.8628 #avg: 41.8576; avg_err: 1.83294; sd: 61.0398; counts: 1110
sfh 0.187248 22.6662 63.6078 17.084 #avg: 45.7121; avg_err: 2.00359; sd: 66.7228; counts: 1110
sfh 0.19231 25.1698 69.7299 19.4581 #avg: 51.8121; avg_err: 2.20643; sd: 73.4776; counts: 1110
sfh 0.197373 26.6057 78.8703 20.8555 #avg: 56.3793; avg_err: 2.47624; sd: 82.4628; counts: 1110
sfh 0.202435 28.7481 79.6409 23.2771 #avg: 60.4555; avg_err: 2.67959; sd: 89.2347; counts: 1110
