#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.334060 (z=1.993474)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 2.45 - 2.61667
#HM    Stats: 3.133820e+12 (median) + 1.480890e+12  / - 7.073502e+11
#SM    Stats: 5.858690e+10 (median) + 4.535210e+10  / - 2.962790e+10
#ObsSM Stats: 5.254300e+10 (median) + 6.273300e+10  / - 3.031960e+10
#VMP   Stats: 3.107400e+02 (median) + 4.299002e+01  / - 2.153000e+01
#ICL   Stats: 5.015630e+08 (median) + 1.186047e+09  / - 3.564500e+08
#SSFR  Stats: 1.680067e-09 (median) + 3.333448e-09  / - 1.650604e-09
sfh 0.055623 0 0 0 #avg: 2.96125e-06; avg_err: 2.53336e-06; sd: 0.000214753; counts: 7187
sfh 0.060123 0 0 0 #avg: 0.000413988; avg_err: 8.50684e-05; sd: 0.00721127; counts: 7187
sfh 0.062373 0 0 0 #avg: 0.00284404; avg_err: 0.000341322; sd: 0.028934; counts: 7187
sfh 0.064623 0 0 0 #avg: 0.00875872; avg_err: 0.00072396; sd: 0.0613703; counts: 7187
sfh 0.066873 0 0 0 #avg: 0.0221106; avg_err: 0.00150793; sd: 0.127827; counts: 7187
sfh 0.069123 0 0.00748007 0 #avg: 0.0460732; avg_err: 0.00255726; sd: 0.21678; counts: 7187
sfh 0.071373 0 0.0490577 0 #avg: 0.0830136; avg_err: 0.00502755; sd: 0.426187; counts: 7187
sfh 0.073623 0 0.10625 0 #avg: 0.125501; avg_err: 0.00592351; sd: 0.502138; counts: 7187
sfh 0.075873 0 0.207394 0 #avg: 0.176318; avg_err: 0.00796944; sd: 0.675572; counts: 7187
sfh 0.078123 0.00584641 0.303271 0.00584641 #avg: 0.231424; avg_err: 0.00919928; sd: 0.779825; counts: 7187
sfh 0.080373 0.0236488 0.417474 0.0236488 #avg: 0.287233; avg_err: 0.0106171; sd: 0.900017; counts: 7187
sfh 0.082623 0.0523404 0.462275 0.0523404 #avg: 0.332397; avg_err: 0.0124404; sd: 1.05457; counts: 7187
