#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.77478e+07 0.081752 0.0919435 0.000703406 0 0 0 0.0144146 9.30302e-05 0 0.0211085 0 213218
1.57656e+08 0.133037 0.156059 0.00145722 0 0 0 0.0257425 0.000205589 0 0.0513851 0 86006
2.50612e+08 0.193649 0.233008 0.00185029 0 1 0 0.0378327 0.000256631 0 0.08692 0 77873
3.96492e+08 0.232491 0.284705 0.002111 0 1 0 0.0458992 0.0002902 0.0084681 0.0974467 0.0084681 72222
6.26068e+08 0.271652 0.339403 0.00247644 0 1 0 0.0551868 0.000345193 0.0127722 0.113842 0.0127722 61785
9.91133e+08 0.316224 0.406432 0.00301848 0 1 0 0.0678462 0.000435178 0.0251059 0.129206 0.0251059 49408
1.5714e+09 0.368512 0.484777 0.00365259 0 1 0 0.0831678 0.000539896 0.037806 0.147823 0.037806 39513
2.49114e+09 0.42349 0.572589 0.00433802 0 1 0 0.102002 0.000674823 0.0567825 0.164425 0.0567825 32133
3.96073e+09 0.473577 0.66023 0.00501495 0 1 0 0.122397 0.00080612 0.0794559 0.176661 0.0794559 26927
6.2733e+09 0.529114 0.762514 0.00577279 1 1 1 0.147896 0.000969845 0.106976 0.192927 0.0987456 22755
9.96475e+09 0.575001 0.852243 0.00648493 1 1 1 0.177883 0.00115062 0.139954 0.205919 0.123326 19593
1.57424e+10 0.624755 0.955201 0.00714317 1 1 1 0.214706 0.00131938 0.184156 0.216597 0.153497 17322
2.49354e+10 0.666644 1.03602 0.00779687 1 1 1 0.260336 0.00151347 0.238073 0.222613 0.18049 14909
3.94327e+10 0.67554 1.06209 0.00879721 1 1 1 0.306718 0.00174598 0.29373 0.221215 0.19975 11983
6.18465e+10 0.67131 1.03 0.0102432 1 1 1 0.346524 0.00206365 0.343326 0.205875 0.208152 8400
9.69437e+10 0.627009 0.929911 0.0135534 1 1 1 0.392497 0.00269869 0.397104 0.181462 0.198857 4480
1.50901e+11 0.580699 0.839712 0.0207038 1 1 1 0.416226 0.00391095 0.420678 0.166276 0.176289 1803
2.4131e+11 0.499112 0.635879 0.0313189 0 1 0 0.411828 0.00604579 0.412123 0.142928 0.140933 563
3.74137e+11 0.460526 0.546053 0.0526724 0 1 0 0.405031 0.009645 0.394542 0.134548 0.094898 152
5.74691e+11 0.291667 0.333333 0.115261 0 1 0 0.400152 0.0133147 0.409829 0.049855 0.0838025 24
8.53481e+11 0.333333 0.333333 0.333333 0 1 0 0.370187 0.0512089 0.400722 0.0388601 0.130465 3
