#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.68629e+09 0.0449371 0.0515279 0.00431229 0 0 0 0.0625787 0.00159737 0.0303645 0.077072 0.0240676 3338
1.61585e+10 0.0226567 0.0232775 0.00272837 0 0 0 0.0404055 0.000970387 0.0265557 0.0439256 0.0207857 3222
2.55409e+10 0.0434351 0.0446251 0.00298823 0 0 0 0.049243 0.000862479 0.0286485 0.0610297 0.0230095 5042
4.04346e+10 0.0583843 0.0610771 0.00277116 0 0 0 0.0576066 0.000721285 0.0371649 0.0698243 0.0315258 8170
6.39185e+10 0.0841411 0.0878754 0.00264103 0 0 0 0.069984 0.000668342 0.0472434 0.0832748 0.0413797 12586
1.00748e+11 0.113252 0.122071 0.00275234 0 0 0 0.0822076 0.000640592 0.0573305 0.0957777 0.0417721 16556
1.59353e+11 0.147484 0.160437 0.00293262 0 0 0 0.0976646 0.000686903 0.0682797 0.113821 0.0524878 18836
2.51748e+11 0.187418 0.206843 0.00316213 0 1 0 0.114689 0.000722935 0.0866496 0.124443 0.0611486 20489
3.98187e+11 0.236871 0.266242 0.00349529 0 1 0 0.138598 0.000801474 0.108159 0.145292 0.0817269 21041
6.28967e+11 0.28536 0.326452 0.00385932 0 1 0 0.164056 0.000893257 0.135891 0.156393 0.0986456 20588
9.96185e+11 0.332431 0.384211 0.00429236 0 1 0 0.192506 0.00100879 0.166082 0.168906 0.110105 18849
1.57665e+12 0.381602 0.442582 0.00481577 0 1 0 0.222494 0.00114496 0.198515 0.174209 0.123153 16284
2.48438e+12 0.389645 0.458213 0.00553757 0 1 0 0.256429 0.00135396 0.237945 0.179563 0.141467 12863
3.94038e+12 0.368828 0.43052 0.00618794 0 1 0 0.279154 0.00161035 0.261411 0.186316 0.146428 9823
6.2245e+12 0.338761 0.398847 0.00727966 0 1 0 0.291548 0.00193538 0.275651 0.184616 0.149715 6940
9.80482e+12 0.305303 0.349461 0.00822188 0 1 0 0.297219 0.00234512 0.276001 0.192261 0.141053 4733
1.5615e+13 0.28248 0.315617 0.00966964 0 1 0 0.290368 0.00275477 0.276258 0.169477 0.141246 3048
2.46721e+13 0.244989 0.268931 0.0117238 0 1 0 0.26928 0.00343643 0.252209 0.162249 0.126982 1796
3.90059e+13 0.223867 0.246068 0.0146494 0 1 0 0.257287 0.00405731 0.235807 0.148239 0.101076 1081
6.19201e+13 0.212072 0.231648 0.0188362 0 1 0 0.251482 0.00525513 0.233602 0.149703 0.109436 613
9.67467e+13 0.186885 0.193443 0.0235876 0 1 0 0.221227 0.00665287 0.214352 0.118932 0.110021 305
1.52564e+14 0.19863 0.19863 0.0331326 0 1 0 0.206378 0.010567 0.194393 0.146816 0.119329 146
2.30787e+14 0.132075 0.132075 0.0469516 0 0 0 0.164151 0.0109068 0.144774 0.108239 0.040417 53
3.99227e+14 0.130435 0.130435 0.071802 0 0 0 0.153038 0.0203905 0.154655 0.100614 0.11994 23
5.769e+14 0.5 0.5 0.5 1 0 1 0.173968 0.0289548 0.202923 0 0.0579096 2
9.79877e+14 0 0 0 0 0 0 0.109555 0.00522402 0.114779 0 0.010448 2
