#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.4985e+07 6.58277e+08 6.39049e+06 5.65077e+08 4.34286e+08 2.31337e+08 1.3199e+09 1.31694e+07 1.12466e+09 9.16383e+08 5.00674e+08 3400
1.59144e+08 6.774e+08 7.40152e+06 5.81306e+08 4.1929e+08 2.47562e+08 1.33417e+09 1.55303e+07 1.12466e+09 9.99364e+08 5.00674e+08 2677
2.51716e+08 6.9197e+08 7.63639e+06 5.8017e+08 4.86517e+08 2.4643e+08 1.40852e+09 1.52998e+07 1.20812e+09 1.08161e+09 5.84132e+08 2962
3.97226e+08 7.32525e+08 7.63847e+06 5.84049e+08 4.99996e+08 2.50247e+08 1.44164e+09 1.51354e+07 1.20812e+09 1.16432e+09 5.84132e+08 3334
6.34033e+08 7.54237e+08 7.99145e+06 5.84132e+08 5.80937e+08 2.50331e+08 1.46432e+09 1.53037e+07 1.20812e+09 1.16432e+09 5.84132e+08 3396
1.00052e+09 7.90637e+08 8.76736e+06 6.51045e+08 5.81519e+08 3.17209e+08 1.4856e+09 1.57461e+07 1.20812e+09 1.24692e+09 5.84132e+08 3350
1.59192e+09 8.26732e+08 9.41552e+06 6.64603e+08 6.39202e+08 3.30765e+08 1.55412e+09 1.64346e+07 1.29157e+09 1.32833e+09 6.67579e+08 3370
2.5122e+09 8.3849e+08 9.80201e+06 6.65142e+08 6.63189e+08 2.83151e+08 1.60766e+09 1.7588e+07 1.375e+09 1.2449e+09 7.51009e+08 3237
3.97194e+09 9.00807e+08 1.09849e+07 6.87395e+08 7.62116e+08 2.85838e+08 1.6099e+09 1.77973e+07 1.375e+09 1.32714e+09 7.51009e+08 3172
6.2812e+09 9.70095e+08 1.18222e+07 7.51008e+08 8.16342e+08 3.39199e+08 1.63379e+09 1.79325e+07 1.375e+09 1.32714e+09 7.13087e+08 3207
9.97829e+09 9.55891e+08 1.21531e+07 7.4795e+08 7.9383e+08 3.36781e+08 1.71022e+09 1.89256e+07 1.4584e+09 1.40781e+09 7.51008e+08 3022
1.57291e+10 1.02428e+09 1.34678e+07 8.21434e+08 8.43609e+08 4.07439e+08 1.69296e+09 1.98686e+07 1.4584e+09 1.40781e+09 8.34415e+08 2833
2.47989e+10 1.05715e+09 1.55839e+07 8.32459e+08 8.96962e+08 4.17598e+08 1.75583e+09 2.31328e+07 1.4584e+09 1.48962e+09 7.95036e+08 2289
3.92562e+10 1.11968e+09 1.88743e+07 8.74274e+08 9.53593e+08 4.57265e+08 1.66524e+09 2.55773e+07 1.375e+09 1.49121e+09 7.51009e+08 1789
6.12274e+10 1.11894e+09 2.48309e+07 8.74274e+08 9.56779e+08 4.57067e+08 1.6869e+09 3.63651e+07 1.29157e+09 1.65646e+09 6.67579e+08 1004
9.57893e+10 1.25694e+09 4.3274e+07 9.61909e+08 1.27694e+09 5.44644e+08 1.54205e+09 5.22796e+07 1.12466e+09 1.57748e+09 5.84053e+08 413
1.47128e+11 1.19417e+09 7.62992e+07 9.16791e+08 9.93182e+08 5.01189e+08 1.45619e+09 1.00129e+08 1.20812e+09 1.28264e+09 5.84132e+08 113
2.26485e+11 1.71789e+09 2.93364e+08 1.25116e+09 1.54337e+09 4.28406e+08 1.07255e+09 2.43559e+08 6.67578e+08 1.53934e+09 2.10314e+08 12
3.60489e+11 7.46473e+08 3.2935e+08 1.07582e+09 0 6.58699e+08 1.12452e+09 5.83908e+08 1.70842e+09 0 1.16782e+09 2
