#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.501122 (z=0.995522)
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final a=0.501122 (z=0.995522) stellar mass
#vmpeak range: 1.61667 - 1.78333
#HM    Stats: 1.321760e+10 (median) + 8.208900e+09  / - 4.329359e+09
#SM    Stats: 2.264940e+06 (median) + 4.430320e+06  / - 1.578779e+06
#ObsSM Stats: 2.207350e+06 (median) + 4.594630e+06  / - 1.561626e+06
#VMP   Stats: 5.004000e+01 (median) + 6.509998e+00  / - 5.990002e+00
#ICL   Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR  Stats: 6.387936e-10 (median) + 9.953594e-10  / - 3.799765e-10
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 6095448
sfh 0.060123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 6095448
sfh 0.062373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 6095448
sfh 0.064623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 6095448
sfh 0.066873 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 6095448
sfh 0.069123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 6095448
sfh 0.071373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 6095448
sfh 0.073623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 6095448
sfh 0.075873 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 6095448
sfh 0.078123 0 0 0 #avg: 3.18203e-16; avg_err: 1.75713e-16; sd: 4.33817e-13; counts: 6095448
sfh 0.080373 0 0 0 #avg: 1.96329e-15; avg_err: 6.00822e-16; sd: 1.48337e-12; counts: 6095448
sfh 0.082623 0 0 0 #avg: 6.67901e-15; avg_err: 1.81835e-15; sd: 4.48933e-12; counts: 6095448
sfh 0.085998 0 0 0 #avg: 1.55377e-14; avg_err: 3.26344e-15; sd: 8.05708e-12; counts: 6095448
sfh 0.089373 0 0 0 #avg: 3.61729e-14; avg_err: 3.72578e-15; sd: 9.19856e-12; counts: 6095448
sfh 0.092748 0 0 0 #avg: 9.30093e-14; avg_err: 6.3479e-15; sd: 1.56723e-11; counts: 6095448
sfh 0.096123 0 0 0 #avg: 1.74407e-13; avg_err: 7.90967e-15; sd: 1.95282e-11; counts: 6095448
sfh 0.099498 0 0 0 #avg: 3.77317e-13; avg_err: 1.20119e-14; sd: 2.96562e-11; counts: 6095448
sfh 0.102873 0 0 0 #avg: 7.84352e-13; avg_err: 1.81904e-14; sd: 4.49102e-11; counts: 6095448
sfh 0.106248 0 0 0 #avg: 1.44745e-12; avg_err: 2.46031e-14; sd: 6.07424e-11; counts: 6095448
sfh 0.109623 0 0 0 #avg: 2.49471e-12; avg_err: 3.26895e-14; sd: 8.07069e-11; counts: 6095448
sfh 0.112998 0 0 0 #avg: 3.95895e-12; avg_err: 4.0115e-14; sd: 9.90397e-11; counts: 6095448
sfh 0.116373 0 0 0 #avg: 5.71446e-12; avg_err: 4.63039e-14; sd: 1.14319e-10; counts: 6095448
sfh 0.119748 0 0 0 #avg: 8.02389e-12; avg_err: 5.20674e-14; sd: 1.28549e-10; counts: 6095448
sfh 0.123123 0 0 0 #avg: 1.07872e-11; avg_err: 5.84924e-14; sd: 1.44412e-10; counts: 6095448
sfh 0.126498 0 0 0 #avg: 1.40197e-11; avg_err: 6.51037e-14; sd: 1.60734e-10; counts: 6095448
sfh 0.129873 0 0 0 #avg: 1.81071e-11; avg_err: 7.2552e-14; sd: 1.79123e-10; counts: 6095448
sfh 0.133248 0 0 0 #avg: 2.31861e-11; avg_err: 8.13072e-14; sd: 2.00739e-10; counts: 6095448
sfh 0.136623 0 0 0 #avg: 2.90689e-11; avg_err: 8.91843e-14; sd: 2.20187e-10; counts: 6095448
sfh 0.141685 0 0 0 #avg: 3.93536e-11; avg_err: 1.02139e-13; sd: 2.52171e-10; counts: 6095448
sfh 0.146748 0 0 0 #avg: 5.19751e-11; avg_err: 1.16704e-13; sd: 2.8813e-10; counts: 6095448
sfh 0.15181 0 0 0 #avg: 6.68202e-11; avg_err: 1.31651e-13; sd: 3.25032e-10; counts: 6095448
sfh 0.156873 0 0 0 #avg: 8.40368e-11; avg_err: 1.47303e-13; sd: 3.63676e-10; counts: 6095448
sfh 0.161935 0 5.34041e-11 0 #avg: 1.03332e-10; avg_err: 1.63772e-13; sd: 4.04336e-10; counts: 6095448
sfh 0.166998 0 1.2003e-10 0 #avg: 1.23624e-10; avg_err: 1.78571e-13; sd: 4.40873e-10; counts: 6095448
sfh 0.17206 0 1.88408e-10 0 #avg: 1.40296e-10; avg_err: 1.8354e-13; sd: 4.53142e-10; counts: 6095448
sfh 0.177123 0 2.47782e-10 0 #avg: 1.50954e-10; avg_err: 1.78273e-13; sd: 4.40137e-10; counts: 6095448
sfh 0.182185 0 2.92239e-10 0 #avg: 1.58694e-10; avg_err: 1.7197e-13; sd: 4.24575e-10; counts: 6095448
sfh 0.187248 0 3.26223e-10 0 #avg: 1.67175e-10; avg_err: 1.69024e-13; sd: 4.17302e-10; counts: 6095448
sfh 0.19231 0 3.53392e-10 0 #avg: 1.76248e-10; avg_err: 1.69156e-13; sd: 4.17628e-10; counts: 6095448
sfh 0.197373 0 3.74711e-10 0 #avg: 1.84746e-10; avg_err: 1.69074e-13; sd: 4.17427e-10; counts: 6095448
sfh 0.202435 0 3.91682e-10 0 #avg: 1.93221e-10; avg_err: 1.69715e-13; sd: 4.1901e-10; counts: 6095448
sfh 0.207498 1.05427e-11 3.95832e-10 1.05427e-11 #avg: 2.00747e-10; avg_err: 1.69303e-13; sd: 4.1799e-10; counts: 6095448
sfh 0.21256 2.57231e-11 3.92799e-10 2.57231e-11 #avg: 2.0778e-10; avg_err: 1.68999e-13; sd: 4.17242e-10; counts: 6095448
sfh 0.217623 4.16568e-11 3.88347e-10 4.16568e-11 #avg: 2.14743e-10; avg_err: 1.68044e-13; sd: 4.14883e-10; counts: 6095448
sfh 0.222685 5.45272e-11 3.56584e-10 5.45272e-11 #avg: 2.03315e-10; avg_err: 1.48754e-13; sd: 3.67258e-10; counts: 6095448
sfh 0.227748 6.62752e-11 3.32845e-10 6.62752e-11 #avg: 1.98193e-10; avg_err: 1.38423e-13; sd: 3.41751e-10; counts: 6095448
sfh 0.23281 7.54863e-11 3.15404e-10 7.54863e-11 #avg: 1.96374e-10; avg_err: 1.33357e-13; sd: 3.29244e-10; counts: 6095448
sfh 0.237873 8.32645e-11 3.0195e-10 8.32645e-11 #avg: 1.95818e-10; avg_err: 1.30037e-13; sd: 3.21048e-10; counts: 6095448
sfh 0.242935 8.99168e-11 2.91804e-10 8.99168e-11 #avg: 1.96471e-10; avg_err: 1.27808e-13; sd: 3.15545e-10; counts: 6095448
sfh 0.247998 9.44873e-11 2.78997e-10 9.44873e-11 #avg: 1.95299e-10; avg_err: 1.25695e-13; sd: 3.10328e-10; counts: 6095448
sfh 0.25306 9.99932e-11 2.74675e-10 9.99932e-11 #avg: 1.97979e-10; avg_err: 1.2487e-13; sd: 3.08292e-10; counts: 6095448
sfh 0.258123 1.04498e-10 2.68835e-10 1.04498e-10 #avg: 1.99541e-10; avg_err: 1.23688e-13; sd: 3.05373e-10; counts: 6095448
sfh 0.263185 1.08838e-10 2.65536e-10 1.08838e-10 #avg: 2.02152e-10; avg_err: 1.23643e-13; sd: 3.05261e-10; counts: 6095448
sfh 0.268248 1.14175e-10 2.65419e-10 1.14175e-10 #avg: 2.0644e-10; avg_err: 1.23874e-13; sd: 3.05833e-10; counts: 6095448
sfh 0.27331 1.1823e-10 2.63497e-10 1.18226e-10 #avg: 2.09528e-10; avg_err: 1.23985e-13; sd: 3.06107e-10; counts: 6095448
sfh 0.278373 1.2198e-10 2.6531e-10 1.19302e-10 #avg: 2.14464e-10; avg_err: 1.25885e-13; sd: 3.10796e-10; counts: 6095448
sfh 0.283435 1.25278e-10 2.62311e-10 1.19219e-10 #avg: 2.16575e-10; avg_err: 1.2565e-13; sd: 3.10218e-10; counts: 6095448
sfh 0.288498 1.29485e-10 2.64078e-10 1.19593e-10 #avg: 2.21418e-10; avg_err: 1.26884e-13; sd: 3.13264e-10; counts: 6095448
sfh 0.29356 1.33318e-10 2.65557e-10 1.19239e-10 #avg: 2.25654e-10; avg_err: 1.27894e-13; sd: 3.15757e-10; counts: 6095448
sfh 0.298623 1.37616e-10 2.67363e-10 1.19362e-10 #avg: 2.30379e-10; avg_err: 1.28608e-13; sd: 3.1752e-10; counts: 6095448
sfh 0.303685 1.41943e-10 2.69729e-10 1.19592e-10 #avg: 2.35397e-10; avg_err: 1.30015e-13; sd: 3.20994e-10; counts: 6095448
sfh 0.308748 1.46438e-10 2.72504e-10 1.20044e-10 #avg: 2.40728e-10; avg_err: 1.31291e-13; sd: 3.24144e-10; counts: 6095448
sfh 0.31381 1.51248e-10 2.75371e-10 1.20949e-10 #avg: 2.46489e-10; avg_err: 1.32793e-13; sd: 3.27853e-10; counts: 6095448
