#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.334060 (z=1.993474)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 13.25 - 13.75
#HM    Stats: 2.332350e+13 (median) + 9.705900e+12  / - 4.338200e+12
#SM    Stats: 9.969130e+10 (median) + 6.257970e+10  / - 4.076730e+10
#ObsSM Stats: 7.216980e+10 (median) + 7.152520e+10  / - 3.627500e+10
#VMP   Stats: 6.157800e+02 (median) + 6.739996e+01  / - 5.778003e+01
#ICL   Stats: 5.104820e+09 (median) + 8.379579e+09  / - 3.449380e+09
#SSFR  Stats: 1.948554e-11 (median) + 3.154620e-11  / - 6.505060e-12
sfh 0.055623 0 0 0 #avg: 6.28691e-13; avg_err: 6.28691e-13; sd: 5.14606e-12; counts: 68
sfh 0.060123 0 0 0 #avg: 0.00610164; avg_err: 0.00264766; sd: 0.021672; counts: 68
sfh 0.062373 0 0.0114521 0 #avg: 0.0227011; avg_err: 0.00898707; sd: 0.0735623; counts: 68
sfh 0.064623 0 0.0858683 0 #avg: 0.0634959; avg_err: 0.0224918; sd: 0.184103; counts: 68
sfh 0.066873 0 0.341579 0 #avg: 0.148286; avg_err: 0.0345648; sd: 0.282925; counts: 68
sfh 0.069123 0.0381935 0.818903 0.0381935 #avg: 0.365443; avg_err: 0.0882418; sd: 0.72229; counts: 68
sfh 0.071373 0.122343 1.15321 0.122343 #avg: 0.667121; avg_err: 0.142795; sd: 1.16883; counts: 68
sfh 0.073623 0.237907 2.27818 0.237906 #avg: 0.990084; avg_err: 0.20831; sd: 1.70509; counts: 68
sfh 0.075873 0.461972 2.00635 0.458897 #avg: 1.48596; avg_err: 0.320324; sd: 2.62197; counts: 68
sfh 0.078123 0.605879 2.84886 0.597797 #avg: 2.03443; avg_err: 0.508495; sd: 4.16221; counts: 68
sfh 0.080373 0.821828 3.0903 0.737634 #avg: 2.62213; avg_err: 0.627902; sd: 5.1396; counts: 68
sfh 0.082623 0.826549 3.07792 0.679557 #avg: 2.53582; avg_err: 0.511503; sd: 4.18683; counts: 68
sfh 0.085998 1.74137 4.85941 1.54973 #avg: 3.80365; avg_err: 0.920448; sd: 7.53419; counts: 68
sfh 0.089373 2.2112 5.95164 1.91619 #avg: 4.79018; avg_err: 1.04552; sd: 8.55791; counts: 68
sfh 0.092748 2.8086 6.04625 2.17799 #avg: 6.71454; avg_err: 1.79177; sd: 14.6662; counts: 68
sfh 0.096123 3.38835 7.14575 2.23793 #avg: 7.29726; avg_err: 1.41274; sd: 11.5638; counts: 68
sfh 0.099498 3.85732 11.2138 2.82941 #avg: 8.48989; avg_err: 1.58096; sd: 12.9407; counts: 68
sfh 0.102873 4.37251 19.3732 2.75399 #avg: 10.5535; avg_err: 1.81415; sd: 14.8495; counts: 68
sfh 0.106248 5.18304 21.2751 3.57946 #avg: 12.7018; avg_err: 2.27398; sd: 18.6133; counts: 68
sfh 0.109623 6.83316 17.4115 5.2629 #avg: 14.1653; avg_err: 2.63713; sd: 21.5859; counts: 68
sfh 0.112998 8.36408 24.6838 6.0568 #avg: 16.6829; avg_err: 2.86499; sd: 23.4509; counts: 68
sfh 0.116373 11.3043 25.2011 8.88555 #avg: 23.8695; avg_err: 4.45833; sd: 36.493; counts: 68
sfh 0.119748 10.7825 34.6342 7.69053 #avg: 25.7482; avg_err: 4.53446; sd: 37.1162; counts: 68
sfh 0.123123 13.0467 41.9577 9.64884 #avg: 31.431; avg_err: 5.05631; sd: 41.3877; counts: 68
sfh 0.126498 15.3467 46.6657 11.6702 #avg: 35.9691; avg_err: 6.18704; sd: 50.6431; counts: 68
sfh 0.129873 23.296 57.8006 19.5498 #avg: 43.1131; avg_err: 7.54336; sd: 61.7451; counts: 68
sfh 0.133248 21.2224 56.9773 16.8816 #avg: 47.3078; avg_err: 8.70042; sd: 71.216; counts: 68
sfh 0.136623 24.3823 65.4844 19.4777 #avg: 49.2594; avg_err: 8.3412; sd: 68.2756; counts: 68
sfh 0.141685 22.9816 69.1186 15.7973 #avg: 50.132; avg_err: 7.49485; sd: 61.348; counts: 68
sfh 0.146748 25.8355 96.2405 18.4741 #avg: 58.1301; avg_err: 8.82315; sd: 72.2206; counts: 68
sfh 0.15181 30.6716 88.6464 22.2672 #avg: 68.7273; avg_err: 12.4112; sd: 101.59; counts: 68
sfh 0.156873 51.5848 87.3822 41.5238 #avg: 81.7906; avg_err: 14.166; sd: 115.953; counts: 68
sfh 0.161935 53.3741 128.968 39.036 #avg: 88.2975; avg_err: 12.3695; sd: 101.249; counts: 68
sfh 0.166998 66.5405 163.958 50.5978 #avg: 106.455; avg_err: 12.5268; sd: 102.536; counts: 68
sfh 0.17206 84.176 164.536 68.1705 #avg: 113.263; avg_err: 12.7008; sd: 103.96; counts: 68
sfh 0.177123 72.9818 138.329 51.5575 #avg: 101.165; avg_err: 11.7904; sd: 96.5088; counts: 68
sfh 0.182185 91.5539 125.67 69.5787 #avg: 121.886; avg_err: 15.4324; sd: 126.32; counts: 68
sfh 0.187248 80.1789 146.728 65.0293 #avg: 122.916; avg_err: 17.4749; sd: 143.038; counts: 68
sfh 0.19231 90.4139 173.235 76.6398 #avg: 123.895; avg_err: 14.1023; sd: 115.433; counts: 68
sfh 0.197373 96.1 135.592 76.1992 #avg: 135.046; avg_err: 18.4298; sd: 150.855; counts: 68
sfh 0.202435 95.0357 153.621 78.9117 #avg: 138.906; avg_err: 21.1648; sd: 173.241; counts: 68
sfh 0.207498 96.2293 186.307 81.1111 #avg: 130.644; avg_err: 15.9178; sd: 130.292; counts: 68
sfh 0.21256 90.0464 118.003 74.9372 #avg: 126.955; avg_err: 17.377; sd: 142.237; counts: 68
sfh 0.217623 79.7847 137.324 69.0291 #avg: 117.682; avg_err: 16.4309; sd: 134.493; counts: 68
sfh 0.222685 60.7646 137.128 53.4113 #avg: 95.6634; avg_err: 12.7428; sd: 104.304; counts: 68
sfh 0.227748 57.3431 137.473 53.7489 #avg: 99.8123; avg_err: 17.0025; sd: 139.172; counts: 68
sfh 0.23281 47.8507 137.148 45.6917 #avg: 101.402; avg_err: 16.4733; sd: 134.84; counts: 68
sfh 0.237873 48.8164 107.12 46.6904 #avg: 91.4844; avg_err: 18.4439; sd: 150.97; counts: 68
sfh 0.242935 18.1147 170.805 16.5572 #avg: 85.8825; avg_err: 17.8037; sd: 145.73; counts: 68
sfh 0.247998 24.0202 164.075 22.1793 #avg: 83.6973; avg_err: 16.6061; sd: 135.927; counts: 68
sfh 0.25306 24.5499 117.806 22.7992 #avg: 64.3654; avg_err: 11.9427; sd: 97.7551; counts: 68
sfh 0.258123 25.8096 118.116 24.5891 #avg: 61.6665; avg_err: 10.1127; sd: 82.7757; counts: 68
sfh 0.263185 19.2195 95.4195 18.4296 #avg: 55.5489; avg_err: 11.6087; sd: 95.0211; counts: 68
sfh 0.268248 9.10743 84.1205 8.53078 #avg: 41.3829; avg_err: 7.92059; sd: 64.8328; counts: 68
sfh 0.27331 4.76343 72.8488 4.16831 #avg: 34.6243; avg_err: 7.39181; sd: 60.5046; counts: 68
sfh 0.278373 2.89355 44.8188 2.35608 #avg: 30.0285; avg_err: 7.4835; sd: 61.2551; counts: 68
sfh 0.283435 1.78722 52.6011 1.32526 #avg: 27.4813; avg_err: 7.35226; sd: 60.1809; counts: 68
sfh 0.288498 1.60391 31.3363 1.18709 #avg: 19.1379; avg_err: 5.42199; sd: 44.3809; counts: 68
sfh 0.29356 1.18994 36.4345 0.739607 #avg: 16.3634; avg_err: 4.4878; sd: 36.7342; counts: 68
sfh 0.298623 1.28352 28.133 0.928196 #avg: 17.4063; avg_err: 4.73781; sd: 38.7807; counts: 68
sfh 0.303685 1.38079 27.1977 1.04262 #avg: 15.0259; avg_err: 4.20914; sd: 34.4533; counts: 68
sfh 0.308748 0.887056 5.42508 0.577932 #avg: 8.18581; avg_err: 2.76436; sd: 22.6272; counts: 68
sfh 0.31381 0.995442 21.0233 0.729322 #avg: 11.169; avg_err: 3.12852; sd: 25.608; counts: 68
sfh 0.318873 0.933905 24.6166 0.662607 #avg: 12.1234; avg_err: 3.15386; sd: 25.8155; counts: 68
sfh 0.323935 0.997051 26.3954 0.674062 #avg: 11.6874; avg_err: 3.02155; sd: 24.7324; counts: 68
sfh 0.328997 0.976757 14.7284 0.654051 #avg: 8.45277; avg_err: 2.59271; sd: 21.2222; counts: 68
sfh 0.33406 0.859095 1.27987 0.469702 #avg: 5.33237; avg_err: 1.53463; sd: 12.5615; counts: 68
iclh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 68
iclh 0.060123 0 0 0 #avg: 0.00259629; avg_err: 0.00189295; sd: 0.0154944; counts: 68
iclh 0.062373 0 0.000188603 0 #avg: 0.00770426; avg_err: 0.00382875; sd: 0.0313396; counts: 68
iclh 0.064623 0 0.0147625 0 #avg: 0.0258009; avg_err: 0.0116919; sd: 0.0957025; counts: 68
iclh 0.066873 0 0.0370357 0 #avg: 0.0434313; avg_err: 0.018374; sd: 0.150398; counts: 68
iclh 0.069123 5.02209e-06 0.12006 5.02209e-06 #avg: 0.0759856; avg_err: 0.0263191; sd: 0.215431; counts: 68
iclh 0.071373 0.00457731 0.318939 0.00457731 #avg: 0.197655; avg_err: 0.0585131; sd: 0.478951; counts: 68
iclh 0.073623 0.0436147 0.369154 0.0436145 #avg: 0.251641; avg_err: 0.0625365; sd: 0.511883; counts: 68
iclh 0.075873 0.122346 0.650792 0.118728 #avg: 0.348664; avg_err: 0.0653579; sd: 0.534978; counts: 68
iclh 0.078123 0.161799 0.777048 0.154408 #avg: 0.476848; avg_err: 0.0908996; sd: 0.744045; counts: 68
iclh 0.080373 0.249835 1.10387 0.217324 #avg: 0.609265; avg_err: 0.104319; sd: 0.853886; counts: 68
iclh 0.082623 0.389816 1.30291 0.354533 #avg: 0.774908; avg_err: 0.123912; sd: 1.01426; counts: 68
iclh 0.085998 0.624101 1.66809 0.535487 #avg: 1.20246; avg_err: 0.195419; sd: 1.59957; counts: 68
iclh 0.089373 0.730575 2.42283 0.540954 #avg: 1.55284; avg_err: 0.234374; sd: 1.91843; counts: 68
iclh 0.092748 1.1805 2.1703 0.890319 #avg: 1.81343; avg_err: 0.261966; sd: 2.14428; counts: 68
iclh 0.096123 1.41918 1.99605 0.99975 #avg: 2.09763; avg_err: 0.272829; sd: 2.2332; counts: 68
iclh 0.099498 1.62996 3.2036 1.0674 #avg: 2.42758; avg_err: 0.302478; sd: 2.47589; counts: 68
iclh 0.102873 1.77571 3.53747 1.06883 #avg: 2.66914; avg_err: 0.334597; sd: 2.73879; counts: 68
iclh 0.106248 2.03334 3.89864 1.34284 #avg: 3.26789; avg_err: 0.461841; sd: 3.78034; counts: 68
iclh 0.109623 2.54272 3.71811 1.73163 #avg: 3.53469; avg_err: 0.439246; sd: 3.59538; counts: 68
iclh 0.112998 2.58151 5.34108 1.66695 #avg: 3.83832; avg_err: 0.410106; sd: 3.35686; counts: 68
iclh 0.116373 2.54155 5.9334 1.56945 #avg: 4.2462; avg_err: 0.497863; sd: 4.07519; counts: 68
iclh 0.119748 2.90544 7.46556 1.87725 #avg: 4.92987; avg_err: 0.630733; sd: 5.16277; counts: 68
iclh 0.123123 3.06956 6.86905 2.01859 #avg: 4.9301; avg_err: 0.586509; sd: 4.80078; counts: 68
iclh 0.126498 3.38447 8.09413 2.18667 #avg: 5.2636; avg_err: 0.604382; sd: 4.94708; counts: 68
iclh 0.129873 3.63909 9.58401 2.26373 #avg: 5.8742; avg_err: 0.687905; sd: 5.63074; counts: 68
iclh 0.133248 3.3462 7.8738 1.87809 #avg: 6.31163; avg_err: 0.804898; sd: 6.58837; counts: 68
iclh 0.136623 3.84954 7.67796 2.46652 #avg: 6.18269; avg_err: 0.763919; sd: 6.25295; counts: 68
iclh 0.141685 3.66948 6.012 2.11489 #avg: 6.5762; avg_err: 0.957324; sd: 7.83603; counts: 68
iclh 0.146748 4.53243 7.04757 3.18555 #avg: 7.13961; avg_err: 1.265; sd: 10.3544; counts: 68
iclh 0.15181 4.51323 6.84577 3.00454 #avg: 8.08732; avg_err: 2.07522; sd: 16.9864; counts: 68
iclh 0.156873 5.28205 5.32085 3.69641 #avg: 7.76509; avg_err: 1.40608; sd: 11.5093; counts: 68
iclh 0.161935 4.90108 6.54672 3.30929 #avg: 7.38099; avg_err: 1.13611; sd: 9.2995; counts: 68
iclh 0.166998 3.94164 4.87658 2.3165 #avg: 6.82325; avg_err: 1.07887; sd: 8.83095; counts: 68
iclh 0.17206 3.70057 5.2634 2.11853 #avg: 6.1271; avg_err: 0.782505; sd: 6.40508; counts: 68
iclh 0.177123 3.63437 6.1984 2.13485 #avg: 5.91198; avg_err: 0.762571; sd: 6.24191; counts: 68
iclh 0.182185 3.39357 7.24543 1.88247 #avg: 6.14841; avg_err: 0.886052; sd: 7.25265; counts: 68
iclh 0.187248 3.29441 7.36369 2.0775 #avg: 5.85382; avg_err: 0.793837; sd: 6.49784; counts: 68
iclh 0.19231 3.23906 7.46064 2.09406 #avg: 5.83754; avg_err: 0.830726; sd: 6.79978; counts: 68
iclh 0.197373 3.11972 7.89108 2.04434 #avg: 5.45701; avg_err: 0.626475; sd: 5.12792; counts: 68
iclh 0.202435 2.95718 7.55312 1.86356 #avg: 5.33119; avg_err: 0.662936; sd: 5.42636; counts: 68
iclh 0.207498 3.57243 9.11577 2.55344 #avg: 5.96633; avg_err: 0.793785; sd: 6.49741; counts: 68
iclh 0.21256 3.54751 7.11099 2.49415 #avg: 5.87158; avg_err: 0.868633; sd: 7.11007; counts: 68
iclh 0.217623 3.26704 8.20536 2.48033 #avg: 5.73148; avg_err: 0.852079; sd: 6.97457; counts: 68
iclh 0.222685 2.82881 8.38179 2.08518 #avg: 5.63516; avg_err: 1.09034; sd: 8.92484; counts: 68
iclh 0.227748 2.16331 7.23939 1.37038 #avg: 5.2686; avg_err: 1.02696; sd: 8.40602; counts: 68
iclh 0.23281 3.19555 5.62119 2.61805 #avg: 5.21161; avg_err: 0.858434; sd: 7.02658; counts: 68
iclh 0.237873 2.35269 6.95306 1.86063 #avg: 6.15125; avg_err: 1.27262; sd: 10.4169; counts: 68
iclh 0.242935 2.09093 6.44996 1.58843 #avg: 6.45921; avg_err: 1.79048; sd: 14.6557; counts: 68
iclh 0.247998 1.69164 5.33687 1.26617 #avg: 6.36567; avg_err: 1.86824; sd: 15.2922; counts: 68
iclh 0.25306 1.75084 5.95639 1.36189 #avg: 5.82835; avg_err: 1.68683; sd: 13.8073; counts: 68
iclh 0.258123 1.96528 6.05003 1.63067 #avg: 6.04205; avg_err: 1.93122; sd: 15.8077; counts: 68
iclh 0.263185 1.82811 5.61637 1.53121 #avg: 7.72401; avg_err: 3.92935; sd: 32.1631; counts: 68
iclh 0.268248 1.55929 5.32345 1.30395 #avg: 5.88783; avg_err: 2.65147; sd: 21.7033; counts: 68
iclh 0.27331 1.22857 6.63845 0.92358 #avg: 4.95825; avg_err: 1.60098; sd: 13.1046; counts: 68
iclh 0.278373 1.03947 3.91008 0.819255 #avg: 2.9713; avg_err: 0.645413; sd: 5.28293; counts: 68
iclh 0.283435 0.822409 2.12779 0.616818 #avg: 2.3737; avg_err: 0.701589; sd: 5.74276; counts: 68
iclh 0.288498 0.59873 1.98667 0.440104 #avg: 2.0256; avg_err: 0.59534; sd: 4.87307; counts: 68
iclh 0.29356 0.496948 2.03303 0.379995 #avg: 1.88312; avg_err: 0.655279; sd: 5.36369; counts: 68
iclh 0.298623 0.390344 1.81636 0.310432 #avg: 1.64778; avg_err: 0.63546; sd: 5.20146; counts: 68
iclh 0.303685 0.273571 0.733179 0.214357 #avg: 1.29745; avg_err: 0.457954; sd: 3.74851; counts: 68
iclh 0.308748 0.162156 0.55535 0.122834 #avg: 0.774625; avg_err: 0.281887; sd: 2.30734; counts: 68
iclh 0.31381 0.0954279 0.529252 0.0730871 #avg: 0.495752; avg_err: 0.180593; sd: 1.47822; counts: 68
iclh 0.318873 0.0534645 0.214399 0.0398373 #avg: 0.576432; avg_err: 0.258497; sd: 2.11589; counts: 68
iclh 0.323935 0.0311414 0.208257 0.0262169 #avg: 0.677037; avg_err: 0.339888; sd: 2.7821; counts: 68
iclh 0.328997 0.0129155 0.0756542 0.0115236 #avg: 0.182545; avg_err: 0.0806509; sd: 0.660156; counts: 68
iclh 0.33406 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 68
sm_mp 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 68
sm_mp 0.060123 0 0 0 #avg: 14465.4; avg_err: 14465.4; sd: 118404; counts: 68
sm_mp 0.062373 0 0 0 #avg: 68675; avg_err: 58469.8; sd: 478596; counts: 68
sm_mp 0.064623 0 7761.93 0 #avg: 192854; avg_err: 121275; sd: 992682; counts: 68
sm_mp 0.066873 0 522331 0 #avg: 573704; avg_err: 219494; sd: 1.79664e+06; counts: 68
sm_mp 0.069123 0 3.69187e+06 0 #avg: 1.62482e+06; avg_err: 476852; sd: 3.9032e+06; counts: 68
sm_mp 0.071373 0 1.15594e+07 0 #avg: 3.676e+06; avg_err: 1.01554e+06; sd: 8.31254e+06; counts: 68
sm_mp 0.073623 0 1.9466e+07 0 #avg: 7.08056e+06; avg_err: 1.81869e+06; sd: 1.48866e+07; counts: 68
sm_mp 0.075873 0 2.75574e+07 0 #avg: 1.24748e+07; avg_err: 3.30111e+06; sd: 2.70208e+07; counts: 68
sm_mp 0.078123 81162.2 3.44109e+07 81162.2 #avg: 2.1325e+07; avg_err: 6.63883e+06; sd: 5.43412e+07; counts: 68
