#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.28661e+07 0.00813008 0.00813008 0.00573709 0 0 0 0.0464305 0.00285113 0.0389897 0.0505768 0.0255557 246
1.61807e+08 0 0 0 0 0 0 0.0542553 0.0036641 0.0397688 0.0544042 0.0263348 203
2.561e+08 0.00321543 0.00321543 0.00321543 0 0 0 0.0515051 0.00309607 0.0393721 0.0538104 0.0262083 311
4.01866e+08 0 0 0 0 0 0 0.05338 0.00225946 0.0396852 0.0538089 0.0263888 481
6.40146e+08 0 0 0 0 0 0 0.0605251 0.00246649 0.0393721 0.0771657 0.0263361 631
1.01266e+09 0 0 0 0 0 0 0.0644161 0.00200134 0.0401805 0.0757138 0.0271445 897
1.60212e+09 0.00176678 0.00176678 0.00124875 0 0 0 0.072604 0.00200616 0.041988 0.0943569 0.028952 1132
2.53904e+09 0.00372024 0.00372024 0.00166126 0 0 0 0.0829751 0.00197998 0.0635821 0.0934495 0.0505461 1344
3.99865e+09 0.00247372 0.00247372 0.00123571 0 0 0 0.0906548 0.00191146 0.0647842 0.0970068 0.0516204 1617
6.36673e+09 0.00525486 0.00525486 0.0016578 0 0 0 0.101061 0.00190276 0.085403 0.0974483 0.0721066 1903
1.00728e+10 0.00756859 0.00756859 0.00188542 0 0 0 0.112241 0.00190505 0.0887432 0.112212 0.0526613 2114
1.58659e+10 0.00851426 0.00851426 0.00189613 0 0 0 0.123141 0.00198311 0.107781 0.116839 0.0712991 2349
2.51643e+10 0.0104244 0.0104244 0.0019601 0 0 0 0.125687 0.00188583 0.108884 0.116901 0.0722528 2686
3.96781e+10 0.0103926 0.0103926 0.00199002 0 0 0 0.133831 0.00190911 0.111909 0.120323 0.0748861 2598
6.25005e+10 0.0110473 0.0110473 0.0021977 0 0 0 0.13997 0.00212676 0.117621 0.129351 0.0803952 2263
9.7828e+10 0.00941029 0.00941029 0.00241903 0 0 0 0.138188 0.0023676 0.119694 0.112357 0.0821986 1594
1.53837e+11 0.0125156 0.0125156 0.00393541 0 0 0 0.139476 0.0034749 0.128274 0.115882 0.0912509 799
2.40472e+11 0.008 0.008 0.00564548 0 0 0 0.136334 0.00638716 0.108041 0.14103 0.0715595 250
3.74297e+11 0.0131579 0.0131579 0.0131579 0 0 0 0.145633 0.0122403 0.132756 0.116315 0.0964961 76
5.95655e+11 0 0 0 0 0 0 0.0793869 0.0258725 0.082377 0.11714 0.0462951 6
8.96525e+11 0 0 0 0 0 0 0.126219 0.126219 0.126219 0 0 1
