#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.33718e+07 0.0143288 0.0143288 0.00326485 0 0 0 0.0449447 0.00133018 0.0251829 0.0591974 0.0171665 1326
1.59162e+08 0.0214634 0.0214634 0.00452885 0 0 0 0.0512351 0.00157975 0.0382687 0.0605248 0.0303466 1025
2.5349e+08 0.0242947 0.0242947 0.00431181 0 0 0 0.054144 0.0015449 0.0388185 0.0618823 0.0308499 1276
4.05046e+08 0.0335443 0.0335443 0.00453116 0 0 0 0.0625932 0.00150588 0.0400134 0.0759629 0.0319969 1580
6.34432e+08 0.0304752 0.0304752 0.00390762 0 0 0 0.0645927 0.00144259 0.0419337 0.0760962 0.034057 1936
1.00546e+09 0.0464801 0.0469314 0.00453884 0 0 0 0.076153 0.00152892 0.0544864 0.0865374 0.0465178 2216
1.59286e+09 0.0532965 0.0532965 0.004464 0 0 0 0.0808393 0.00149957 0.0546502 0.0945166 0.0464168 2533
2.52096e+09 0.068379 0.0690732 0.0047759 0 0 0 0.0916318 0.00151201 0.0687517 0.101552 0.0462147 2881
4.00499e+09 0.0741525 0.0759685 0.00472781 0 0 0 0.104331 0.0015758 0.0822864 0.109995 0.0595333 3304
6.35167e+09 0.0920848 0.0933782 0.00475112 0 0 0 0.120909 0.00165519 0.0965213 0.127748 0.0734202 3866
1.00849e+10 0.118353 0.12125 0.00482178 0 0 0 0.134111 0.00160009 0.104256 0.139413 0.0805087 4833
1.59717e+10 0.131371 0.135913 0.00461367 0 0 0 0.146659 0.00147862 0.120814 0.14128 0.0832857 5945
2.52837e+10 0.145452 0.150203 0.00438221 0 0 0 0.161034 0.00141376 0.139375 0.145367 0.1013 7157
3.98785e+10 0.15423 0.161467 0.00433194 0 0 0 0.170455 0.00134823 0.145796 0.151972 0.094119 8014
6.27393e+10 0.154939 0.161845 0.00441353 0 0 0 0.18038 0.00138977 0.156063 0.153306 0.103325 7674
9.79543e+10 0.139682 0.144019 0.00489013 0 0 0 0.185473 0.0016347 0.167823 0.148784 0.102767 5534
1.53129e+11 0.131706 0.134665 0.00673188 0 0 0 0.191046 0.00234747 0.179865 0.132172 0.114357 2703
2.37734e+11 0.117089 0.118143 0.0105945 0 0 0 0.194221 0.00386423 0.182008 0.138612 0.114982 948
3.72606e+11 0.111675 0.111675 0.0224976 0 0 0 0.179415 0.00781129 0.166052 0.129341 0.0858869 197
5.69272e+11 0.1 0.1 0.0688247 0 0 0 0.159888 0.0267392 0.122234 0.174896 0.0720674 20
8.38686e+11 0 0 0 0 0 0 0.104224 0.05652 0.180912 0.0403284 0.17359 4
