#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.53773e+07 0 0 0 0 0 0 0 0.129089 2.9005e-05 0.127857 0.0218662 0.0192788 0.161235 2.71119e-05 0.162639 0.0182892 0.0209965 0.190745 1.24042e-05 0.192889 0.0055756 0.0100418 477597
1.5632e+08 7.22429e-06 7.22429e-06 2459.88 2459.88 0 0 0 0.129249 5.4217e-05 0.128283 0.0216605 0.0195723 0.163628 4.85527e-05 0.165225 0.0173046 0.020294 0.191796 2.11463e-05 0.193786 0.00504069 0.00901967 138422
2.47825e+08 0 0 0 0 0 0 0 0.13011 6.50776e-05 0.12933 0.0215974 0.0197632 0.164975 5.67015e-05 0.166602 0.0168105 0.0198558 0.19238 2.39128e-05 0.194354 0.00465019 0.00870952 96476
3.9261e+08 4.47928e-05 2.58608e-05 0 0 0 0 0 0.131639 7.82891e-05 0.130872 0.0216418 0.0196576 0.166346 6.63942e-05 0.167966 0.0163453 0.0194204 0.192877 2.75241e-05 0.194757 0.00445007 0.00831255 66975
6.21778e+08 0 0 0 0 0 0 0 0.132957 9.37815e-05 0.132293 0.0216414 0.019686 0.16767 7.80602e-05 0.169509 0.01564 0.0192951 0.193436 3.11622e-05 0.195227 0.00412279 0.00784916 46242
9.85644e+08 0.000127975 6.39846e-05 0 0 0 0 0 0.134431 0.000113321 0.133818 0.0213465 0.0195993 0.168908 9.24359e-05 0.170748 0.0151636 0.0188374 0.193887 3.6577e-05 0.195689 0.00380984 0.00754461 31256
1.56032e+09 0.000237993 0.000106424 0 0 0 0 0 0.136061 0.000138376 0.135563 0.0216044 0.019998 0.170189 0.000110862 0.172129 0.0147319 0.0184301 0.194336 4.27e-05 0.19606 0.00360996 0.00701816 21009
2.47354e+09 0.000571878 0.000202139 0 0 0 0 0 0.137716 0.000167436 0.137221 0.0211367 0.0198253 0.171655 0.000130713 0.173777 0.0139101 0.0178778 0.194821 4.89113e-05 0.196426 0.003361 0.00660503 13989
3.92717e+09 0.000434452 0.000217191 0 0 0 0 0 0.139636 0.000206501 0.13914 0.0214266 0.0198407 0.173342 0.000153195 0.175355 0.0130117 0.0172012 0.195293 5.74779e-05 0.196878 0.00309424 0.00632799 9207
6.20283e+09 0.00168407 0.000532145 0 0 0 0 0 0.14184 0.000251227 0.141715 0.020648 0.0194825 0.174797 0.000184548 0.176999 0.0120432 0.0165301 0.195723 6.80849e-05 0.197236 0.00285861 0.00592472 5938
9.81574e+09 0.00267594 0.000845188 0 0 0 0 0 0.143103 0.000315438 0.143335 0.0200691 0.0207428 0.175743 0.000228458 0.178245 0.0112761 0.0168693 0.196035 8.24142e-05 0.197478 0.00270548 0.0057285 3737
1.55489e+10 0.00300687 0.00113502 181857 181857 0 0 0 0.145127 0.000392395 0.145144 0.0198376 0.0197307 0.17663 0.000278821 0.178959 0.0108988 0.0163841 0.196249 0.000100602 0.197615 0.0026529 0.00567783 2328
2.4613e+10 0.00873999 0.00251288 0 0 0 0 0 0.147685 0.000507402 0.147691 0.0199748 0.019343 0.17801 0.000346738 0.180586 0.010003 0.0156402 0.196671 0.000125741 0.197993 0.00229141 0.00492388 1373
3.92125e+10 0.0150565 0.00431629 531196 531196 0 0 0 0.148306 0.000660713 0.147999 0.0206408 0.0189814 0.177934 0.000441628 0.179748 0.0109116 0.0138394 0.196425 0.000172399 0.19801 0.00225091 0.00541247 797
6.1842e+10 0.0118765 0.00528597 0 0 0 0 0 0.148889 0.0008826 0.148651 0.0205846 0.0182109 0.176981 0.00062989 0.179591 0.0101997 0.0161802 0.195903 0.000260845 0.19725 0.00276268 0.00465325 421
9.48855e+10 0.0125786 0.00886623 0 0 0 0 0 0.15154 0.00130344 0.150882 0.018662 0.016017 0.178355 0.000854654 0.180173 0.00911017 0.0125826 0.195951 0.000313575 0.196844 0.00272709 0.00474712 159
1.49176e+11 0.0277778 0.0277778 0 0 0 0 0 0.155662 0.00250967 0.157891 0.011232 0.0191913 0.177747 0.00157111 0.177752 0.00991464 0.0112353 0.195169 0.000640217 0.196776 0.00229599 0.00581807 36
2.0949e+11 0 0 0 0 0 0 0 0.162946 0.000165664 0.163111 0 0.000331327 0.177246 0.00767259 0.184919 0 0.0153452 0.188477 0.0117776 0.200255 0 0.0235552 2
