#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
49.2811 6.84267e+08 3.70625e+06 5.67362e+08 4.6534e+08 2.18119e+08 2.10251e+09 1.54901e+07 1.62642e+09 1.77491e+09 9.0946e+08 12645
63.6297 7.64352e+08 3.44328e+06 5.91894e+08 5.85957e+08 2.39879e+08 2.03511e+09 9.79629e+06 1.62642e+09 1.77491e+09 9.0946e+08 21006
80.4934 9.17205e+08 3.54866e+06 7.0445e+08 7.61865e+08 3.42832e+08 2.30237e+09 8.68286e+06 1.85802e+09 2.15234e+09 1.02889e+09 34479
99.2949 1.10117e+09 4.4482e+06 8.28607e+08 1.00584e+09 4.56428e+08 2.46331e+09 9.38147e+06 1.97444e+09 2.28152e+09 1.14531e+09 35548
124.251 1.31728e+09 7.2043e+06 9.57236e+08 1.31111e+09 5.02484e+08 2.55864e+09 1.28798e+07 1.97444e+09 2.52813e+09 1.14531e+09 21422
155.622 1.65418e+09 1.39478e+07 1.17394e+09 1.83531e+09 6.86103e+08 2.46961e+09 1.92657e+07 1.85802e+09 2.52113e+09 1.14106e+09 9607
195.289 2.10517e+09 3.06053e+07 1.50229e+09 2.42475e+09 9.34924e+08 2.20802e+09 3.01506e+07 1.62642e+09 2.26154e+09 9.0946e+08 3328
245.246 2.65756e+09 6.5249e+07 1.97444e+09 3.00234e+09 1.27477e+09 1.91362e+09 4.83711e+07 1.39649e+09 1.76342e+09 7.91253e+08 1004
308.371 3.0615e+09 1.50986e+08 2.68123e+09 2.71647e+09 1.95907e+09 1.73712e+09 9.83272e+07 1.16825e+09 1.99236e+09 5.94616e+08 220
384.129 3.73011e+09 3.73733e+08 2.75273e+09 3.89129e+09 1.70513e+09 1.64724e+09 1.78249e+08 1.16825e+09 1.63211e+09 5.63017e+08 57
478.941 3.68254e+09 4.92706e+08 3.23384e+09 3.33271e+09 1.37582e+09 1.32296e+09 1.8323e+08 1.05478e+09 1.13815e+09 5.60837e+08 17
641.818 3.21795e+09 5.80479e+07 3.276e+09 0 1.16096e+08 2.85402e+09 2.24808e+09 5.1021e+09 0 4.49616e+09 2
740.24 7.80552e+09 7.80552e+09 7.80552e+09 0 0 4.09779e+08 4.09779e+08 4.09779e+08 0 0 1
