#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.20867e+09 4.36709e+08 5.30717e+07 3.82884e+08 1.43502e+08 5.24043e+07 6.5793e+08 8.44279e+07 6.06006e+08 2.04782e+08 2.45841e+08 11
4.89979e+10 4.96121e+08 1.13237e+08 6.09358e+08 0 2.26474e+08 4.13554e+08 5.33893e+07 4.66944e+08 0 1.06779e+08 2
6.28672e+10 3.96866e+08 2.93395e+07 3.82884e+08 6.76367e+07 4.96311e+07 6.14713e+08 7.78534e+07 6.06006e+08 2.04782e+08 2.45841e+08 13
1.03093e+11 4.53482e+08 2.34396e+07 4.1105e+08 1.73439e+08 7.24017e+07 5.43531e+08 3.91328e+07 4.66944e+08 2.76105e+08 1.06779e+08 29
1.6259e+11 4.48806e+08 1.98297e+07 3.87959e+08 1.9653e+08 4.93108e+07 6.09906e+08 2.6886e+07 6.06006e+08 2.04782e+08 2.45841e+08 73
2.53601e+11 4.72848e+08 1.68342e+07 4.07939e+08 1.86711e+08 6.92907e+07 5.95606e+08 2.25906e+07 5.36715e+08 2.74073e+08 1.7655e+08 108
4.05249e+11 4.9191e+08 1.60081e+07 4.5052e+08 2.00075e+08 1.11872e+08 6.14774e+08 2.23646e+07 6.06006e+08 2.04782e+08 2.45841e+08 116
6.2982e+11 5.33908e+08 1.77863e+07 4.7771e+08 3.11458e+08 1.36432e+08 6.17996e+08 2.13186e+07 5.36715e+08 2.74073e+08 7.80696e+07 122
9.82742e+11 5.05832e+08 1.68829e+07 4.50623e+08 2.23701e+08 1.11975e+08 6.34401e+08 2.21724e+07 6.04553e+08 2.73441e+08 2.44388e+08 125
1.48751e+12 5.18598e+08 2.26892e+07 5.07642e+08 2.12747e+08 1.66364e+08 6.0069e+08 3.31101e+07 5.36715e+08 2.74073e+08 1.7655e+08 60
2.58131e+12 5.10513e+08 3.25495e+07 4.66483e+08 2.49653e+08 1.25205e+08 6.41214e+08 4.38538e+07 6.06006e+08 2.71987e+08 2.45841e+08 25
3.7771e+12 4.26118e+08 5.91532e+07 3.82884e+08 2.74944e+08 4.16057e+07 5.28923e+08 5.45889e+07 5.36715e+08 1.38069e+08 1.7655e+08 5
1.09279e+13 6.04553e+08 6.04553e+08 6.04553e+08 0 0 5.36715e+08 5.36715e+08 5.36715e+08 0 0 1
