#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.47576e+07 7.27106e+08 7.60319e+07 6.6022e+08 4.12933e+08 3.26476e+08 1.26634e+09 1.83909e+08 9.57732e+08 1.16629e+09 4.17123e+08 26
1.59953e+08 6.66121e+08 6.40693e+07 5.8017e+08 4.19193e+08 1.63964e+08 1.14629e+09 1.30249e+08 1.0412e+09 5.42221e+08 3.33801e+08 19
2.52794e+08 8.08499e+08 1.00232e+08 6.6701e+08 6.65638e+08 3.33209e+08 1.05449e+09 1.20131e+08 8.74274e+08 8.34151e+08 3.73549e+08 25
4.11086e+08 7.89213e+08 8.45354e+07 6.67602e+08 3.33537e+08 2.50926e+08 1.10541e+09 1.17374e+08 1.0412e+09 9.16791e+08 5.83933e+08 27
6.16826e+08 8.37072e+08 7.76468e+07 7.07395e+08 5.84172e+08 2.91188e+08 1.17909e+09 1.27886e+08 9.16791e+08 9.58079e+08 4.16066e+08 37
1.00653e+09 1.03029e+09 9.89149e+07 8.34388e+08 8.11737e+08 3.77124e+08 1.28158e+09 1.23585e+08 9.57732e+08 1.16629e+09 4.17123e+08 50
1.60368e+09 9.9336e+08 8.38754e+07 8.99509e+08 5.99397e+08 4.89017e+08 1.30678e+09 1.21289e+08 9.57732e+08 1.41471e+09 4.17123e+08 53
2.51604e+09 1.05952e+09 9.88149e+07 9.06978e+08 7.59785e+08 5.00451e+08 1.48453e+09 1.32654e+08 1.12466e+09 1.57748e+09 5.84053e+08 69
4.11603e+09 1.06047e+09 7.36783e+07 8.74274e+08 7.03204e+08 4.58357e+08 1.36751e+09 7.9251e+07 1.20812e+09 1.08161e+09 5.84132e+08 92
6.51503e+09 1.14545e+09 7.29671e+07 1.06285e+09 8.12017e+08 6.53829e+08 1.51277e+09 1.01194e+08 1.12466e+09 1.47486e+09 5.84053e+08 106
1.0149e+10 1.34332e+09 7.84809e+07 9.96637e+08 1.39139e+09 5.79429e+08 1.3967e+09 6.63006e+07 1.20812e+09 9.54514e+08 6.23988e+08 175
1.60289e+10 1.19311e+09 6.65594e+07 8.21434e+08 1.30587e+09 4.04166e+08 1.59458e+09 7.37915e+07 1.29157e+09 1.40651e+09 7.13453e+08 220
2.53185e+10 1.42412e+09 6.83771e+07 1.05634e+09 1.48119e+09 5.99081e+08 1.4767e+09 6.25029e+07 1.16629e+09 1.30834e+09 6.25685e+08 258
3.91515e+10 1.58489e+09 6.18715e+07 1.29157e+09 1.32833e+09 6.67579e+08 1.5424e+09 6.00754e+07 1.29157e+09 1.08087e+09 6.67579e+08 292
6.33143e+10 1.78871e+09 7.37539e+07 1.4584e+09 1.57127e+09 8.34415e+08 1.51758e+09 6.23955e+07 1.21296e+09 1.24208e+09 6.28793e+08 246
9.58054e+10 1.70127e+09 1.1209e+08 1.29157e+09 2.06298e+09 7.50958e+08 1.4559e+09 9.93541e+07 1.12466e+09 1.16507e+09 6.23991e+08 126
1.54777e+11 2.17186e+09 1.99249e+08 1.62513e+09 2.69833e+09 9.57732e+08 1.35492e+09 1.40745e+08 1.00085e+09 9.92639e+08 4.60239e+08 61
2.40572e+11 3.87068e+09 4.36517e+08 4.07307e+09 1.21861e+09 2.15953e+09 8.4887e+08 1.65189e+08 7.84001e+08 1.17399e+09 4.23504e+08 12
