#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.2933 0 0 0 0 0 0 1.46509e-07 8.8872e-08 0 0 0 7201988
62.3522 0 0 0 0 0 0 0 0 0 0 0 3215495
78.0986 0 0 0 0 0 0 0 0 0 0 0 1392829
98.3246 0 0 0 0 0 0 3.41305e-07 2.01572e-07 0 0 0 561130
123.752 0 0 0 0 0 0 3.95383e-06 1.13124e-06 0 0 0 230370
155.663 0 0 0 0 0 0 5.58799e-05 6.25471e-06 0 0 0 91394
195.676 0 0 0 0 0 0 0.000631892 3.99381e-05 0 0 0 34166
245.707 0 0 0 0 0 0 0.00343332 0.000167195 0 0 0 11688
309.286 0 0 0 0 0 0 0.0131893 0.000639949 0 0.02282 0 3627
387.709 0 0 0 0 0 0 0.0401613 0.0024028 0 0.0944304 0 810
486.756 0 0 0 0 0 0 0.110082 0.00816791 0.0787107 0.159541 0.0787107 189
607.234 0 0 0 0 0 0 0.152307 0.0249981 0.11144 0.201344 0.11144 27
735.39 0 0 0 0 0 0 0.403098 0.403098 0.403098 0 0 1
