#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.0385 0.0798319 0.0882353 0.0202575 0 0 0 0.0891832 0.0077053 0.0381367 0.163288 0.0293601 238
64.9102 0.00167224 0.00167224 0.00167224 0 0 0 0.0327349 0.00161213 0.0240296 0.0352414 0.0157962 598
82.3184 0.00867754 0.00867754 0.00172826 0 0 0 0.0429288 0.000853946 0.0251829 0.0501532 0.0172142 2881
101.219 0.0266544 0.0271796 0.00190004 0 0 0 0.0614926 0.000647097 0.0405087 0.0732119 0.0324923 7616
126.513 0.0685862 0.0701958 0.00247806 0 0 0 0.0915254 0.000729131 0.0697995 0.0949522 0.0470463 11183
158.127 0.142035 0.146706 0.00334972 0 0 0 0.140955 0.000935272 0.124508 0.120313 0.08662 11990
198.178 0.214723 0.226025 0.00457039 0 1 0 0.212749 0.00128353 0.198671 0.144711 0.116913 9468
248.302 0.25 0.265984 0.00638849 0 1 0 0.291887 0.00190228 0.288045 0.156065 0.148049 5568
311.329 0.19901 0.210675 0.00820373 0 1 0 0.360554 0.00287903 0.362395 0.162886 0.167511 2829
390.959 0.12934 0.132812 0.0103003 0 0 0 0.407086 0.00467871 0.410987 0.167253 0.173668 1152
489.788 0.104278 0.106952 0.016444 0 0 0 0.40828 0.0087233 0.403932 0.186224 0.177757 374
617.118 0.0408163 0.0408163 0.0200901 0 0 0 0.372774 0.0159997 0.351768 0.175936 0.142664 98
763.054 0.136364 0.136364 0.0748868 0 0 0 0.33867 0.0293764 0.316159 0.155299 0.105931 22
891.55 0 0 0 0 0 0 0.388877 0.388877 0.388877 0 0 1
1149.47 0 0 0 0 0 0 0.195459 0.195459 0.195459 0 0 1
