#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.63973e+07 3.657e+08 3.3059e+07 3.35975e+08 1.94889e+08 8.31987e+06 7.42698e+08 3.50133e+07 7.43049e+08 1.34945e+08 6.82641e+07 6
1.68096e+08 5.4951e+08 1.66626e+08 7.16137e+08 0 3.33253e+08 3.60165e+08 8.09602 3.60165e+08 0 0 2
2.33178e+08 3.72331e+08 2.04228e+07 3.82884e+08 6.77396e+07 6.70436e+07 6.09705e+08 1.58046e+08 3.60165e+08 7.81103e+08 0 6
4.14038e+08 4.65314e+08 3.35466e+07 4.50623e+08 9.31931e+07 1.11975e+08 5.66349e+08 8.16918e+07 4.66944e+08 2.07841e+08 1.06779e+08 13
6.41065e+08 4.08295e+08 2.50302e+07 4.07939e+08 6.61061e+07 6.66606e+07 6.16033e+08 8.3808e+07 5.36715e+08 3.41278e+08 6.97716e+07 8
1.03636e+09 3.99287e+08 1.42931e+07 3.82884e+08 1.34945e+08 4.42358e+07 5.24612e+08 3.4775e+07 4.66944e+08 2.76105e+08 1.06779e+08 28
1.61114e+09 4.04615e+08 1.49958e+07 3.82884e+08 9.1161e+07 4.42358e+07 5.58879e+08 2.82842e+07 5.36715e+08 2.06334e+08 1.7655e+08 35
2.54282e+09 4.44401e+08 1.94113e+07 4.04754e+08 1.39062e+08 6.87787e+07 5.4965e+08 2.11648e+07 5.36715e+08 2.06334e+08 1.7655e+08 53
4.04043e+09 4.59711e+08 1.89472e+07 4.1105e+08 1.98308e+08 7.24017e+07 5.46105e+08 2.61255e+07 5.36715e+08 1.38069e+08 1.7655e+08 56
6.38225e+09 4.48684e+08 1.36996e+07 4.04754e+08 1.89895e+08 6.87787e+07 5.9493e+08 2.62557e+07 5.36715e+08 2.74073e+08 1.7655e+08 74
1.02543e+10 4.5972e+08 1.57112e+07 4.04754e+08 1.79735e+08 6.87787e+07 5.86312e+08 2.37027e+07 5.36715e+08 3.41278e+08 1.7655e+08 87
1.61616e+10 4.87891e+08 1.48837e+07 4.07939e+08 2.55489e+08 6.92907e+07 5.93439e+08 1.95144e+07 5.36715e+08 2.74073e+08 1.7655e+08 125
2.53778e+10 5.00066e+08 1.47691e+07 4.58646e+08 2.04782e+08 1.2267e+08 6.02762e+08 1.81448e+07 6.06006e+08 2.04782e+08 2.45841e+08 136
3.93816e+10 5.05937e+08 1.68242e+07 4.54619e+08 2.08809e+08 1.13341e+08 6.04956e+08 2.16869e+07 5.36715e+08 2.74073e+08 1.7655e+08 112
6.33295e+10 4.69902e+08 1.51069e+07 4.1105e+08 1.88593e+08 7.24017e+07 6.35935e+08 2.3551e+07 6.06006e+08 2.71987e+08 1.39062e+08 92
9.66912e+10 5.22694e+08 2.84962e+07 4.50623e+08 2.12805e+08 1.06779e+08 6.20964e+08 2.72014e+07 6.06006e+08 2.04782e+08 2.45841e+08 59
1.60571e+11 5.23432e+08 4.01934e+07 4.54619e+08 2.19705e+08 7.38129e+07 7.1143e+08 4.35334e+07 6.74785e+08 2.69869e+08 2.07841e+08 26
2.42484e+11 3.79844e+08 2.92826e+07 3.82884e+08 9.48266e+07 7.01302e+07 7.3076e+08 1.50713e+08 7.43049e+08 4.626e+08 3.82884e+08 5
3.46656e+11 4.317e+08 2.69459e+07 4.58646e+08 0 5.38917e+07 7.08397e+08 1.02391e+08 8.10788e+08 0 2.04782e+08 2
