#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=1.002310 (z=-0.002305)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#obs_sm range: 10.75 - 11.25
#HM    Stats: 3.085290e+12 (median) + 3.814710e+12  / - 1.414700e+12
#SM    Stats: 7.606200e+10 (median) + 3.577900e+10  / - 1.846200e+10
#ObsSM Stats: 7.804360e+10 (median) + 3.758440e+10  / - 1.653070e+10
#VMP   Stats: 2.227300e+02 (median) + 6.230000e+01  / - 3.545999e+01
#ICL   Stats: 6.242990e+08 (median) + 2.958141e+09  / - 4.632230e+08
#SSFR  Stats: 4.169948e-11 (median) + 5.760315e-11  / - 2.407877e-11
sfh 0.055623 0 0 0 #avg: 1.38197e-06; avg_err: 1.32959e-06; sd: 0.000154278; counts: 13465
sfh 0.060123 0 0 0 #avg: 0.000121329; avg_err: 2.71322e-05; sd: 0.00314828; counts: 13465
sfh 0.062373 0 0 0 #avg: 0.000779437; avg_err: 0.000127621; sd: 0.0148085; counts: 13465
sfh 0.064623 0 0 0 #avg: 0.00249207; avg_err: 0.000291393; sd: 0.0338117; counts: 13465
sfh 0.066873 0 0 0 #avg: 0.00665862; avg_err: 0.000624404; sd: 0.0724524; counts: 13465
sfh 0.069123 0 0 0 #avg: 0.012948; avg_err: 0.000958856; sd: 0.11126; counts: 13465
sfh 0.071373 0 0 0 #avg: 0.0235728; avg_err: 0.00154866; sd: 0.179698; counts: 13465
sfh 0.073623 0 0 0 #avg: 0.034486; avg_err: 0.00191861; sd: 0.222625; counts: 13465
sfh 0.075873 0 0.015608 0 #avg: 0.0515936; avg_err: 0.00260648; sd: 0.302442; counts: 13465
sfh 0.078123 0 0.0446735 0 #avg: 0.0707348; avg_err: 0.00329662; sd: 0.382521; counts: 13465
sfh 0.080373 0 0.0909193 0 #avg: 0.0903817; avg_err: 0.00372296; sd: 0.431992; counts: 13465
sfh 0.082623 0 0.143309 0 #avg: 0.11255; avg_err: 0.00475415; sd: 0.551646; counts: 13465
sfh 0.085998 0.00960962 0.2298 0.00960962 #avg: 0.166472; avg_err: 0.00560268; sd: 0.650104; counts: 13465
sfh 0.089373 0.0323642 0.306777 0.0323642 #avg: 0.226089; avg_err: 0.00796444; sd: 0.92415; counts: 13465
sfh 0.092748 0.0665394 0.391866 0.0665394 #avg: 0.290973; avg_err: 0.00754777; sd: 0.875802; counts: 13465
sfh 0.096123 0.109683 0.469492 0.106162 #avg: 0.36574; avg_err: 0.00867989; sd: 1.00717; counts: 13465
sfh 0.099498 0.156551 0.554837 0.141731 #avg: 0.454135; avg_err: 0.00981063; sd: 1.13837; counts: 13465
