#For SF galaxies, QTime is the duration of the last period when they were quenched.
#obs_sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.74634e+07 0.00151732 8.76825e-05 7.48429e+07 692064 0 0 0 0.373587 0.000268798 0.374754 0.11149 0.12864 0.711766 0.000175349 0.717792 0.0672762 0.0795437 0.941322 7.30486e-05 0.947221 0.021003 0.0311474 197058
1.57415e+08 0.00259323 0.000184522 1.32432e+08 1.57001e+06 0 0 0 0.375102 0.00041648 0.376545 0.103861 0.120664 0.700157 0.000274891 0.704031 0.0678577 0.0766736 0.935489 0.000132536 0.94225 0.0228072 0.0333503 75967
2.50141e+08 0.00331161 0.000224436 2.02598e+08 2.10498e+06 0 4.49546e+08 0 0.378029 0.000432054 0.378123 0.098022 0.110048 0.692997 0.000298812 0.696 0.0695437 0.077184 0.931998 0.000160326 0.940094 0.0241044 0.0361845 65527
3.96069e+08 0.00439658 0.000273119 2.49765e+08 2.46945e+06 0 5.82048e+08 0 0.38162 0.000442395 0.381116 0.0930024 0.102712 0.685724 0.000318259 0.68871 0.070426 0.0782034 0.927647 0.000183313 0.936888 0.0249439 0.0375438 58682
6.25099e+08 0.00444417 0.000301718 3.01846e+08 3.022e+06 0 7.15814e+08 0 0.388443 0.000472345 0.386549 0.0893753 0.096159 0.679437 0.000351518 0.682213 0.0709108 0.07845 0.919848 0.00022648 0.930822 0.027077 0.0421221 48603
9.89604e+08 0.00537201 0.000378842 3.707e+08 3.87453e+06 0 8.45988e+08 0 0.396544 0.00052029 0.392877 0.0871691 0.0891421 0.671886 0.000401732 0.673825 0.0716002 0.0775516 0.909843 0.000292051 0.922958 0.030124 0.0488774 37230
1.56838e+09 0.00699152 0.000496389 4.52236e+08 4.95356e+06 0 1.0476e+09 0 0.402683 0.000583695 0.397787 0.0855395 0.0839617 0.663484 0.000464122 0.663797 0.074452 0.0752994 0.897981 0.000375594 0.913172 0.0343733 0.0593043 28177
2.48452e+09 0.00765497 0.000595474 5.41115e+08 6.30472e+06 0 1.18547e+09 0 0.409941 0.000651232 0.404483 0.0839572 0.0808322 0.652541 0.000536261 0.653628 0.0733064 0.0778948 0.882339 0.000489856 0.901134 0.0392765 0.0775703 21424
3.94692e+09 0.00944185 0.000747621 6.45473e+08 7.77815e+06 0 1.39907e+09 0 0.415342 0.000729879 0.410095 0.0812154 0.0791942 0.639441 0.000615542 0.638612 0.074831 0.0754578 0.861588 0.000625389 0.883536 0.046693 0.098857 16734
6.24477e+09 0.0127871 0.000983189 7.68126e+08 9.88616e+06 3.62615e+08 1.25812e+09 3.62615e+08 0.418151 0.000802657 0.412498 0.0825801 0.0771322 0.620261 0.00071014 0.61879 0.0765721 0.0756001 0.836756 0.000804842 0.862751 0.0547339 0.119671 13060
9.92307e+09 0.0135747 0.00114774 9.11904e+08 1.26113e+07 4.84123e+08 1.3739e+09 4.84123e+08 0.418072 0.000891274 0.412023 0.0789233 0.0748892 0.59921 0.000828444 0.596442 0.079619 0.0749521 0.807219 0.00100725 0.833434 0.0661829 0.133098 10166
1.56474e+10 0.0195029 0.00156136 1.11816e+09 1.59972e+07 6.14608e+08 1.70814e+09 6.14608e+08 0.410231 0.000978541 0.406289 0.0745437 0.0751799 0.571717 0.000960789 0.568913 0.0810704 0.0777504 0.771636 0.00129261 0.796742 0.0849326 0.152556 7845
2.47376e+10 0.0243343 0.0020463 1.34608e+09 2.08919e+07 8.2046e+08 1.88384e+09 8.2046e+08 0.396853 0.00112904 0.392358 0.0775098 0.0736666 0.538886 0.00116421 0.533217 0.0851358 0.0755053 0.734888 0.00165702 0.751286 0.112043 0.156025 5671
