#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.69042e+07 0 0 3.99095e+07 232742 0 0 0 0.399807 0.000128655 0.403957 0.109676 0.129656 0.721448 7.9423e-05 0.726371 0.0645392 0.0750769 0.935393 3.60797e-05 0.94094 0.0240622 0.0342434 851718
1.57092e+08 0 0 6.69158e+07 528951 0 0 0 0.403861 0.000203917 0.407713 0.100763 0.118156 0.712079 0.000129463 0.71511 0.0651483 0.0725594 0.930545 6.28971e-05 0.935899 0.0255131 0.0347633 303464
2.49163e+08 0 0 1.00308e+08 737474 0 0 0 0.408449 0.000216584 0.410818 0.0962428 0.108506 0.707503 0.000144531 0.710157 0.0658036 0.0725266 0.927385 7.45544e-05 0.932968 0.0266458 0.0355134 244946
3.94772e+08 0 0 1.34281e+08 955753 0 0 0 0.413362 0.00022853 0.414231 0.0917999 0.0988289 0.701827 0.000160804 0.704211 0.0667492 0.0727785 0.923567 8.70355e-05 0.929516 0.0276468 0.0362673 200587
6.25414e+08 0 0 1.7369e+08 1.21933e+06 0 3.52836e+08 0 0.419379 0.000243632 0.418403 0.0883522 0.0907474 0.696283 0.000181131 0.698611 0.0670354 0.0730388 0.917452 0.000106442 0.923984 0.0296081 0.0377088 160084
9.90356e+08 0 0 2.16941e+08 1.56051e+06 0 4.80087e+08 0 0.425811 0.000264308 0.42354 0.0858785 0.0846154 0.69024 0.000205328 0.692016 0.0677468 0.0723589 0.909721 0.000131891 0.917047 0.0317211 0.0404027 124312
1.57012e+09 0 0 2.77331e+08 2.01896e+06 0 6.1819e+08 0 0.432185 0.000288268 0.428866 0.0842368 0.0800621 0.682481 0.000233377 0.683698 0.0689878 0.0725936 0.899814 0.000166378 0.908685 0.0342264 0.0455633 97609
2.48884e+09 0 0 3.47612e+08 2.53652e+06 0 8.1198e+08 0 0.436615 0.000314133 0.432658 0.0821607 0.0769057 0.671932 0.000262931 0.672304 0.0698388 0.071426 0.886539 0.000211619 0.897756 0.03759 0.0562021 76795
3.9503e+09 0 0 4.36554e+08 3.19182e+06 0 9.77827e+08 0 0.440982 0.000340241 0.436852 0.0812468 0.0745203 0.658568 0.000297155 0.658141 0.071507 0.0714681 0.8695 0.000269967 0.883842 0.0419809 0.0710311 61545
6.25561e+09 0 0 5.37228e+08 3.97699e+06 0 1.16771e+09 0 0.441096 0.000364586 0.437876 0.0782598 0.0725111 0.641161 0.000338959 0.639716 0.0742838 0.0716215 0.850128 0.000340867 0.868248 0.0468851 0.0880088 49941
9.92643e+09 0 0 6.85009e+08 5.07021e+06 3.51646e+08 1.06445e+09 3.51646e+08 0.437283 0.000395018 0.434509 0.0756325 0.072005 0.618245 0.000390013 0.615865 0.0775773 0.072503 0.825937 0.000430282 0.846421 0.055926 0.106357 40948
1.5693e+10 0 0 8.61672e+08 6.38215e+06 4.86639e+08 1.25537e+09 4.86639e+08 0.427393 0.000423576 0.425503 0.0722698 0.0710393 0.591558 0.000447194 0.588182 0.0803316 0.0743551 0.799237 0.000545582 0.821287 0.0693477 0.126858 33415
2.48558e+10 0 0 1.08519e+09 8.30483e+06 6.79528e+08 1.41173e+09 6.79528e+08 0.410391 0.000462467 0.409463 0.0708641 0.0705446 0.559471 0.000535718 0.554576 0.0845008 0.0761337 0.769469 0.000701817 0.790404 0.0887721 0.144783 26365
3.92311e+10 0 0 1.37923e+09 1.15167e+07 8.34151e+08 1.8074e+09 8.34151e+08 0.387588 0.000528344 0.387726 0.0682183 0.0701094 0.525861 0.000683232 0.517966 0.0920021 0.0784679 0.739144 0.000945971 0.7583 0.112555 0.163706 19068
6.15991e+10 0 0 1.80673e+09 1.74751e+07 1.16194e+09 2.306e+09 8.2023e+08 0.363108 0.000652649 0.363868 0.0661522 0.0699099 0.496651 0.000983994 0.481056 0.106887 0.0775376 0.709279 0.00135958 0.723371 0.13912 0.180107 11767
9.63241e+10 0 0 2.35478e+09 3.19026e+07 1.51125e+09 3.11497e+09 1.03401e+09 0.337419 0.000959904 0.337824 0.0638155 0.0717565 0.475911 0.00174394 0.448771 0.142917 0.0819206 0.696799 0.00229804 0.711512 0.165289 0.20686 5303
1.52231e+11 0 0 3.23924e+09 6.9902e+07 2.18728e+09 4.50043e+09 1.52268e+09 0.318257 0.00166489 0.317051 0.0636222 0.0670786 0.488691 0.00375685 0.444275 0.212937 0.094418 0.720777 0.00427913 0.749894 0.16092 0.244595 1729
2.38952e+11 0 0 4.77748e+09 1.67795e+08 4.25614e+09 5.15942e+09 3.33314e+09 0.299554 0.00322395 0.294856 0.0667647 0.0612326 0.537634 0.00837777 0.532636 0.205927 0.181477 0.779553 0.00763936 0.819674 0.120327 0.209476 444
3.83886e+11 0 0 6.50048e+09 3.8565e+08 6.7274e+09 3.96753e+09 5.33091e+09 0.287366 0.00790148 0.270663 0.0815535 0.051194 0.595298 0.0168939 0.605033 0.162664 0.221236 0.822121 0.0132423 0.845186 0.107638 0.136401 104
6.10145e+11 0 0 9.64766e+09 5.28555e+08 1.04039e+10 1.11871e+09 4.34401e+09 0.293089 0.0229112 0.264124 0.150179 0.0694102 0.631172 0.0345874 0.632506 0.211125 0.134638 0.862049 0.0233388 0.878369 0.0883172 0.14492 23
9.66822e+11 0 0 5.69873e+09 1.936e+09 4.25596e+09 7.20055e+09 3.42684e+09 0.339116 0.0477058 0.351267 0.0998097 0.144192 0.765959 0.0727172 0.856801 0.0469598 0.324606 0.916343 0.0180082 0.910558 0.050351 0.0414243 5
