#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.69265e+09 5.67882e+08 1.25126e+07 4.75409e+08 3.21693e+08 1.5645e+08 1.22071e+09 2.37996e+07 1.17237e+09 7.01746e+08 5.60556e+08 561
1.60805e+10 5.12577e+08 2.45587e+07 4.22929e+08 2.88871e+08 1.09206e+08 1.32143e+09 6.35793e+07 1.25149e+09 7.75097e+08 6.39673e+08 123
2.61665e+10 4.86564e+08 1.69029e+07 4.02633e+08 2.40619e+08 8.36737e+07 1.01113e+09 3.74525e+07 8.53413e+08 7.11799e+08 3.22537e+08 196
4.14545e+10 4.97136e+08 1.01095e+07 4.00439e+08 3.03938e+08 8.24583e+07 9.48225e+08 1.94031e+07 8.53413e+08 5.55505e+08 3.22537e+08 498
6.44241e+10 5.0475e+08 6.8111e+06 4.03668e+08 2.98078e+08 8.47085e+07 9.86865e+08 1.50928e+07 8.53413e+08 6.33798e+08 3.22537e+08 1042
1.01456e+11 5.36247e+08 6.30738e+06 4.68813e+08 3.06284e+08 1.48909e+08 1.0109e+09 1.24848e+07 8.53413e+08 7.11799e+08 3.22537e+08 1566
1.60152e+11 5.77071e+08 6.4154e+06 4.81181e+08 3.66115e+08 1.61277e+08 1.0251e+09 1.10985e+07 8.75395e+08 6.89818e+08 3.44518e+08 2157
2.51426e+11 6.32217e+08 6.97165e+06 5.30876e+08 4.13085e+08 2.09184e+08 1.05068e+09 1.12066e+07 9.3351e+08 7.09403e+08 4.02633e+08 2404
3.9859e+11 6.67223e+08 7.43213e+06 5.55505e+08 4.57869e+08 2.32968e+08 1.07137e+09 1.11012e+07 9.3351e+08 7.09403e+08 4.02633e+08 2457
6.24441e+11 7.32687e+08 9.17723e+06 6.15082e+08 4.96954e+08 2.45767e+08 1.07376e+09 1.23958e+07 9.3351e+08 7.09403e+08 4.02633e+08 2028
9.77305e+11 7.79754e+08 1.21899e+07 6.43252e+08 6.00876e+08 2.61261e+08 1.08983e+09 1.5801e+07 9.3351e+08 7.86793e+08 4.02633e+08 1343
1.54185e+12 8.6559e+08 1.79699e+07 7.1636e+08 6.34666e+08 3.20815e+08 1.035e+09 1.98322e+07 9.3351e+08 6.31703e+08 4.02633e+08 794
2.44691e+12 9.08433e+08 2.73101e+07 7.73094e+08 6.76457e+08 3.73815e+08 1.04378e+09 2.86481e+07 8.72654e+08 7.70259e+08 3.41777e+08 362
3.76634e+12 1.00692e+09 4.41292e+07 9.3351e+08 6.43332e+08 4.96663e+08 9.24858e+08 4.16797e+07 7.73094e+08 7.14118e+08 3.23348e+08 170
5.98672e+12 1.08907e+09 8.29696e+07 9.29921e+08 8.67453e+08 4.80176e+08 8.97401e+08 5.5309e+07 7.73094e+08 4.78397e+08 3.23348e+08 63
1.00924e+13 1.11192e+09 1.40032e+08 9.3351e+08 7.94382e+08 4.59672e+08 8.08965e+08 7.99173e+07 6.92559e+08 4.79814e+08 2.42813e+08 22
1.45418e+13 9.68037e+08 2.34217e+08 7.01746e+08 9.50803e+08 2.20565e+08 5.77922e+08 1.02039e+08 4.76928e+08 1.34889e+08 2.71828e+07 7
2.5551e+13 1.02056e+09 7.18525e+06 1.02774e+09 0 1.43705e+07 5.83198e+08 1.0936e+08 6.92559e+08 0 2.18721e+08 2
6.175e+13 6.92559e+08 6.92559e+08 6.92559e+08 0 0 4.79814e+08 4.79814e+08 4.79814e+08 0 0 1
