#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.668185 (z=0.496592)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 10.75 - 11.25
#HM    Stats: 5.125000e+12 (median) + 8.566200e+12  / - 2.861760e+12
#SM    Stats: 8.644490e+10 (median) + 4.291910e+10  / - 2.247020e+10
#ObsSM Stats: 8.804360e+10 (median) + 4.762040e+10  / - 2.795830e+10
#VMP   Stats: 2.845400e+02 (median) + 1.046700e+02  / - 6.230000e+01
#ICL   Stats: 1.576010e+09 (median) + 9.501890e+09  / - 1.256795e+09
#SSFR  Stats: 2.168541e-12 (median) + 2.834533e-12  / - 1.308048e-12
sfh 0.055623 0 0 0 #avg: 1.16375e-06; avg_err: 9.60151e-07; sd: 0.000132267; counts: 18978
sfh 0.060123 0 0 0 #avg: 0.000390362; avg_err: 3.885e-05; sd: 0.00535186; counts: 18978
sfh 0.062373 0 0 0 #avg: 0.0027115; avg_err: 0.000190412; sd: 0.0262306; counts: 18978
sfh 0.064623 0 0 0 #avg: 0.00874319; avg_err: 0.000465835; sd: 0.0641721; counts: 18978
sfh 0.066873 0 0 0 #avg: 0.0219764; avg_err: 0.000952909; sd: 0.13127; counts: 18978
sfh 0.069123 0 0 0 #avg: 0.0457796; avg_err: 0.00173486; sd: 0.238989; counts: 18978
sfh 0.071373 0 0.0344468 0 #avg: 0.0776664; avg_err: 0.00248477; sd: 0.342294; counts: 18978
sfh 0.073623 0 0.0891456 0 #avg: 0.11692; avg_err: 0.00345862; sd: 0.476449; counts: 18978
sfh 0.075873 0 0.170827 0 #avg: 0.167149; avg_err: 0.00459764; sd: 0.633358; counts: 18978
sfh 0.078123 0.000986041 0.268172 0.000986041 #avg: 0.228971; avg_err: 0.00649805; sd: 0.895152; counts: 18978
sfh 0.080373 0.0140676 0.38202 0.0140676 #avg: 0.280861; avg_err: 0.00686206; sd: 0.945296; counts: 18978
sfh 0.082623 0.0372381 0.451803 0.0372381 #avg: 0.327661; avg_err: 0.00747835; sd: 1.0302; counts: 18978
sfh 0.085998 0.0906332 0.626592 0.0906332 #avg: 0.472289; avg_err: 0.00978431; sd: 1.34786; counts: 18978
sfh 0.089373 0.159648 0.781875 0.156909 #avg: 0.60816; avg_err: 0.0117247; sd: 1.61516; counts: 18978
sfh 0.092748 0.239456 0.984464 0.222247 #avg: 0.781765; avg_err: 0.0147711; sd: 2.03482; counts: 18978
sfh 0.096123 0.339558 1.19228 0.300365 #avg: 0.991648; avg_err: 0.0179115; sd: 2.46743; counts: 18978
sfh 0.099498 0.439143 1.43546 0.369007 #avg: 1.23957; avg_err: 0.0224025; sd: 3.0861; counts: 18978
sfh 0.102873 0.545736 1.69817 0.438657 #avg: 1.52352; avg_err: 0.0296994; sd: 4.0913; counts: 18978
sfh 0.106248 0.650766 2.02808 0.505836 #avg: 1.77801; avg_err: 0.0314995; sd: 4.33928; counts: 18978
sfh 0.109623 0.780227 2.36191 0.597302 #avg: 2.09112; avg_err: 0.0378113; sd: 5.20878; counts: 18978
sfh 0.112998 0.902827 2.70559 0.682496 #avg: 2.39743; avg_err: 0.0425563; sd: 5.86243; counts: 18978
sfh 0.116373 1.03055 3.05999 0.772898 #avg: 2.72778; avg_err: 0.0471991; sd: 6.50201; counts: 18978
sfh 0.119748 1.17275 3.40214 0.881867 #avg: 3.08912; avg_err: 0.0528204; sd: 7.27639; counts: 18978
sfh 0.123123 1.30983 3.85956 0.977736 #avg: 3.45894; avg_err: 0.0628772; sd: 8.66178; counts: 18978
sfh 0.126498 1.42883 4.29185 1.05488 #avg: 3.83914; avg_err: 0.0717517; sd: 9.8843; counts: 18978
sfh 0.129873 1.56006 4.7818 1.14388 #avg: 4.25708; avg_err: 0.0785564; sd: 10.8217; counts: 18978
sfh 0.133248 1.71755 5.2351 1.25711 #avg: 4.65476; avg_err: 0.0830404; sd: 11.4394; counts: 18978
