#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.08774e+07 8.18594e+08 4.84438e+06 6.09032e+08 6.7312e+08 2.5503e+08 2.08623e+09 1.21832e+07 1.74201e+09 1.78051e+09 1.02505e+09 14121
1.59987e+08 9.17696e+08 7.51881e+06 6.92286e+08 7.63316e+08 3.32744e+08 2.1804e+09 1.6436e+07 1.74201e+09 2.02384e+09 1.02505e+09 8568
2.53286e+08 9.71997e+08 6.79687e+06 7.2614e+08 8.26633e+08 3.60695e+08 2.2724e+09 1.4943e+07 1.85802e+09 2.02994e+09 1.02889e+09 11117
3.9728e+08 1.00951e+09 7.04561e+06 7.31699e+08 9.00411e+08 3.66254e+08 2.38478e+09 1.52348e+07 1.96427e+09 2.16876e+09 1.13514e+09 12289
6.28344e+08 1.04556e+09 7.36713e+06 7.97294e+08 9.29834e+08 4.285e+08 2.40465e+09 1.55312e+07 1.97444e+09 2.15859e+09 1.14531e+09 11868
9.94544e+08 1.0924e+09 8.40834e+06 8.09101e+08 1.00277e+09 4.38167e+08 2.49439e+09 1.74191e+07 1.97444e+09 2.40471e+09 1.14531e+09 10565
1.58206e+09 1.15435e+09 9.54101e+06 8.33716e+08 1.10135e+09 4.59502e+08 2.58853e+09 1.9201e+07 2.09125e+09 2.41132e+09 1.26213e+09 9475
2.501e+09 1.18573e+09 1.06238e+07 8.45988e+08 1.11487e+09 4.30386e+08 2.60999e+09 2.072e+07 2.09125e+09 2.53496e+09 1.26213e+09 8312
3.96198e+09 1.25534e+09 1.1971e+07 9.17399e+08 1.22203e+09 5.00891e+08 2.6788e+09 2.2651e+07 2.09125e+09 2.65883e+09 1.26213e+09 7423
6.24724e+09 1.31301e+09 1.39435e+07 9.32842e+08 1.30023e+09 4.8505e+08 2.66546e+09 2.48506e+07 2.09125e+09 2.65883e+09 1.26213e+09 6455
9.95481e+09 1.42492e+09 1.65237e+07 9.87138e+08 1.4558e+09 5.30655e+08 2.726e+09 2.70169e+07 2.09125e+09 2.7829e+09 1.26213e+09 5736
1.57149e+10 1.54372e+09 1.94631e+07 1.05478e+09 1.71512e+09 5.93249e+08 2.73645e+09 3.01503e+07 2.09125e+09 2.90714e+09 1.37429e+09 4907
2.48332e+10 1.68748e+09 2.40333e+07 1.15369e+09 1.94251e+09 6.7501e+08 2.64719e+09 3.40054e+07 1.97444e+09 2.89971e+09 1.25748e+09 3900
3.92681e+10 1.83499e+09 3.17453e+07 1.26213e+09 2.1392e+09 7.69913e+08 2.59982e+09 4.01865e+07 1.97124e+09 2.65498e+09 1.25428e+09 2692
6.13809e+10 2.19593e+09 4.93101e+07 1.46286e+09 2.64808e+09 8.95502e+08 2.50077e+09 5.286e+07 1.74201e+09 2.88421e+09 1.02505e+09 1589
9.54507e+10 2.46536e+09 8.95318e+07 1.73334e+09 2.99206e+09 1.12902e+09 2.30834e+09 8.25468e+07 1.62642e+09 2.5066e+09 1.01312e+09 569
1.48642e+11 3.1493e+09 2.227e+08 2.13278e+09 4.34441e+09 1.52755e+09 2.04197e+09 1.38642e+08 1.39649e+09 2.00484e+09 7.91253e+08 141
2.4074e+11 4.21983e+09 6.51887e+08 3.52252e+09 5.24223e+09 2.93876e+09 1.79324e+09 3.29869e+08 9.80053e+08 2.66397e+09 3.74819e+08 29
3.22908e+11 6.56062e+09 6.56062e+09 6.56062e+09 0 0 3.33427e+08 3.33427e+08 3.33427e+08 0 0 1
8.0596e+11 8.79215e+09 8.79215e+09 8.79215e+09 0 0 1.97444e+09 1.97444e+09 1.97444e+09 0 0 1
