#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.74634e+07 0.0710146 0.0794741 0.000680995 0 0 0 0.00851063 6.48698e-05 0 0.00906757 0 197058
1.57415e+08 0.114023 0.13211 0.00142741 0 0 0 0.0145471 0.000146566 0 0.0254825 0 75967
2.50141e+08 0.167687 0.2012 0.00189687 0 1 0 0.0221361 0.000196127 0 0.0449729 0 65527
3.96069e+08 0.206469 0.252428 0.00223387 0 1 0 0.0274096 0.000230999 0 0.0601411 0 58682
6.25099e+08 0.24015 0.299035 0.00266396 0 1 0 0.033189 0.000283005 0 0.0735108 0 48603
9.89604e+08 0.283051 0.361644 0.003331 0 1 0 0.0403585 0.00035997 0.00641991 0.0847696 0.00641991 37230
1.56838e+09 0.331476 0.432764 0.00416993 0 1 0 0.0495084 0.00046379 0.0123319 0.100571 0.0123319 28177
2.48452e+09 0.386342 0.523152 0.00521215 0 1 0 0.0599893 0.000596554 0.018704 0.115919 0.018704 21424
3.94692e+09 0.437971 0.610374 0.00627274 0 1 0 0.0716494 0.000737954 0.0313701 0.128133 0.0313701 16734
6.24477e+09 0.494946 0.715084 0.00757675 0 2 0 0.0869828 0.000941772 0.0451042 0.141142 0.0451042 13060
9.92307e+09 0.542593 0.805233 0.00898495 1 1 1 0.101283 0.00115869 0.0605789 0.1508 0.0605789 10166
1.56474e+10 0.610325 0.94761 0.0108104 1 1 1 0.124732 0.00146151 0.0823387 0.1783 0.0763213 7845
2.47376e+10 0.679774 1.08905 0.0129951 1 1 1 0.149778 0.00184953 0.112677 0.18362 0.100206 5671
3.90946e+10 0.713032 1.20384 0.0170242 1 1 1 0.174235 0.00249495 0.141875 0.193138 0.121388 3645
6.12487e+10 0.750847 1.23319 0.0218757 1 1 1 0.202585 0.00346095 0.175115 0.198326 0.139148 2067
9.436e+10 0.79118 1.30869 0.0356978 1 1 1 0.243427 0.00607405 0.224019 0.187306 0.157014 771
1.47427e+11 0.764706 1.21267 0.0646168 1 1 1 0.275544 0.0110118 0.270473 0.173194 0.189719 221
2.34971e+11 0.795455 1.06818 0.119006 1 1 1 0.272496 0.0205256 0.278029 0.15895 0.151775 44
3.50512e+11 1 1.33333 0.210819 1 1 0 0.223734 0.037361 0.241821 0.0977363 0.168747 6
8.4959e+11 0 0 0 0 0 0 0.400722 0.400722 0.400722 0 0 1
