#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.02601e+07 1 0 7.14483e+08 4.74796e+06 4.93943e+08 9.02545e+08 4.93943e+08 0.362753 0.00063026 0.360346 0.107228 0.114882 0.670692 0.000454967 0.675631 0.0727955 0.0834739 0.89909 0.00035427 0.920394 0.0314238 0.0858106 32464
1.59079e+08 1 0 9.03114e+08 7.49841e+06 6.19245e+08 1.12276e+09 6.19245e+08 0.359562 0.000798852 0.358108 0.100912 0.10811 0.656669 0.000609904 0.659408 0.0757941 0.0824801 0.883487 0.000535459 0.907586 0.0382281 0.0994533 18177
2.5204e+08 1 0 1.01077e+09 7.38753e+06 7.1696e+08 1.25748e+09 7.1696e+08 0.359997 0.000726736 0.358368 0.096854 0.102294 0.64982 0.000565878 0.652682 0.0746481 0.0823637 0.875139 0.000526061 0.89902 0.0436481 0.104301 20365
3.97897e+08 1 0 1.06408e+09 7.40699e+06 8.29125e+08 1.26213e+09 8.29125e+08 0.366664 0.000665201 0.365937 0.0903295 0.0962888 0.646613 0.000538773 0.649922 0.073695 0.0810288 0.86918 0.000521079 0.892355 0.0468832 0.104539 21760
6.29686e+08 1 0 1.16531e+09 8.10491e+06 8.29125e+08 1.37934e+09 8.29125e+08 0.373857 0.000650467 0.372958 0.0881673 0.0919873 0.643066 0.000547182 0.64591 0.0743157 0.0805426 0.859567 0.00054731 0.882477 0.051098 0.10589 21322
9.99008e+08 1 0 1.26177e+09 8.79508e+06 9.41735e+08 1.38435e+09 9.41735e+08 0.382641 0.000644572 0.381279 0.0844724 0.0865281 0.638704 0.00055343 0.641969 0.0720786 0.0798806 0.849041 0.00057759 0.86805 0.059664 0.103175 20305
1.58269e+09 1 0 1.32729e+09 9.39325e+06 9.41735e+08 1.50235e+09 9.41735e+08 0.391847 0.000630607 0.391473 0.0788886 0.083927 0.634278 0.000559596 0.636334 0.0724249 0.076742 0.839052 0.00060277 0.857481 0.0626664 0.105487 19591
2.51032e+09 1 0 1.46093e+09 1.02185e+07 1.05478e+09 1.62645e+09 1.05478e+09 0.399706 0.000630035 0.398581 0.0789746 0.0820093 0.626952 0.000571919 0.628757 0.07245 0.0767966 0.823872 0.000636575 0.839868 0.0694892 0.104289 18969
3.98011e+09 1 0 1.5943e+09 1.11195e+07 1.16825e+09 1.75161e+09 8.17803e+08 0.406678 0.000623351 0.405648 0.0783831 0.0804442 0.617484 0.000580554 0.619982 0.0729654 0.0768765 0.808426 0.000671449 0.824064 0.0746818 0.10907 18630
6.29834e+09 1 0 1.75168e+09 1.2094e+07 1.28215e+09 1.9983e+09 7.88209e+08 0.408494 0.000613576 0.407362 0.0780202 0.0781406 0.599954 0.000598099 0.601548 0.0757419 0.0772343 0.788729 0.00071145 0.803402 0.0811987 0.11305 18643
1.00183e+10 1 0 1.94121e+09 1.29016e+07 1.39649e+09 2.12603e+09 9.02545e+08 0.405456 0.000597664 0.406308 0.0760347 0.0796788 0.579128 0.000602785 0.582133 0.0741798 0.0806628 0.766335 0.000743015 0.781638 0.0871968 0.117344 19055
1.58783e+10 1 0 2.1742e+09 1.3705e+07 1.53844e+09 2.47192e+09 9.66799e+08 0.393669 0.000562423 0.396544 0.072129 0.0812043 0.550866 0.000608529 0.553942 0.0775824 0.0839875 0.739027 0.00077956 0.753756 0.0971858 0.126339 20206
2.51324e+10 1 0 2.47259e+09 1.46848e+07 1.85802e+09 2.7682e+09 1.25278e+09 0.373917 0.000549675 0.377442 0.0715396 0.0826581 0.515728 0.000618289 0.518771 0.0813041 0.0884221 0.706862 0.000829933 0.720438 0.109832 0.136072 20796
3.9695e+10 1 0 2.77837e+09 1.56566e+07 2.09125e+09 3.01085e+09 1.37429e+09 0.3493 0.000519167 0.352707 0.0684642 0.0794247 0.477359 0.000608071 0.47911 0.0807466 0.0858914 0.671519 0.000882863 0.679576 0.127473 0.139941 20586
6.23775e+10 1 0 3.09888e+09 1.78212e+07 2.44409e+09 3.11549e+09 1.61496e+09 0.324162 0.000531643 0.326487 0.0688614 0.0762762 0.439919 0.000639361 0.44032 0.0801524 0.0833744 0.634398 0.000994084 0.636028 0.140161 0.137915 17501
9.80812e+10 1 0 3.35938e+09 2.14512e+07 2.91986e+09 2.97316e+09 1.97812e+09 0.298813 0.000578922 0.299431 0.0646143 0.0671174 0.405359 0.000713134 0.404024 0.0770079 0.0752781 0.597586 0.00116464 0.592657 0.143055 0.124504 11944
1.53843e+11 1 0 3.7195e+09 2.84019e+07 3.52252e+09 2.45393e+09 2.24037e+09 0.270301 0.00071789 0.268166 0.0608299 0.0584927 0.372069 0.000873288 0.37006 0.0697961 0.0658962 0.555668 0.00146463 0.545224 0.128426 0.100408 6209
2.43892e+11 1 0 3.79756e+09 3.66845e+07 3.76585e+09 1.96038e+09 2.20847e+09 0.242582 0.000898324 0.240279 0.0502551 0.0466976 0.342791 0.00104527 0.340694 0.0560365 0.0547346 0.52324 0.00174391 0.512045 0.092786 0.0729475 2836
3.82072e+11 1 0 3.98656e+09 5.16927e+07 4.01036e+09 1.63253e+09 1.80189e+09 0.217793 0.00111053 0.215811 0.0379792 0.0338537 0.317829 0.00129488 0.317415 0.0443557 0.0427732 0.492285 0.00191947 0.489051 0.0576313 0.0542217 1080
6.07443e+11 1 0 3.88748e+09 8.2345e+07 4.01036e+09 1.32028e+09 1.68427e+09 0.195624 0.00143129 0.193487 0.0289477 0.0254268 0.298218 0.00165892 0.300213 0.0274382 0.0339034 0.477833 0.00244282 0.478217 0.046335 0.0445865 344
9.60334e+11 1 0 3.79832e+09 1.66328e+08 4.01036e+09 1.09174e+09 1.68427e+09 0.184493 0.00248525 0.185068 0.019871 0.0185704 0.282529 0.00314044 0.281165 0.0258254 0.0236781 0.482585 0.00564543 0.488171 0.0395061 0.0514196 66
1.42645e+12 1 0 3.36e+09 5.55161e+08 4.25596e+09 2.46609e+08 3.31423e+09 0.176899 0.00395658 0.176671 0.0136834 0.0133251 0.279358 0.008406 0.277526 0.0312108 0.0198472 0.481194 0.0133598 0.488258 0.0354298 0.0545792 6
