#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.81269e+09 1.68245e-06 1.68245e-06 712.289 712.289 0 0 0 0.147641 2.71584e-05 0.147766 0.0215592 0.0217802 0.167726 2.37226e-05 0.169558 0.0173112 0.0207155 0.191293 1.15211e-05 0.193612 0.00580007 0.010718 594370
1.58268e+10 8.30385e-06 5.8717e-06 0 0 0 0 0 0.134951 4.38039e-05 0.133928 0.0235588 0.0211203 0.159263 3.98161e-05 0.160049 0.0199425 0.021278 0.189069 1.89758e-05 0.191121 0.00673445 0.0109371 240852
2.46874e+10 4.97233e-06 4.97233e-06 0 0 0 0 0 0.131372 4.63067e-05 0.129971 0.022816 0.0196516 0.158951 4.15217e-05 0.159513 0.0191123 0.0198367 0.189578 1.90817e-05 0.191403 0.00623831 0.0100341 201113
3.87201e+10 1.82994e-05 1.29396e-05 0 0 0 0 0 0.129999 6.26282e-05 0.128363 0.0227824 0.019051 0.160727 5.48358e-05 0.161336 0.0186096 0.0195024 0.190697 2.39424e-05 0.19241 0.00568634 0.00920428 109293
6.14835e+10 0 0 0 0 0 0 0 0.129515 8.72742e-05 0.127887 0.0223047 0.0189511 0.162511 7.44258e-05 0.163186 0.0179702 0.018818 0.191551 3.12717e-05 0.193177 0.00531527 0.00860873 55970
9.74879e+10 0.000530166 0.000136855 0 0 0 0 0 0.130716 0.000121411 0.129317 0.0221575 0.018853 0.164625 0.000101773 0.165615 0.0171465 0.0187357 0.192326 4.13764e-05 0.193875 0.00495349 0.00803658 28293
1.53796e+11 0.00218739 0.000398938 0 0 0 0 0 0.133483 0.000176665 0.132581 0.0217998 0.0199181 0.167046 0.00014137 0.168233 0.0161797 0.0181691 0.193242 5.48287e-05 0.194716 0.0044075 0.00739716 13715
2.4368e+11 0.00718703 0.00109216 0 0 0 0 0 0.135188 0.000262221 0.134133 0.0220957 0.0194596 0.168678 0.000206112 0.170024 0.0152934 0.0180092 0.193739 7.936e-05 0.195229 0.00405429 0.00701495 5983
3.85653e+11 0.0268533 0.00314441 0 0 0 0 0 0.13815 0.000392716 0.137525 0.0216922 0.0199155 0.171254 0.000290018 0.172927 0.0139675 0.0171677 0.194562 0.000115628 0.196316 0.00341333 0.00701624 2644
6.09429e+11 0.0502326 0.00666498 316745 316745 0 0 0 0.141727 0.000621299 0.141141 0.0222276 0.0203483 0.173642 0.000456028 0.175807 0.0131871 0.0174329 0.195245 0.000185815 0.196951 0.00313614 0.0061966 1075
9.65906e+11 0.105603 0.0142828 1.98176e+06 1.44633e+06 0 0 0 0.144517 0.000904209 0.143899 0.022146 0.0193149 0.176056 0.000640401 0.178514 0.0112499 0.0176894 0.19542 0.000294935 0.197246 0.00295243 0.00655587 464
1.50473e+12 0.167702 0.0295358 0 0 0 0 0 0.146898 0.00142224 0.147135 0.0167914 0.0192493 0.178074 0.000929351 0.180437 0.0094834 0.0143948 0.195967 0.000471661 0.198186 0.00213274 0.00592545 161
2.42564e+12 0.365385 0.0674288 2.22513e+07 1.27745e+07 0 0 0 0.144983 0.00291822 0.144622 0.0217311 0.0198118 0.173084 0.00210579 0.177583 0.0108239 0.0230952 0.190705 0.00165739 0.196844 0.00316657 0.0207308 52
3.85734e+12 0.642857 0.132894 4.86431e+07 3.30465e+07 0 0 0 0.133099 0.00512423 0.133638 0.0207822 0.0210497 0.166734 0.00323655 0.166893 0.0140966 0.0123201 0.190359 0.00243458 0.194338 0.00379336 0.00903974 14
5.22367e+12 0 0 1.41121e+08 1.41121e+08 0 4.23363e+08 0 0.13941 0.0164873 0.136209 0.0332236 0.0236202 0.170455 0.0127056 0.172558 0.0187766 0.0250858 0.198841 0.00112828 0.198819 0.0019881 0.00192018 3
8.47647e+12 0 0 0 0 0 0 0 0.148044 0.148044 0.148044 0 0 0.167591 0.167591 0.167591 0 0 0.19155 0.19155 0.19155 0 0 1
