#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.78987e+09 4.30496e+08 1.63507e+07 4.04754e+08 1.30508e+08 6.87787e+07 5.623e+08 2.66166e+07 5.36715e+08 2.06334e+08 1.7655e+08 50
1.4336e+10 3.90155e+08 2.25077e+07 3.43845e+08 1.73336e+08 7.86928e+06 6.05566e+08 7.07803e+07 5.36715e+08 3.41278e+08 6.97716e+07 12
2.56381e+10 4.87825e+08 7.62177e+07 5.35262e+08 5.43022e+07 1.96614e+08 6.51687e+08 4.56809e+07 6.06006e+08 1.37043e+08 0 3
1.03804e+11 3.87295e+08 2.39345e+07 4.1105e+08 4.35697e+07 8.33942e+07 6.20804e+08 9.13757e+07 6.74785e+08 2.03209e+08 3.1462e+08 6
1.81255e+11 3.42775e+08 1.36502e+07 3.43845e+08 3.90391e+07 3.74282e+07 7.67635e+08 1.74415e+08 9.44654e+08 3.87959e+08 5.84489e+08 6
2.60049e+11 4.35334e+08 2.07588e+07 4.04754e+08 1.30508e+08 7.42746e+07 6.05966e+08 4.22799e+07 6.06006e+08 2.71987e+08 2.45841e+08 36
4.15275e+11 4.14711e+08 1.00692e+07 3.82884e+08 1.34945e+08 4.69084e+07 5.79535e+08 1.90621e+07 5.36715e+08 2.74073e+08 1.7655e+08 107
6.49853e+11 4.42191e+08 8.8595e+06 4.01517e+08 1.423e+08 6.55414e+07 6.34686e+08 1.71131e+07 5.36715e+08 3.41278e+08 1.7655e+08 209
1.00864e+12 4.80594e+08 8.19004e+06 4.50623e+08 1.95696e+08 1.11975e+08 6.23217e+08 1.28058e+07 6.06006e+08 2.04782e+08 2.45841e+08 335
1.59509e+12 5.07389e+08 9.2385e+06 4.50623e+08 2.56991e+08 1.11975e+08 6.51554e+08 1.26238e+07 6.06006e+08 2.71987e+08 2.45841e+08 405
2.50746e+12 5.44146e+08 1.05881e+07 4.70295e+08 2.72753e+08 1.26451e+08 6.73331e+08 1.35011e+07 6.06006e+08 3.38648e+08 1.39062e+08 369
3.87263e+12 5.78626e+08 1.47619e+07 5.26385e+08 2.55938e+08 1.5679e+08 6.85242e+08 1.86449e+07 6.06006e+08 4.04754e+08 2.45841e+08 235
6.15951e+12 6.63745e+08 2.58279e+07 5.99643e+08 3.72805e+08 2.22508e+08 7.17404e+08 2.97371e+07 6.06006e+08 4.70296e+08 2.45841e+08 114
9.29708e+12 7.38677e+08 3.74388e+07 7.16137e+08 3.66042e+08 2.57491e+08 6.35113e+08 3.26245e+07 6.06006e+08 2.71987e+08 2.45841e+08 50
1.5398e+13 7.49369e+08 6.87449e+07 6.74785e+08 3.60225e+08 3.1462e+08 6.07403e+08 7.56835e+07 4.66944e+08 4.1105e+08 1.06779e+08 18
2.41948e+13 6.7208e+08 7.92362e+07 7.16137e+08 1.61857e+08 2.49193e+08 6.22093e+08 1.20236e+08 5.17181e+08 4.93579e+08 1.57016e+08 8
5.40147e+13 1.22928e+09 1.22928e+09 1.22928e+09 0 0 8.10788e+08 8.10788e+08 8.10788e+08 0 0 1
