#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.69042e+07 0 0 3.91674e+07 230829 0 0 0 0.405207 0.000116482 0.411461 0.0978482 0.118305 0.728631 7.13303e-05 0.733638 0.0587663 0.0687408 0.941593 2.67625e-05 0.944864 0.0195138 0.0254889 851718
1.57092e+08 0 0 6.51917e+07 523084 0 0 0 0.407341 0.00018113 0.412884 0.0888354 0.106178 0.719805 0.000115605 0.723326 0.0586161 0.0659672 0.937508 4.64698e-05 0.940613 0.0202433 0.0255306 303464
2.49163e+08 0 0 9.75858e+07 729766 0 0 0 0.411052 0.000191226 0.415269 0.0841656 0.097289 0.715479 0.000129003 0.718613 0.0591488 0.0659254 0.934948 5.50628e-05 0.9382 0.0209548 0.0258904 244946
3.94772e+08 0 0 1.29936e+08 943591 0 0 0 0.41592 0.000201657 0.418709 0.0798665 0.0888279 0.710402 0.000144178 0.713426 0.0598566 0.0663612 0.931917 6.38247e-05 0.9354 0.0215003 0.0262219 200587
6.25414e+08 0 0 1.67125e+08 1.20257e+06 0 3.44268e+08 0 0.421938 0.000215361 0.423119 0.0767327 0.0823303 0.705478 0.000163152 0.70853 0.0599801 0.0669478 0.927325 7.7089e-05 0.931076 0.022572 0.0268699 160084
9.90356e+08 0 0 2.06448e+08 1.53371e+06 0 4.59857e+08 0 0.428639 0.0002341 0.428358 0.0748238 0.0768658 0.700166 0.00018577 0.702752 0.0606983 0.0665943 0.921592 9.45957e-05 0.925805 0.0236775 0.0278975 124312
1.57012e+09 0 0 2.61405e+08 1.97594e+06 0 5.95618e+08 0 0.435227 0.00025724 0.434438 0.073325 0.0736843 0.693024 0.000212055 0.695016 0.0621769 0.0669428 0.914404 0.000118026 0.9196 0.0248306 0.0299854 97609
2.48884e+09 0 0 3.24853e+08 2.47703e+06 0 7.31699e+08 0 0.44033 0.000283912 0.438283 0.0730828 0.0710463 0.68332 0.000240448 0.684711 0.0629322 0.0662366 0.904804 0.00014981 0.911579 0.0265988 0.0344825 76795
3.9503e+09 0 0 4.04053e+08 3.10979e+06 0 9.29596e+08 0 0.444935 0.000310275 0.442418 0.0725925 0.0693941 0.670609 0.000272986 0.671548 0.0647574 0.067158 0.892573 0.000191879 0.901727 0.0285923 0.0423024 61545
6.25561e+09 0 0 4.91191e+08 3.84416e+06 0 1.07843e+09 0 0.445183 0.00033472 0.443523 0.0695863 0.0677007 0.653759 0.000312821 0.654086 0.0668324 0.068048 0.878291 0.000243705 0.890346 0.0311309 0.0531861 49941
