#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.73823e+07 0.000361454 2.35244e-05 1.95774e+06 47289.1 0 0 0 0.218391 8.27061e-05 0.206188 0.0804759 0.0525127 0.365685 8.00347e-05 0.374908 0.0531812 0.0732206 0.472049 2.71617e-05 0.477546 0.0120215 0.0223644 652919
1.57136e+08 0.000744842 5.54967e-05 4.20537e+06 113760 0 0 0 0.226012 0.000138558 0.215769 0.0805918 0.0575096 0.376043 0.000118941 0.383804 0.0481159 0.0640392 0.47416 3.918e-05 0.478943 0.01115 0.0203846 241662
2.48892e+08 0.00120751 7.94005e-05 6.9696e+06 168367 0 0 0 0.234176 0.000156277 0.225412 0.0798311 0.0602368 0.38317 0.000123395 0.389724 0.0453007 0.0580505 0.475561 4.17696e-05 0.480094 0.0106013 0.0193178 191303
3.94432e+08 0.00175538 0.000107535 1.1823e+07 252375 0 0 0 0.242559 0.000174809 0.23527 0.0779444 0.0620066 0.38928 0.000130325 0.395233 0.0429922 0.0543449 0.476795 4.50839e-05 0.481246 0.0100012 0.0184129 151534
6.24912e+08 0.00275375 0.000152307 1.86031e+07 363264 0 0 0 0.251336 0.000197298 0.245597 0.0755131 0.0641336 0.395695 0.000138015 0.400675 0.0410234 0.0502792 0.478284 4.94308e-05 0.482728 0.00930634 0.0177058 118384
9.8961e+08 0.00354637 0.000196672 2.65085e+07 495924 0 0 0 0.261032 0.000221829 0.256564 0.0734301 0.0647594 0.40239 0.000149354 0.406967 0.0395337 0.0481355 0.480003 5.40396e-05 0.484419 0.00844494 0.0165835 91361
1.56938e+09 0.00477421 0.000258301 3.99377e+07 716518 0 0 0 0.271684 0.000250144 0.268352 0.0717457 0.0652722 0.410079 0.0001608 0.41488 0.0370144 0.0457235 0.481893 5.89952e-05 0.486248 0.00746575 0.0154327 71216
2.48892e+09 0.00721636 0.000359967 5.74494e+07 1.00431e+06 0 0 0 0.283166 0.000281281 0.280438 0.0702334 0.065182 0.418121 0.000171655 0.423352 0.0336539 0.044037 0.48359 6.44315e-05 0.487804 0.00663662 0.0138379 55291
3.95083e+09 0.00821784 0.000425471 8.12993e+07 1.33377e+06 0 0 0 0.294937 0.000304993 0.292858 0.067547 0.0641951 0.425149 0.000178854 0.430479 0.0311623 0.0412836 0.484518 7.14146e-05 0.488848 0.00608084 0.0133154 45024
6.2677e+09 0.0113194 0.000551838 1.12944e+08 1.78581e+06 0 0 0 0.30673 0.000332726 0.305122 0.0674312 0.0634858 0.429416 0.000189157 0.434784 0.0291602 0.0388497 0.484393 8.48578e-05 0.489123 0.00588283 0.0135635 36751
9.95478e+09 0.0150326 0.000681687 1.60936e+08 2.33874e+06 0 3.83674e+08 0 0.315863 0.000349294 0.315069 0.0648907 0.0621686 0.429951 0.000204923 0.435816 0.0282019 0.0388827 0.482935 0.000106173 0.488622 0.00609002 0.0148223 31864
1.57608e+10 0.020058 0.000833881 2.12131e+08 2.87157e+06 0 5.43777e+08 0 0.321182 0.000358684 0.322107 0.0605243 0.0628889 0.426431 0.000228287 0.433363 0.028462 0.0409517 0.479707 0.000136796 0.48692 0.00696656 0.0182722 28268
2.49832e+10 0.0294704 0.00107902 2.83173e+08 3.57658e+06 0 7.18525e+08 0 0.321394 0.000381408 0.323487 0.0589177 0.0634565 0.417918 0.000268128 0.42597 0.0306065 0.0457092 0.474104 0.000182765 0.483796 0.00862586 0.0253342 24567
3.93815e+10 0.040806 0.00140948 3.39688e+08 4.34358e+06 0 8.53413e+08 0 0.31763 0.000413285 0.320075 0.0565572 0.0627654 0.405395 0.000322302 0.413741 0.0340573 0.0510531 0.465735 0.000242409 0.477596 0.0120622 0.0357785 19703
6.17193e+10 0.055836 0.00202344 4.08155e+08 6.04826e+06 0 9.59173e+08 0 0.308642 0.000505199 0.31142 0.0553184 0.062366 0.389422 0.000429033 0.396971 0.0389734 0.0545815 0.454473 0.000359808 0.468414 0.0173432 0.048088 12877
9.60934e+10 0.084297 0.00359701 4.95556e+08 1.02449e+07 0 1.17237e+09 0 0.296103 0.000711018 0.29863 0.0526783 0.0591686 0.370575 0.000662897 0.376656 0.044387 0.0572658 0.440303 0.000594176 0.454022 0.0258618 0.0586084 5967
1.48902e+11 0.119848 0.00818118 6.29909e+08 2.39583e+07 0 1.48721e+09 0 0.283002 0.00137457 0.284767 0.0544835 0.0577273 0.355579 0.00135899 0.358205 0.0498616 0.0551616 0.42876 0.0012689 0.442397 0.0339378 0.0642664 1577
2.2935e+11 0.212871 0.0288724 9.76952e+08 8.19751e+07 5.30876e+08 1.82491e+09 5.30876e+08 0.261461 0.00374307 0.262546 0.0543534 0.0534104 0.341591 0.00415668 0.338737 0.0637281 0.0547166 0.415587 0.00374854 0.429442 0.0400176 0.0759899 202
3.5908e+11 0.277778 0.108632 1.61633e+09 4.05664e+08 1.25149e+09 2.85042e+09 1.25149e+09 0.270538 0.0132106 0.268818 0.0657263 0.0627766 0.363151 0.0130074 0.369179 0.054941 0.0565412 0.426964 0.0113276 0.432626 0.0553018 0.0749862 18
