#For SF galaxies, QTime is the duration of the last period when they were quenched.
#obs_sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.86228e+07 0.0149571 0.000267834 6.95411e+06 162779 0 0 0 0.205515 0.00012801 0.195267 0.0644687 0.0436247 0.351788 0.00013313 0.358532 0.0527163 0.0681491 0.470751 4.20238e-05 0.475244 0.0116703 0.0203424 205387
1.57295e+08 0.0267917 0.000559949 1.37068e+07 367758 0 0 0 0.20969 0.000206113 0.199909 0.0659538 0.0461141 0.359847 0.000196562 0.366303 0.048558 0.0623574 0.472187 6.23894e-05 0.476455 0.0109714 0.0193382 83160
2.49013e+08 0.0385428 0.000742468 2.32345e+07 539711 0 0 0 0.215232 0.000229804 0.206124 0.0663661 0.0476517 0.366384 0.000206565 0.372585 0.0455281 0.0594505 0.473154 6.894e-05 0.477565 0.0103931 0.01883 67224
3.93896e+08 0.0554516 0.000994779 3.77398e+07 794837 0 0 0 0.221319 0.000259656 0.213242 0.0657189 0.0495461 0.372018 0.00022013 0.377623 0.0433665 0.0548544 0.473887 7.91586e-05 0.478593 0.0100321 0.0186483 52929
6.24448e+08 0.0762753 0.00130577 5.72601e+07 1.13018e+06 0 0 0 0.228677 0.000293989 0.221109 0.0657899 0.0508854 0.378184 0.00023746 0.383242 0.0420391 0.0524021 0.474738 9.21314e-05 0.47989 0.00959331 0.0192538 41324
9.89998e+08 0.109775 0.00174035 8.68269e+07 1.62405e+06 0 0 0 0.236537 0.00033583 0.230127 0.0653928 0.0531984 0.384155 0.000264403 0.389311 0.0412586 0.05125 0.475388 0.000111661 0.481224 0.00923347 0.0200091 32266
1.57183e+09 0.140628 0.00219052 1.30375e+08 2.32334e+06 0 0 0 0.244417 0.000378223 0.23857 0.0651237 0.0534734 0.391082 0.000293507 0.396781 0.0398756 0.051159 0.475992 0.000139519 0.482988 0.00854605 0.0214306 25187
2.49084e+09 0.180509 0.00270591 1.80399e+08 3.07667e+06 0 4.67033e+08 0 0.253892 0.00042416 0.249119 0.0637485 0.0553565 0.39827 0.000323764 0.405444 0.0366384 0.0521852 0.476152 0.000171881 0.484352 0.00788879 0.0229373 20204
3.95352e+09 0.228561 0.00330665 2.49435e+08 4.08212e+06 0 6.92559e+08 0 0.262858 0.000480516 0.259078 0.0639549 0.0578613 0.403116 0.000366006 0.411441 0.0352232 0.0525632 0.47489 0.000217397 0.484891 0.00784382 0.0275294 16127
6.28088e+09 0.274108 0.00384938 3.35073e+08 5.32894e+06 0 8.53413e+08 0 0.272147 0.000532324 0.268276 0.0648789 0.0578132 0.406095 0.000411939 0.415448 0.0343526 0.0541291 0.472014 0.000278335 0.484427 0.00837871 0.0331413 13429
9.96429e+09 0.345148 0.00437286 4.61984e+08 6.74527e+06 0 1.10482e+09 0 0.277321 0.000564985 0.274926 0.0642355 0.0596485 0.402074 0.000467505 0.413351 0.035082 0.05958 0.465615 0.00035826 0.481427 0.0105182 0.0453145 11821
1.57525e+10 0.398725 0.00477608 5.4981e+08 7.63521e+06 0 1.33034e+09 0 0.282937 0.000599117 0.281566 0.0630107 0.062066 0.396394 0.000524911 0.408601 0.0374527 0.0654962 0.457689 0.000439058 0.476518 0.0141947 0.05871 10511
2.49511e+10 0.470563 0.00521204 6.7737e+08 8.9965e+06 4.01557e+08 1.14642e+09 4.01557e+08 0.283154 0.000656784 0.282096 0.0656821 0.0633749 0.384692 0.000610901 0.397444 0.0426163 0.0718524 0.446652 0.000540418 0.466952 0.0211346 0.0683506 9172
