#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
41.8628 0.00403226 0.00403226 0.00284836 0 0 0 0.0752313 0.00378081 0.0463689 0.107298 0.0463689 496
63.8394 0 0 0 0 0 0 0.0498375 0.0211025 0.0151844 0.0431014 0.0017504 29
83.26 0 0 0 0 0 0 0.030371 0.00189356 0.0155031 0.0299127 0.00192626 203
102.724 0 0 0 0 0 0 0.0400828 0.00122669 0.0158413 0.0539246 0.00267756 925
128.624 0.000727273 0.000727273 0.000514166 0 0 0 0.0507123 0.000896767 0.0387572 0.0534706 0.0257213 2750
160.096 0.00355691 0.00355691 0.000774866 0 0 0 0.0692478 0.000810482 0.0431618 0.0802257 0.0301259 5904
200.217 0.00801981 0.00801981 0.000968695 0 0 0 0.0982573 0.000873116 0.084784 0.0931219 0.0714876 8479
250.062 0.0138504 0.0138504 0.00128266 0 0 0 0.130308 0.00106543 0.110652 0.117892 0.073426 8303
313.378 0.0147084 0.0147084 0.00158371 0 0 0 0.16572 0.001491 0.148898 0.128423 0.0892392 5779
390.95 0.0157804 0.0157804 0.00230866 0 0 0 0.188175 0.00221867 0.176986 0.135402 0.115133 2915
491.329 0.00635209 0.00635209 0.00239431 0 0 0 0.190299 0.00370523 0.177031 0.139245 0.116166 1102
617.006 0.00332226 0.00332226 0.00332226 0 0 0 0.18598 0.00695037 0.158813 0.152207 0.0976262 301
769.048 0 0 0 0 0 0 0.177801 0.0148093 0.154995 0.109613 0.0929099 64
960.617 0 0 0 0 0 0 0.183026 0.041963 0.200622 0.107778 0.188701 6
