#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
48.1766 0 0 0 0 0 0 0.00350025 0.00262337 0 0 0 51
60.9762 0 0 0 0 0 0 0 0 0 0 0 17
75.6584 0 0 0 0 0 0 0 0 0 0 0 6
105.84 0 0 0 0 0 0 0.0287824 0.0287824 0.0287824 0 0 1
132.012 0 0 0 0 0 0 0.0358558 0.00733852 0.0287824 0.0436873 0.00147343 6
160.572 0 0 0 0 0 0 0.0344967 0.00274767 0.0266447 0.0291402 0.00166076 46
201.67 0 0 0 0 0 0 0.0489153 0.00297764 0.0260233 0.0515837 0.00204354 149
252.48 0 0 0 0 0 0 0.053833 0.00238367 0.0260233 0.0534369 0.00293079 315
318.634 0 0 0 0 0 0 0.0651351 0.00293133 0.0266447 0.08971 0.0035522 341
395.244 0 0 0 0 0 0 0.0863472 0.00452669 0.0705944 0.0862522 0.0472182 200
494.859 0 0 0 0 0 0 0.111827 0.00798034 0.107885 0.0902025 0.084213 94
609.565 0 0 0 0 0 0 0.0956333 0.013518 0.0715127 0.0891571 0.0484202 17
735.39 0 0 0 0 0 0 0.0223071 0.0223071 0.0223071 0 0 1
