#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
47.1816 6.52348e+08 1.67767e+06 4.96485e+08 4.56911e+08 1.48467e+08 2.34913e+09 8.38802e+06 1.74201e+09 2.14595e+09 1.02505e+09 54795
63.3993 7.12116e+08 1.94385e+06 5.69512e+08 5.15109e+08 2.20268e+08 2.08795e+09 6.15096e+06 1.74201e+09 1.78051e+09 1.02505e+09 55976
80.0509 8.30018e+08 2.14845e+06 6.13304e+08 6.8858e+08 2.57032e+08 2.35438e+09 5.95019e+06 1.97444e+09 2.03592e+09 1.14531e+09 74680
99.7521 9.63522e+08 2.56417e+06 7.1696e+08 8.4492e+08 3.53381e+08 2.57957e+09 6.36259e+06 2.09125e+09 2.41132e+09 1.26213e+09 80850
124.794 1.12363e+09 3.58544e+06 8.29125e+08 1.02889e+09 4.34421e+08 2.7168e+09 7.78961e+06 2.20847e+09 2.54162e+09 1.37934e+09 61525
156.471 1.36172e+09 5.87321e+06 9.82191e+08 1.33243e+09 5.2066e+08 2.64333e+09 1.02083e+07 2.09125e+09 2.53496e+09 1.26213e+09 35638
196.221 1.70892e+09 1.09158e+07 1.24807e+09 1.76554e+09 7.54123e+08 2.33767e+09 1.36317e+07 1.85802e+09 2.27501e+09 1.14106e+09 16709
246.408 2.12953e+09 2.13265e+07 1.59731e+09 2.25703e+09 9.92076e+08 1.9628e+09 1.90217e+07 1.51125e+09 1.7692e+09 8.34329e+08 6257
309.456 2.41327e+09 4.06728e+07 1.95015e+09 2.44302e+09 1.25048e+09 1.69477e+09 2.86466e+07 1.28215e+09 1.51821e+09 6.76918e+08 1947
389.821 2.79612e+09 8.07657e+07 2.26154e+09 2.77611e+09 1.45536e+09 1.43859e+09 4.3127e+07 1.16825e+09 1.15783e+09 6.74308e+08 620
488.9 2.66781e+09 1.34883e+08 2.46774e+09 1.92116e+09 1.526e+09 1.34104e+09 6.74381e+07 1.14952e+09 9.41735e+08 6.55575e+08 153
622.77 2.78273e+09 2.01944e+08 2.80036e+09 1.58478e+09 1.74558e+09 1.22619e+09 1.20079e+08 1.05478e+09 6.87229e+08 4.71201e+08 51
763.071 2.7474e+09 4.15322e+08 2.56247e+09 1.81668e+09 1.61705e+09 1.08152e+09 1.48921e+08 8.29125e+08 1.14531e+09 3.35182e+08 21
1101.7 7.066e+08 1.22525e+08 8.29125e+08 0 2.4505e+08 1.04057e+09 7.01441e+08 1.74201e+09 0 1.40288e+09 2
1286.66 2.33871e+09 2.33871e+09 2.33871e+09 0 0 9.41735e+08 9.41735e+08 9.41735e+08 0 0 1
