#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.01398e+07 7.51534e+08 2.75809e+06 5.80006e+08 5.81931e+08 2.2836e+08 2.11926e+09 7.83367e+06 1.74201e+09 1.90202e+09 1.02505e+09 35227
1.59029e+08 8.16349e+08 4.24821e+06 6.02658e+08 6.77658e+08 2.48657e+08 2.23003e+09 1.08966e+07 1.85802e+09 1.90783e+09 1.06072e+09 19709
2.52448e+08 8.62433e+08 4.18773e+06 6.67507e+08 7.01696e+08 3.10116e+08 2.31769e+09 1.05055e+07 1.85802e+09 2.15234e+09 1.02889e+09 22778
3.98076e+08 8.99625e+08 4.41125e+06 6.79528e+08 7.51738e+08 3.21047e+08 2.39517e+09 1.0616e+07 1.97444e+09 2.15859e+09 1.14531e+09 24456
6.29806e+08 9.31337e+08 4.54303e+06 7.0208e+08 7.89428e+08 3.40462e+08 2.46648e+09 1.08959e+07 1.97444e+09 2.28152e+09 1.14531e+09 24473
9.96794e+08 9.52715e+08 4.89874e+06 7.06788e+08 8.26695e+08 3.4517e+08 2.54284e+09 1.158e+07 2.09125e+09 2.2879e+09 1.26213e+09 23173
1.58347e+09 1.00458e+09 5.40493e+06 7.20099e+08 9.12011e+08 3.55577e+08 2.61065e+09 1.22918e+07 2.09125e+09 2.41132e+09 1.26213e+09 22106
2.5065e+09 1.02457e+09 5.6282e+06 7.33444e+08 9.29217e+08 3.66267e+08 2.66215e+09 1.27924e+07 2.20847e+09 2.41775e+09 1.37934e+09 21240
3.97163e+09 1.07991e+09 6.09786e+06 8.00274e+08 9.57281e+08 4.30727e+08 2.6866e+09 1.34028e+07 2.20847e+09 2.54162e+09 1.37934e+09 20309
6.28859e+09 1.12153e+09 6.65881e+06 8.1198e+08 1.04012e+09 4.39801e+08 2.71239e+09 1.38891e+07 2.20847e+09 2.66568e+09 1.37934e+09 19466
9.97214e+09 1.20185e+09 7.36281e+06 8.48257e+08 1.15004e+09 4.31556e+08 2.72956e+09 1.43225e+07 2.20847e+09 2.66568e+09 1.37934e+09 18855
1.57946e+10 1.30022e+09 8.23484e+06 9.29217e+08 1.26591e+09 4.79671e+08 2.69713e+09 1.47816e+07 2.09125e+09 2.7829e+09 1.26213e+09 17794
2.4962e+10 1.40309e+09 9.36911e+06 1.00117e+09 1.3903e+09 5.3964e+08 2.60294e+09 1.52121e+07 1.97444e+09 2.65178e+09 1.14531e+09 16188
3.94414e+10 1.53998e+09 1.14731e+07 1.0876e+09 1.59362e+09 6.13325e+08 2.4801e+09 1.65561e+07 1.85802e+09 2.52113e+09 1.06675e+09 13005
6.1708e+10 1.7545e+09 1.57969e+07 1.25748e+09 1.81114e+09 7.57009e+08 2.27148e+09 1.8924e+07 1.74201e+09 2.17895e+09 1.02505e+09 8725
9.64813e+10 1.87244e+09 2.35769e+07 1.36408e+09 2.01459e+09 7.96714e+08 2.11842e+09 2.54706e+07 1.62642e+09 2.01761e+09 9.0946e+08 4244
1.52094e+11 2.21101e+09 4.45801e+07 1.69349e+09 2.23892e+09 1.04901e+09 1.84739e+09 3.9555e+07 1.39649e+09 1.76342e+09 7.91253e+08 1426
2.38695e+11 2.38664e+09 8.76375e+07 1.97812e+09 2.29773e+09 1.26116e+09 1.49227e+09 6.10293e+07 1.21414e+09 1.11195e+09 7.20194e+08 364
3.80517e+11 2.6271e+09 1.63553e+08 2.66626e+09 1.54873e+09 1.83713e+09 1.30343e+09 1.00794e+08 9.88039e+08 1.11708e+09 4.94097e+08 86
5.94578e+11 3.28262e+09 4.30866e+08 3.39402e+09 1.33643e+09 2.31878e+09 1.04528e+09 1.94236e+08 8.29125e+08 9.12884e+08 3.35182e+08 11
1.03145e+12 2.27668e+09 8.18424e+08 2.33871e+09 1.32348e+09 1.50959e+09 6.6594e+08 1.75819e+08 7.1696e+08 2.24775e+08 3.77834e+08 3
