#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.62473e+09 0.0912903 0.0974134 0.00193377 0 0 0 0.0548926 0.000376524 0.0350436 0.0653444 0.0279761 26947
1.59942e+10 0.114732 0.125433 0.00241074 0 0 0 0.053198 0.000392914 0.0335642 0.0625042 0.0207707 22801
2.52576e+10 0.154973 0.173372 0.00254422 0 0 0 0.0632638 0.000414321 0.0405244 0.0751503 0.0277161 28263
3.99295e+10 0.201861 0.233228 0.00272441 0 1 0 0.0771637 0.000449057 0.050217 0.0926511 0.037218 33315
6.32261e+10 0.267669 0.322962 0.00301871 0 1 0 0.0970108 0.000487005 0.0683985 0.110134 0.0478024 37636
1.00035e+11 0.321084 0.394353 0.00321152 0 1 0 0.114615 0.000532081 0.0837129 0.126664 0.0621483 39239
1.5812e+11 0.383582 0.49235 0.00361674 0 1 0 0.133684 0.000588506 0.102485 0.141337 0.0729439 38495
2.50215e+11 0.446988 0.596545 0.00408513 0 1 0 0.155784 0.000669109 0.124585 0.154516 0.0868464 35605
3.9618e+11 0.531687 0.744069 0.00468857 1 1 1 0.184289 0.000760402 0.153644 0.170161 0.103104 32079
6.26263e+11 0.614537 0.911201 0.00547671 1 1 1 0.221599 0.00088922 0.196184 0.178153 0.123656 27489
9.91259e+11 0.702912 1.11242 0.00637106 1 1 1 0.269267 0.00104743 0.24871 0.187972 0.143802 22835
1.56814e+12 0.776666 1.31764 0.00758199 1 1 1 0.325236 0.00123008 0.314091 0.185207 0.161364 17794
2.48303e+12 0.821643 1.46826 0.00872392 1 1 1 0.390794 0.00141026 0.387825 0.180548 0.174125 14129
3.93961e+12 0.835516 1.53669 0.0103259 1 2 1 0.461794 0.00162466 0.467936 0.166958 0.181488 10384
6.22255e+12 0.821419 1.48791 0.0122172 1 2 1 0.537999 0.00183809 0.552634 0.149131 0.181536 7442
9.86316e+12 0.771575 1.34955 0.0146012 1 1 1 0.604925 0.0020372 0.62465 0.129687 0.172994 5284
1.56555e+13 0.705966 1.17899 0.0173687 1 1 1 0.661358 0.00229136 0.6835 0.108268 0.154056 3503
2.4681e+13 0.619238 0.963209 0.0202686 1 1 1 0.709496 0.00256612 0.734257 0.0906603 0.140725 2256
3.91843e+13 0.528159 0.763049 0.0232102 1 1 1 0.751656 0.00284285 0.776148 0.0719901 0.119854 1456
6.16362e+13 0.450279 0.63352 0.028011 0 1 0 0.785125 0.00307125 0.807226 0.0601838 0.102375 895
9.7315e+13 0.369478 0.465863 0.0303458 0 1 0 0.807177 0.00370956 0.825055 0.0520819 0.0878943 498
1.53842e+14 0.356913 0.440514 0.0376481 0 1 0 0.829387 0.00396734 0.841693 0.0511582 0.0704504 311
2.44773e+14 0.365385 0.435897 0.0499623 0 1 0 0.838546 0.00525625 0.85555 0.0413371 0.0821142 156
3.85579e+14 0.30303 0.393939 0.0832856 0 1 0 0.827094 0.0096456 0.844198 0.0498613 0.0778677 66
6.0651e+14 0.236842 0.289474 0.0916724 0 1 0 0.877584 0.00636094 0.886465 0.0263413 0.0399212 38
8.75563e+14 0.25 0.25 0.25 0 1 0 0.854126 0.00768782 0.856539 0.0162246 0.0211383 4
1.74499e+15 0.5 0.5 0.5 1 0 1 0.881438 0.0171494 0.898587 0 0.0342988 2
