#For SF galaxies, QTime is the duration of the last period when they were quenched.
#obs_sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.7239e+07 0 0 8.65151e+06 107582 0 0 0 0.281852 0.000111692 0.271916 0.105239 0.0869596 0.508628 8.19511e-05 0.51675 0.055321 0.0693524 0.632166 2.90167e-05 0.637899 0.0144688 0.0255005 691550
1.5741e+08 0 0 1.73362e+07 250624 0 0 0 0.29077 0.000178842 0.283402 0.101328 0.0889771 0.513313 0.000119245 0.519209 0.0522803 0.0631271 0.632655 4.52379e-05 0.638134 0.0142071 0.0247208 263505
2.49059e+08 0 0 2.45254e+07 336019 0 0 0 0.299939 0.000195061 0.295052 0.0961658 0.0899828 0.516571 0.000125298 0.521326 0.0513717 0.0603593 0.633143 4.97095e-05 0.638754 0.0138468 0.0246423 215945
3.94387e+08 0 0 3.61376e+07 465271 0 0 0 0.310526 0.000213438 0.307038 0.0918164 0.0888533 0.520582 0.000135302 0.525055 0.0499794 0.0584389 0.63358 5.62131e-05 0.639388 0.0135584 0.0244418 172611
6.25329e+08 0 0 5.0643e+07 635917 0 0 0 0.322699 0.000235068 0.320158 0.0878098 0.0868416 0.526106 0.00014709 0.530381 0.0481994 0.056768 0.634321 6.44694e-05 0.640338 0.0132891 0.0245081 135756
9.91884e+08 0 0 7.03253e+07 853562 0 0 0 0.335491 0.000257751 0.333697 0.0837304 0.0834202 0.532197 0.000160186 0.536196 0.0468478 0.0547773 0.635223 7.23985e-05 0.641327 0.0128531 0.0240381 106825
1.57143e+09 0 0 9.45458e+07 1.12064e+06 0 0 0 0.348772 0.000280038 0.346819 0.0810561 0.0788151 0.537637 0.000174905 0.541845 0.045027 0.0530886 0.635551 8.34284e-05 0.642037 0.0125728 0.0245894 85283
2.49198e+09 0 0 1.25421e+08 1.45342e+06 0 0 0 0.360822 0.000301437 0.359165 0.0778213 0.0759821 0.541131 0.000188057 0.544936 0.0439229 0.0511011 0.634676 9.78084e-05 0.641689 0.012859 0.0255193 69203
3.9554e+09 0 0 1.66577e+08 1.87673e+06 0 3.33835e+08 0 0.372898 0.000320154 0.371028 0.0764638 0.0728134 0.541941 0.000203902 0.54563 0.0439905 0.0500067 0.632765 0.000117062 0.64072 0.0132992 0.0279759 57797
6.2668e+09 0 0 2.25593e+08 2.39462e+06 0 5.45884e+08 0 0.38114 0.000337242 0.380346 0.0723255 0.0718919 0.53803 0.000227169 0.54251 0.0438612 0.0519274 0.628948 0.000144022 0.638125 0.0147923 0.0313939 48970
