#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.26738e+07 7.51835e+08 1.00002e+08 5.84049e+08 5.83426e+08 2.50487e+08 1.4985e+09 2.32462e+08 1.24919e+09 1.20585e+09 6.25202e+08 18
1.59889e+08 6.3007e+08 6.69291e+07 5.8017e+08 2.53503e+08 1.63964e+08 1.26727e+09 1.61842e+08 1.20812e+09 6.6675e+08 5.00725e+08 14
2.45784e+08 7.66953e+08 1.06447e+08 7.07395e+08 6.25253e+08 3.73594e+08 1.08268e+09 1.4335e+08 9.57732e+08 5.00671e+08 4.17123e+08 18
3.98628e+08 8.56696e+08 1.18389e+08 7.44153e+08 4.23712e+08 3.27145e+08 1.06972e+09 1.54205e+08 1.00085e+09 9.5714e+08 5.43584e+08 17
6.18147e+08 8.67036e+08 1.06889e+08 7.07395e+08 8.35272e+08 2.91188e+08 1.12193e+09 1.41614e+08 8.74274e+08 1.0006e+09 4.1701e+08 25
9.75721e+08 1.09017e+09 1.31284e+08 8.34388e+08 8.30655e+08 3.34515e+08 1.22744e+09 1.65419e+08 7.90825e+08 1.49891e+09 2.50216e+08 35
1.60043e+09 9.66931e+08 9.12855e+07 8.99509e+08 5.58894e+08 4.84648e+08 1.38203e+09 1.72262e+08 1.0412e+09 1.33124e+09 5.00587e+08 29
2.55263e+09 1.10046e+09 1.29423e+08 9.9134e+08 7.24038e+08 5.34076e+08 1.5568e+09 1.89194e+08 1.20812e+09 1.49402e+09 5.48832e+08 38
4.09464e+09 1.11759e+09 1.38671e+08 8.74274e+08 1.23164e+09 5.40427e+08 1.48017e+09 1.37424e+08 1.12466e+09 1.33038e+09 5.00674e+08 37
6.37519e+09 1.03175e+09 1.03455e+08 8.33941e+08 8.74484e+08 4.37109e+08 1.49307e+09 1.77076e+08 9.57732e+08 1.74441e+09 4.57057e+08 45
1.00237e+10 1.235e+09 1.17469e+08 9.96637e+08 1.08843e+09 5.79431e+08 1.40002e+09 1.15108e+08 1.0412e+09 1.24853e+09 4.17209e+08 59
1.56165e+10 1.15271e+09 1.15859e+08 7.90825e+08 1.33648e+09 3.33561e+08 1.45923e+09 1.21344e+08 1.12466e+09 1.16507e+09 5.00674e+08 70
2.50888e+10 1.41513e+09 1.29252e+08 1.05634e+09 1.6458e+09 5.57446e+08 1.34898e+09 1.14841e+08 1.0412e+09 1.33124e+09 5.40454e+08 67
3.8914e+10 1.54705e+09 1.12509e+08 1.31127e+09 1.0799e+09 6.0387e+08 1.50279e+09 1.10339e+08 1.375e+09 7.49029e+08 7.26874e+08 68
6.25927e+10 1.68402e+09 1.93321e+08 1.62513e+09 1.40455e+09 1.12454e+09 1.38412e+09 1.66459e+08 1.12466e+09 1.08594e+09 5.65731e+08 31
9.4777e+10 1.16275e+09 2.84383e+08 1.08371e+09 2.91283e+08 6.2645e+08 1.03189e+09 1.29518e+08 9.17794e+08 7.44372e+08 3.33741e+08 14
1.46548e+11 5.88103e+08 1.59475e+08 7.50956e+08 2.06777e+08 4.40793e+08 1.84891e+09 8.00294e+08 1.29157e+09 2.93838e+09 5.00742e+08 4
2.29587e+11 3.75611e+09 3.75611e+09 3.75611e+09 0 0 7.84001e+08 7.84001e+08 7.84001e+08 0 0 1
