#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
48.0469 0 0 0 0 0 0 3.30372e-07 1.90894e-07 0 0 0 472964
62.7963 0 0 0 0 0 0 9.83167e-07 9.83167e-07 0 0 0 442927
79.6726 0 0 0 0 0 0 0 0 0 0 0 331052
97.9359 0 0 0 0 0 0 2.00254e-06 7.62796e-07 0 0 0 170633
123.384 0 0 0 0 0 0 2.43314e-05 5.42324e-06 0 0 0 57512
154.852 0 0 0 0 0 0 0.000285456 3.822e-05 0 0 0 18714
194.74 0 0 0 0 0 0 0.00207097 0.000184676 0 0 0 5283
245.304 0 0 0 0 0 0 0.00943723 0.000925419 0 0 0 1334
306.459 0 0 0 0 0 0 0.0258262 0.00307105 0 0.0534676 0 333
388.5 0 0 0 0 0 0 0.0680357 0.0146467 0.0219487 0.179082 0.0219487 53
472.735 0 0 0 0 0 0 0.0686603 0.0404897 0.0440582 0.0256548 0.0440582 8
