#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=1.002310 (z=-0.002305)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 2.45 - 2.61667
#HM    Stats: 1.028380e+13 (median) + 6.142700e+12  / - 3.211740e+12
#SM    Stats: 1.118580e+11 (median) + 6.490499e+10  / - 4.439700e+10
#ObsSM Stats: 1.132610e+11 (median) + 6.928900e+10  / - 4.735200e+10
#VMP   Stats: 3.239600e+02 (median) + 5.139001e+01  / - 3.129999e+01
#ICL   Stats: 4.671810e+09 (median) + 1.263119e+10  / - 3.112610e+09
#SSFR  Stats: 2.690497e-12 (median) + 2.675672e-11  / - 1.952446e-12
sfh 0.055623 0 0 0 #avg: 1.52082e-06; avg_err: 1.51998e-06; sd: 0.000164888; counts: 11769
sfh 0.060123 0 0 0 #avg: 0.000369371; avg_err: 5.10104e-05; sd: 0.00553363; counts: 11769
sfh 0.062373 0 0 0 #avg: 0.00274336; avg_err: 0.000281818; sd: 0.0305718; counts: 11769
sfh 0.064623 0 0 0 #avg: 0.00907739; avg_err: 0.000649579; sd: 0.0704666; counts: 11769
sfh 0.066873 0 0 0 #avg: 0.0225179; avg_err: 0.00127085; sd: 0.137863; counts: 11769
sfh 0.069123 0 0.00548202 0 #avg: 0.0453437; avg_err: 0.00224883; sd: 0.243954; counts: 11769
sfh 0.071373 0 0.0477645 0 #avg: 0.0768449; avg_err: 0.00304776; sd: 0.330622; counts: 11769
sfh 0.073623 0 0.116251 0 #avg: 0.117279; avg_err: 0.00422346; sd: 0.458163; counts: 11769
sfh 0.075873 0.000959342 0.212557 0.000959342 #avg: 0.168215; avg_err: 0.00549616; sd: 0.596226; counts: 11769
sfh 0.078123 0.0178789 0.310239 0.0178789 #avg: 0.227593; avg_err: 0.00703722; sd: 0.7634; counts: 11769
sfh 0.080373 0.0495806 0.409146 0.0495806 #avg: 0.292275; avg_err: 0.00918307; sd: 0.996184; counts: 11769
sfh 0.082623 0.0940149 0.46565 0.0940149 #avg: 0.335379; avg_err: 0.00813244; sd: 0.88221; counts: 11769
sfh 0.085998 0.178451 0.641236 0.167533 #avg: 0.495845; avg_err: 0.0111149; sd: 1.20575; counts: 11769
sfh 0.089373 0.286656 0.794444 0.248525 #avg: 0.658368; avg_err: 0.0145295; sd: 1.57617; counts: 11769
sfh 0.092748 0.412057 0.958013 0.325653 #avg: 0.834376; avg_err: 0.0140955; sd: 1.52908; counts: 11769
sfh 0.096123 0.573009 1.15104 0.427045 #avg: 1.06611; avg_err: 0.0174265; sd: 1.89044; counts: 11769
sfh 0.099498 0.737187 1.36811 0.519854 #avg: 1.32623; avg_err: 0.0204267; sd: 2.2159; counts: 11769
sfh 0.102873 0.910659 1.58516 0.618549 #avg: 1.61541; avg_err: 0.0248947; sd: 2.70059; counts: 11769
sfh 0.106248 1.10667 1.84477 0.726466 #avg: 1.92415; avg_err: 0.0303443; sd: 3.29176; counts: 11769
sfh 0.109623 1.29199 2.13226 0.821118 #avg: 2.24657; avg_err: 0.0340864; sd: 3.6977; counts: 11769
sfh 0.112998 1.49016 2.4351 0.925024 #avg: 2.58698; avg_err: 0.0414168; sd: 4.49291; counts: 11769
sfh 0.116373 1.69684 2.76821 1.04721 #avg: 2.94894; avg_err: 0.047467; sd: 5.14924; counts: 11769
sfh 0.119748 1.88478 3.18004 1.14942 #avg: 3.29724; avg_err: 0.050604; sd: 5.48955; counts: 11769
sfh 0.123123 2.11752 3.5476 1.29271 #avg: 3.70106; avg_err: 0.0642378; sd: 6.96854; counts: 11769
sfh 0.126498 2.34281 3.92108 1.41297 #avg: 4.04277; avg_err: 0.0657918; sd: 7.13712; counts: 11769
sfh 0.129873 2.60146 4.29934 1.58211 #avg: 4.41477; avg_err: 0.0640327; sd: 6.94629; counts: 11769
sfh 0.133248 2.84126 4.66952 1.72852 #avg: 4.80293; avg_err: 0.0666826; sd: 7.23375; counts: 11769
sfh 0.136623 3.08498 5.20394 1.85696 #avg: 5.24924; avg_err: 0.0779609; sd: 8.45723; counts: 11769
sfh 0.141685 3.43512 5.92366 2.0759 #avg: 5.91885; avg_err: 0.0801307; sd: 8.69261; counts: 11769
sfh 0.146748 3.82272 6.53698 2.29727 #avg: 6.65408; avg_err: 0.102988; sd: 11.1722; counts: 11769
sfh 0.15181 4.23118 7.17142 2.56063 #avg: 7.41573; avg_err: 0.113261; sd: 12.2866; counts: 11769
sfh 0.156873 4.62003 7.93327 2.81841 #avg: 8.18573; avg_err: 0.123904; sd: 13.4412; counts: 11769
sfh 0.161935 5.04518 8.81742 3.0743 #avg: 8.97981; avg_err: 0.132295; sd: 14.3514; counts: 11769
sfh 0.166998 5.48366 9.82604 3.33957 #avg: 9.8663; avg_err: 0.142312; sd: 15.4381; counts: 11769
sfh 0.17206 5.96242 10.846 3.68973 #avg: 10.7914; avg_err: 0.156804; sd: 17.0101; counts: 11769
sfh 0.177123 6.396 11.7263 3.97732 #avg: 11.6818; avg_err: 0.170891; sd: 18.5384; counts: 11769
sfh 0.182185 6.96078 13.0239 4.40534 #avg: 12.7251; avg_err: 0.193841; sd: 21.0279; counts: 11769
sfh 0.187248 7.46329 14.2394 4.7392 #avg: 13.7515; avg_err: 0.196644; sd: 21.332; counts: 11769
sfh 0.19231 7.93993 15.745 5.04325 #avg: 15.0479; avg_err: 0.221584; sd: 24.0376; counts: 11769
sfh 0.197373 8.5421 17.4168 5.46024 #avg: 16.3368; avg_err: 0.247704; sd: 26.871; counts: 11769
sfh 0.202435 9.20454 18.8802 5.95426 #avg: 17.4912; avg_err: 0.262537; sd: 28.4801; counts: 11769
sfh 0.207498 9.8599 20.0347 6.46272 #avg: 18.8568; avg_err: 0.287026; sd: 31.1367; counts: 11769
sfh 0.21256 10.5652 21.5151 6.91007 #avg: 20.4885; avg_err: 0.318056; sd: 34.5028; counts: 11769
sfh 0.217623 11.3525 23.5765 7.46832 #avg: 21.8196; avg_err: 0.327483; sd: 35.5255; counts: 11769
sfh 0.222685 12.2352 25.5233 8.18032 #avg: 23.2919; avg_err: 0.338738; sd: 36.7464; counts: 11769
sfh 0.227748 13.1168 27.9493 8.78295 #avg: 25.1288; avg_err: 0.350118; sd: 37.9809; counts: 11769
sfh 0.23281 13.9628 30.5027 9.43604 #avg: 26.977; avg_err: 0.374615; sd: 40.6384; counts: 11769
sfh 0.237873 14.5799 33.1339 9.85509 #avg: 28.7777; avg_err: 0.406134; sd: 44.0576; counts: 11769
sfh 0.242935 15.5712 35.6375 10.6185 #avg: 30.6153; avg_err: 0.424266; sd: 46.0245; counts: 11769
sfh 0.247998 16.4978 37.6858 11.3642 #avg: 32.2666; avg_err: 0.443584; sd: 48.1201; counts: 11769
sfh 0.25306 17.5915 41.5414 12.2938 #avg: 33.9169; avg_err: 0.439141; sd: 47.6381; counts: 11769
sfh 0.258123 18.6869 43.7459 13.2982 #avg: 35.7447; avg_err: 0.45897; sd: 49.7892; counts: 11769
sfh 0.263185 19.6674 46.6076 14.0114 #avg: 37.6044; avg_err: 0.479036; sd: 51.966; counts: 11769
sfh 0.268248 20.5011 50.9007 14.5568 #avg: 39.5931; avg_err: 0.499121; sd: 54.1448; counts: 11769
sfh 0.27331 21.8579 53.1996 15.9634 #avg: 41.8249; avg_err: 0.511687; sd: 55.508; counts: 11769
sfh 0.278373 23.2668 56.4664 17.251 #avg: 43.3853; avg_err: 0.527869; sd: 57.2635; counts: 11769
sfh 0.283435 24.5267 59.4159 18.3276 #avg: 45.35; avg_err: 0.544538; sd: 59.0717; counts: 11769
sfh 0.288498 25.3209 60.7583 19.2399 #avg: 46.9258; avg_err: 0.557075; sd: 60.4317; counts: 11769
sfh 0.29356 27.0045 63.9307 20.7747 #avg: 48.5046; avg_err: 0.558206; sd: 60.5544; counts: 11769
sfh 0.298623 28.7954 65.8615 22.6231 #avg: 50.0202; avg_err: 0.563839; sd: 61.1654; counts: 11769
sfh 0.303685 29.8757 67.9707 23.8019 #avg: 51.1957; avg_err: 0.554752; sd: 60.1798; counts: 11769
sfh 0.308748 31.0267 67.9559 24.8074 #avg: 52.0295; avg_err: 0.554898; sd: 60.1955; counts: 11769
sfh 0.31381 32.3777 68.7993 26.5344 #avg: 53.0956; avg_err: 0.566082; sd: 61.4089; counts: 11769
sfh 0.318873 34.154 68.199 28.225 #avg: 53.9279; avg_err: 0.56721; sd: 61.5311; counts: 11769
sfh 0.323935 34.7688 67.8392 29.0499 #avg: 54.2112; avg_err: 0.563023; sd: 61.077; counts: 11769
sfh 0.328997 36.4754 66.8266 30.6913 #avg: 54.8061; avg_err: 0.561105; sd: 60.8689; counts: 11769
sfh 0.33406 37.0337 65.3833 31.4732 #avg: 54.9325; avg_err: 0.563451; sd: 61.1234; counts: 11769
sfh 0.339122 36.6419 65.8151 31.442 #avg: 54.4818; avg_err: 0.558655; sd: 60.6031; counts: 11769
sfh 0.344185 36.9293 64.4867 31.8307 #avg: 54.3599; avg_err: 0.554568; sd: 60.1598; counts: 11769
sfh 0.349247 37.5043 63.5127 32.2464 #avg: 53.9987; avg_err: 0.541807; sd: 58.7754; counts: 11769
sfh 0.35431 36.4836 63.9374 31.5173 #avg: 53.1625; avg_err: 0.527481; sd: 57.2213; counts: 11769
sfh 0.359372 36.5692 62.1049 31.9402 #avg: 51.9798; avg_err: 0.509527; sd: 55.2737; counts: 11769
sfh 0.364435 35.9153 59.6083 31.3473 #avg: 50.7395; avg_err: 0.494227; sd: 53.614; counts: 11769
sfh 0.369497 35.1258 59.2876 30.8977 #avg: 49.6717; avg_err: 0.482372; sd: 52.3279; counts: 11769
sfh 0.37456 34.5424 56.7624 30.4604 #avg: 48.4994; avg_err: 0.468196; sd: 50.79; counts: 11769
sfh 0.379622 33.8621 55.5249 29.8968 #avg: 47.2117; avg_err: 0.454918; sd: 49.3497; counts: 11769
sfh 0.384685 32.3873 53.7124 28.472 #avg: 45.8002; avg_err: 0.441571; sd: 47.9018; counts: 11769
sfh 0.389747 31.3137 53.2778 27.5743 #avg: 44.4923; avg_err: 0.429777; sd: 46.6224; counts: 11769
sfh 0.39481 30.6898 51.1195 27.08 #avg: 43.0861; avg_err: 0.413321; sd: 44.8373; counts: 11769
sfh 0.399872 29.9461 48.6111 26.4966 #avg: 41.7279; avg_err: 0.404289; sd: 43.8574; counts: 11769
sfh 0.404935 28.6209 47.0122 25.3046 #avg: 40.1; avg_err: 0.387627; sd: 42.05; counts: 11769
sfh 0.409997 27.2008 45.7673 24.1333 #avg: 38.6071; avg_err: 0.37469; sd: 40.6465; counts: 11769
sfh 0.41506 26.0862 44.084 23.2025 #avg: 36.9292; avg_err: 0.354197; sd: 38.4234; counts: 11769
sfh 0.420122 25.1107 42.6696 22.3621 #avg: 35.6136; avg_err: 0.34412; sd: 37.3303; counts: 11769
sfh 0.425185 24.2595 41.5793 21.5852 #avg: 34.5621; avg_err: 0.334853; sd: 36.325; counts: 11769
sfh 0.430247 23.2803 41.0899 20.757 #avg: 33.5088; avg_err: 0.328564; sd: 35.6428; counts: 11769
sfh 0.43531 22.0213 38.9274 19.6876 #avg: 31.8987; avg_err: 0.312296; sd: 33.878; counts: 11769
sfh 0.440372 21.6445 37.4734 19.3771 #avg: 30.8638; avg_err: 0.301608; sd: 32.7186; counts: 11769
sfh 0.445435 20.3627 36.7178 18.2807 #avg: 29.616; avg_err: 0.292443; sd: 31.7243; counts: 11769
sfh 0.450497 19.5405 34.9069 17.5045 #avg: 28.6002; avg_err: 0.285808; sd: 31.0045; counts: 11769
sfh 0.45556 18.9025 33.3566 16.9527 #avg: 27.3739; avg_err: 0.272481; sd: 29.5589; counts: 11769
sfh 0.460622 18.1175 31.8328 16.2303 #avg: 26.4018; avg_err: 0.263971; sd: 28.6357; counts: 11769
sfh 0.465685 17.1512 31.4392 15.4168 #avg: 25.2442; avg_err: 0.252833; sd: 27.4274; counts: 11769
sfh 0.470747 16.2323 29.8901 14.6266 #avg: 24.0949; avg_err: 0.242955; sd: 26.3559; counts: 11769
