#For SF galaxies, QTime is the duration of the last period when they were quenched.
#obs_sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.77646e+07 1 0 0 0 0 0 0 0.123798 0.00739159 0.114596 0.033191 0.00720412 0.156869 0.00511711 0.163124 0.00450021 0.0181686 0.182243 0.00327983 0.185519 0.00371797 0.00936231 8
1.55535e+08 1 0 2.12813e+07 2.12813e+07 0 0 0 0.125537 0.0064603 0.127938 0.0248845 0.0298557 0.154568 0.00600275 0.164095 0.0142057 0.0406356 0.179744 0.00298259 0.179918 0.00974387 0.0142776 16
2.5912e+08 1 0 0 0 0 0 0 0.134489 0.00496638 0.138383 0.0100547 0.0248113 0.157031 0.00504017 0.155435 0.0221759 0.0171361 0.180917 0.00196661 0.180572 0.00886053 0.00773752 15
4.18699e+08 1 0 0 0 0 0 0 0.131879 0.00287964 0.129981 0.0128042 0.0142361 0.164113 0.00190838 0.163138 0.00928292 0.00795391 0.184633 0.00120838 0.185489 0.00514165 0.00845565 33
6.50578e+08 1 0 0 0 0 0 0 0.127922 0.00253749 0.130434 0.0148256 0.0226958 0.15836 0.00212833 0.15898 0.0135937 0.0145178 0.1819 0.00136763 0.184724 0.00693066 0.0137308 56
9.89065e+08 1 0 3.86933e+06 3.86933e+06 0 0 0 0.127061 0.00196905 0.128702 0.0170315 0.0192731 0.157078 0.00160789 0.15988 0.0127116 0.0180847 0.180807 0.00109517 0.181902 0.00834428 0.0115602 88
1.59382e+09 1 0 0 0 0 0 0 0.132273 0.00189123 0.131847 0.0197802 0.0195685 0.161587 0.0016308 0.162842 0.0138435 0.0170916 0.182651 0.00107661 0.184818 0.00755942 0.0118508 94
2.53993e+09 1 0 7.49522e+06 5.28681e+06 0 0 0 0.132106 0.0017697 0.130893 0.0190853 0.020175 0.16292 0.00150099 0.164841 0.0147864 0.0196222 0.182871 0.00112168 0.186441 0.00717454 0.0145311 120
3.95698e+09 1 0 7.07927e+06 4.08401e+06 0 0 0 0.133594 0.00132574 0.13577 0.0138696 0.0179045 0.164092 0.00099824 0.16644 0.0093708 0.0151144 0.183796 0.000696298 0.18511 0.00746641 0.0111813 156
6.42023e+09 1 0 7.36244e+06 4.24627e+06 0 0 0 0.130158 0.00147972 0.131619 0.0163271 0.0182917 0.160702 0.00122601 0.162454 0.012936 0.0191022 0.182745 0.000809942 0.184876 0.00825535 0.0114536 150
9.88914e+09 1 0 1.75648e+07 7.33093e+06 0 0 0 0.135698 0.00154827 0.137481 0.0172586 0.0219557 0.164208 0.00107492 0.165907 0.0108996 0.0146363 0.184028 0.000715116 0.185705 0.00686018 0.00963826 145
1.59014e+10 1 0 2.77878e+07 7.51871e+06 0 0 0 0.134865 0.00132001 0.134089 0.0206687 0.0155042 0.163745 0.00104336 0.165595 0.0119325 0.0168042 0.182991 0.00076802 0.185526 0.00687371 0.0134956 178
2.48713e+10 1 0 2.34269e+07 7.42991e+06 0 0 0 0.135827 0.00129848 0.135305 0.0200547 0.0181521 0.164295 0.00103182 0.166194 0.0115875 0.0174971 0.183168 0.000788459 0.185316 0.00835462 0.0123127 183
3.86308e+10 1 0 3.44535e+07 9.50191e+06 0 0 0 0.138965 0.00163832 0.140928 0.0160919 0.0223859 0.164872 0.00127304 0.167792 0.0100422 0.0173588 0.182015 0.00109938 0.185632 0.00674523 0.017135 121
6.21403e+10 1 0 3.19807e+07 1.18876e+07 0 0 0 0.13695 0.0017187 0.13934 0.0122787 0.019615 0.162534 0.00149147 0.166462 0.00930698 0.0167752 0.181757 0.00114238 0.184182 0.0085827 0.0125067 94
9.94639e+10 1 0 3.50072e+07 1.5088e+07 0 0 0 0.13502 0.00252882 0.133416 0.021519 0.0162323 0.159503 0.00228712 0.161421 0.0168896 0.0178321 0.179967 0.00194869 0.182691 0.011151 0.0191965 51
1.51693e+11 1 0 1.9554e+07 1.9554e+07 0 0 0 0.139104 0.00304804 0.138538 0.0138586 0.0186236 0.167281 0.00269898 0.167136 0.0127513 0.013794 0.185471 0.00185165 0.184647 0.00979708 0.00923844 27
2.3195e+11 1 0 0 0 0 0 0 0.141809 0.0079067 0.144667 0.0177901 0.0271273 0.167029 0.00452168 0.174449 0.00104731 0.0210679 0.185378 0.00304078 0.188836 0.00278813 0.00948705 7
