#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.94332e+09 0.000436805 8.43421e-06 513657 9023.87 0 0 0 0.321677 3.23795e-05 0.325577 0.0837162 0.0952932 0.395327 2.8546e-05 0.409914 0.0542565 0.0842794 0.471087 1.37492e-05 0.481598 0.0130044 0.0313339 6137753
1.56624e+10 0.000273898 1.09457e-05 209580 8058.55 0 0 0 0.265562 5.03768e-05 0.256775 0.0904926 0.0702594 0.364745 4.87093e-05 0.377491 0.0589826 0.0897606 0.466254 2.11818e-05 0.475252 0.0149226 0.0312918 2285519
2.47348e+10 0.000767651 2.19155e-05 285560 11425.2 0 0 0 0.240331 5.78174e-05 0.226356 0.090445 0.057793 0.353831 5.80687e-05 0.364186 0.0623946 0.0879056 0.466404 2.25988e-05 0.474004 0.0149941 0.0293505 1597079
3.91414e+10 0.00229538 4.57999e-05 839152 24018.7 0 0 0 0.226755 6.71439e-05 0.21236 0.0862682 0.05241 0.358114 6.55681e-05 0.36657 0.0594718 0.0788541 0.469865 2.26758e-05 0.475887 0.013446 0.0251119 1091760
6.20395e+10 0.00629913 9.21927e-05 2.94272e+06 56210.3 0 0 0 0.225404 7.96205e-05 0.213019 0.0817795 0.0536219 0.371712 7.02996e-05 0.378788 0.0518974 0.066971 0.473389 2.32226e-05 0.478382 0.0117407 0.0215021 736451
9.83312e+10 0.014423 0.000172152 7.91141e+06 117725 0 0 0 0.235594 9.85027e-05 0.225931 0.0793408 0.058364 0.385457 7.57067e-05 0.39088 0.0458656 0.0565844 0.47574 2.64953e-05 0.480359 0.0106592 0.0196511 479650
1.55826e+11 0.0298175 0.000306917 2.04992e+07 244854 0 0 0 0.251833 0.000121889 0.245252 0.0758773 0.0623229 0.396896 8.48595e-05 0.40159 0.0416897 0.0505631 0.477693 3.28637e-05 0.48255 0.00958407 0.0185754 307102
2.46871e+11 0.0604899 0.000536892 4.7751e+07 475609 0 0 0 0.271618 0.000148118 0.26804 0.0709562 0.064054 0.408838 9.75234e-05 0.413726 0.03758 0.0469218 0.479736 4.28305e-05 0.485353 0.00812146 0.018177 197157
3.91418e+11 0.112784 0.000889308 1.06297e+08 904617 0 0 0 0.295182 0.000181314 0.293611 0.0673564 0.0645433 0.4206 0.00011652 0.426906 0.0329998 0.0451309 0.480184 6.20743e-05 0.487472 0.00720859 0.0203379 126525
6.19572e+11 0.187844 0.0013807 2.12948e+08 1.61827e+06 0 6.01433e+08 0 0.314682 0.000222594 0.315261 0.0642963 0.0651941 0.422726 0.000149204 0.429739 0.0326722 0.0453288 0.475492 0.000100576 0.485963 0.00865701 0.0302259 80029
9.82358e+11 0.290968 0.00200834 3.81054e+08 2.66925e+06 0 9.3351e+08 0 0.316528 0.000271421 0.318667 0.0606331 0.0655096 0.410204 0.000204918 0.416736 0.0386367 0.050531 0.463517 0.000163823 0.477156 0.0154676 0.0467798 51150
