#For SF galaxies, QTime is the duration of the last period when they were quenched.
#obs_sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.69595e+07 0.000840673 3.12952e-05 3.89225e+07 229438 0 0 0 0.405506 0.000116166 0.411755 0.0979011 0.118364 0.729057 7.13684e-05 0.734145 0.058912 0.0690311 0.94176 2.66915e-05 0.94504 0.0194877 0.0254942 857646
1.57069e+08 0.00122677 6.32273e-05 6.56922e+07 524530 0 0 0 0.406949 0.000180996 0.412629 0.0891816 0.107099 0.72001 0.000115232 0.72358 0.0586041 0.0661575 0.937579 4.64226e-05 0.9407 0.0202311 0.0254967 306495
2.49175e+08 0.0015699 7.95349e-05 9.66718e+07 722146 0 0 0 0.411006 0.000190651 0.415125 0.0845118 0.0973416 0.715567 0.000128331 0.718728 0.0591072 0.0659827 0.935041 5.48429e-05 0.938403 0.0208812 0.0260614 247786
3.94922e+08 0.00212383 0.000102431 1.29283e+08 936846 0 0 0 0.415709 0.000201438 0.418576 0.080246 0.0892909 0.710615 0.000143825 0.713569 0.0600191 0.0663122 0.931961 6.37535e-05 0.935465 0.0215226 0.0262403 201994
6.2532e+08 0.00251973 0.000124588 1.65533e+08 1.19267e+06 0 3.41707e+08 0 0.421337 0.000215051 0.422878 0.0764489 0.0831658 0.70559 0.000162208 0.708768 0.0599717 0.0671129 0.927448 7.69704e-05 0.931252 0.0225381 0.0269615 161922
9.90684e+08 0.002986 0.000153762 2.0606e+08 1.52631e+06 0 4.58168e+08 0 0.428445 0.000233881 0.428407 0.0749625 0.0775402 0.700312 0.000185279 0.70294 0.0607033 0.066721 0.921737 9.49133e-05 0.926103 0.0236973 0.0281042 125921
1.57062e+09 0.00389152 0.000198203 2.59976e+08 1.95294e+06 0 5.93776e+08 0 0.434496 0.00025662 0.433484 0.0736228 0.0738504 0.693285 0.000210527 0.695164 0.0624635 0.0668083 0.914556 0.000118122 0.919864 0.0248198 0.0302124 98676
2.48966e+09 0.00459894 0.000242504 3.25527e+08 2.48193e+06 0 7.33444e+08 0 0.439857 0.00028111 0.438016 0.073131 0.0711947 0.683473 0.000239438 0.685129 0.062646 0.0666903 0.905203 0.000149436 0.912134 0.0266625 0.034682 77844
3.95202e+09 0.00610965 0.000311643 4.01313e+08 3.06575e+06 0 9.19657e+08 0 0.444552 0.000309729 0.442215 0.0719598 0.0696082 0.671068 0.000272014 0.67222 0.0645387 0.0675705 0.892875 0.000190358 0.902001 0.0287485 0.0423608 62524
6.25709e+09 0.00799021 0.000395451 4.95051e+08 3.84962e+06 0 1.08226e+09 0 0.445019 0.000334168 0.442939 0.0706053 0.0675965 0.65397 0.000312825 0.65438 0.0672328 0.0686183 0.878537 0.00024374 0.890873 0.0312368 0.0541772 50687
9.93077e+09 0.0102328 0.000493242 6.15568e+08 4.78932e+06 0 1.31405e+09 0 0.44115 0.000361257 0.440057 0.0679463 0.06802 0.631563 0.000356462 0.631621 0.0699787 0.0699317 0.860714 0.000310667 0.876493 0.0353005 0.0687211 41631
1.57149e+10 0.0129697 0.000614994 7.6513e+08 5.99562e+06 3.67999e+08 1.22931e+09 3.67999e+08 0.430733 0.000391658 0.43066 0.0657952 0.0682358 0.604938 0.000413312 0.604978 0.0731512 0.0734159 0.839742 0.000401089 0.859531 0.0417365 0.087649 33848
2.48805e+10 0.0176988 0.000803183 9.55198e+08 7.55163e+06 5.75867e+08 1.37386e+09 5.75867e+08 0.412718 0.000430856 0.413121 0.0655901 0.0679426 0.570964 0.000481001 0.569853 0.0779624 0.0750273 0.814353 0.000525229 0.836974 0.0532638 0.105682 26951
3.92608e+10 0.0226782 0.00106763 1.15911e+09 1.00284e+07 7.1696e+08 1.60579e+09 7.1696e+08 0.388823 0.00049091 0.391468 0.0615705 0.0684313 0.532941 0.000582223 0.531971 0.0797527 0.0766088 0.784704 0.000709258 0.807736 0.0688782 0.123519 19446
6.15552e+10 0.0284706 0.00150653 1.44283e+09 1.42755e+07 9.41735e+08 1.90914e+09 9.41735e+08 0.361649 0.000603158 0.363391 0.0626443 0.0682454 0.492937 0.000741237 0.489511 0.0821189 0.0752221 0.749229 0.00102805 0.771488 0.0904018 0.145519 12188
9.63147e+10 0.0416594 0.00264376 1.73837e+09 2.28827e+07 1.16825e+09 2.24821e+09 8.33069e+08 0.333445 0.000839317 0.335587 0.0607436 0.0675984 0.451319 0.00105183 0.446847 0.0775457 0.0729914 0.708057 0.00165931 0.719743 0.122723 0.147912 5713
1.50916e+11 0.056213 0.00511598 2.1584e+09 4.2475e+07 1.58835e+09 2.58092e+09 1.15326e+09 0.301988 0.00133368 0.303398 0.0585085 0.064287 0.410612 0.00168129 0.407737 0.0724433 0.0708251 0.656895 0.00297973 0.655299 0.154055 0.145867 2028
2.37085e+11 0.0836431 0.011947 2.60145e+09 8.25943e+07 2.23307e+09 2.51701e+09 1.62713e+09 0.274201 0.00234646 0.27242 0.0581242 0.053597 0.376572 0.00277881 0.375053 0.058522 0.0604893 0.604127 0.00554391 0.580318 0.180532 0.099493 538
3.65319e+11 0.0952381 0.0242938 3.10617e+09 1.45146e+08 3.097e+09 1.73969e+09 2.04222e+09 0.232314 0.00358211 0.233176 0.0444009 0.0461584 0.331066 0.00409004 0.330014 0.051863 0.0477352 0.540568 0.00785896 0.523804 0.0983574 0.0699381 147
5.8642e+11 0.103448 0.0575533 3.37327e+09 2.76682e+08 3.42684e+09 1.30362e+09 1.41557e+09 0.199679 0.00491834 0.195127 0.0281276 0.0205379 0.301973 0.0104392 0.290999 0.04814 0.0219254 0.511511 0.0163008 0.49525 0.0507309 0.0529758 29
9.21365e+11 0.142857 0.142857 3.54872e+09 6.97989e+08 3.64403e+09 1.45807e+09 1.31794e+09 0.187339 0.00635933 0.187801 0.0153072 0.0207446 0.293396 0.00770711 0.30037 0.0106063 0.025299 0.497634 0.0166001 0.494589 0.0547466 0.0403005 7
1.49327e+12 0 0 2.33871e+09 2.33871e+09 2.33871e+09 0 0 0.17917 0.17917 0.17917 0 0 0.267688 0.267688 0.267688 0 0 0.500193 0.500193 0.500193 0 0 1
