#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
47.5339 0.0878665 0.0921123 0.00135627 0 0 0 0.0469546 0.000222274 0.0314149 0.0541651 0.0258892 50167
63.2773 0.15228 0.167174 0.00179549 0 0 0 0.0596697 0.000255009 0.0407297 0.0690342 0.0278859 52909
80.1082 0.258619 0.300298 0.00214385 0 1 0 0.090131 0.000316303 0.0675565 0.0956523 0.0465985 65405
99.8249 0.395112 0.49556 0.00259233 0 1 0 0.130931 0.000388947 0.107229 0.124798 0.0760309 70833
125.197 0.546116 0.758388 0.00345189 1 1 1 0.184939 0.000517509 0.164703 0.147013 0.105695 58147
157.414 0.702921 1.10282 0.00463556 1 1 1 0.261649 0.000694745 0.248132 0.164366 0.136025 42036
197.893 0.811638 1.41823 0.00606495 1 1 1 0.365091 0.000913123 0.36309 0.164148 0.161311 28355
248.64 0.836781 1.5403 0.00805144 1 2 1 0.483388 0.00116556 0.494054 0.147088 0.172944 17259
312.581 0.78086 1.37682 0.0107479 1 1 1 0.60116 0.00140227 0.618132 0.121244 0.156432 9697
393.148 0.665477 1.06107 0.0139487 1 1 1 0.692811 0.00170502 0.714843 0.0927259 0.139973 5043
493.518 0.501845 0.722017 0.0176934 1 1 1 0.760788 0.00199723 0.78097 0.0679075 0.107128 2439
619.299 0.39795 0.510718 0.0218295 0 1 0 0.801369 0.00252135 0.817831 0.055926 0.0875655 1073
779.852 0.315421 0.378505 0.0298356 0 1 0 0.83824 0.0031943 0.851577 0.0465706 0.0718352 428
971.95 0.317568 0.398649 0.053159 0 1 0 0.841656 0.00511108 0.854939 0.041948 0.0703754 148
1215.18 0.27027 0.351351 0.104092 0 1 0 0.865694 0.0137734 0.882004 0.0308026 0.0466025 37
1622.9 0.5 0.5 0.5 1 0 1 0.881438 0.0171494 0.898587 0 0.0342988 2
