#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
49.9143 0.0145719 0.0176078 0.00376798 0 0 0 0.0363615 0.00128559 0.0185544 0.0435845 0.0127844 1647
63.9119 0.0261211 0.0265834 0.00248935 0 0 0 0.0410195 0.000757797 0.0272446 0.0469345 0.0216868 4326
81.6279 0.0597687 0.061044 0.00225619 0 0 0 0.0613282 0.000588209 0.045785 0.0663621 0.0398724 11762
100.405 0.127432 0.134485 0.00248827 0 0 0 0.0900958 0.000546555 0.0682784 0.0960556 0.052148 21125
125.674 0.238697 0.263387 0.00335413 0 1 0 0.137838 0.000700616 0.117834 0.121228 0.0812386 21831
157.531 0.388006 0.45293 0.0046808 0 1 0 0.209634 0.000953042 0.195135 0.14602 0.118244 17559
197.575 0.508648 0.631486 0.00650163 1 0 1 0.308744 0.00132769 0.307318 0.155223 0.154556 11853
248.067 0.563046 0.713804 0.00905354 1 0 1 0.419568 0.0018628 0.426988 0.149489 0.166958 6527
311.826 0.498492 0.629976 0.0125921 0 1 0 0.53133 0.00252425 0.548965 0.127937 0.164289 3316
392.285 0.394357 0.477034 0.0167885 0 1 0 0.631178 0.00336006 0.654947 0.0944285 0.145913 1524
491.671 0.273063 0.326568 0.0251315 0 1 0 0.688515 0.00483856 0.710468 0.0780864 0.128143 542
617.144 0.17341 0.184971 0.031795 0 1 0 0.73404 0.00858856 0.754935 0.0768032 0.106146 173
779.947 0.162791 0.186047 0.0686511 0 1 0 0.770827 0.0139058 0.777981 0.0877605 0.0783676 43
946.404 0 0 0 0 0 0 0.788877 0.0218322 0.769975 0.0775198 0.0359818 5
1213.52 0 0 0 0 0 0 0.817156 0.817156 0.817156 0 0 1
