#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=1.002310 (z=-0.002305)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 2.45 - 2.61667
#HM    Stats: 9.416180e+12 (median) + 5.686720e+12  / - 2.804420e+12
#SM    Stats: 1.074270e+11 (median) + 6.274301e+10  / - 4.414500e+10
#ObsSM Stats: 1.078530e+11 (median) + 6.695601e+10  / - 4.599939e+10
#VMP   Stats: 3.163500e+02 (median) + 4.941000e+01  / - 2.624002e+01
#ICL   Stats: 3.721130e+09 (median) + 1.079677e+10  / - 2.590030e+09
#SSFR  Stats: 5.147295e-11 (median) + 1.040566e-10  / - 3.620727e-11
sfh 0.055623 0 0 0 #avg: 5.64844e-06; avg_err: 5.64844e-06; sd: 0.000317822; counts: 3167
sfh 0.060123 0 0 0 #avg: 0.000278662; avg_err: 7.85245e-05; sd: 0.00441835; counts: 3167
sfh 0.062373 0 0 0 #avg: 0.00233592; avg_err: 0.000399857; sd: 0.0224988; counts: 3167
sfh 0.064623 0 0 0 #avg: 0.00679479; avg_err: 0.0010478; sd: 0.0589566; counts: 3167
sfh 0.066873 0 0 0 #avg: 0.0189344; avg_err: 0.00229316; sd: 0.12903; counts: 3167
sfh 0.069123 0 0 0 #avg: 0.0390986; avg_err: 0.00373973; sd: 0.210424; counts: 3167
sfh 0.071373 0 0.039515 0 #avg: 0.0682649; avg_err: 0.00524745; sd: 0.295259; counts: 3167
sfh 0.073623 0 0.0948438 0 #avg: 0.0984496; avg_err: 0.00674371; sd: 0.37945; counts: 3167
sfh 0.075873 0 0.172304 0 #avg: 0.140402; avg_err: 0.00882703; sd: 0.496672; counts: 3167
sfh 0.078123 0.0107281 0.273572 0.0107281 #avg: 0.197258; avg_err: 0.0110779; sd: 0.623324; counts: 3167
sfh 0.080373 0.0357963 0.374664 0.0357963 #avg: 0.270926; avg_err: 0.022927; sd: 1.29004; counts: 3167
sfh 0.082623 0.0765125 0.424099 0.0765125 #avg: 0.317339; avg_err: 0.0195921; sd: 1.10239; counts: 3167
