#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.0947 0.00092941 0.000969735 1.30286e-05 0 0 0 0.000191934 1.56715e-06 0 0 0 6199633
62.3588 0.00188893 0.00191026 3.22595e-05 0 0 0 0.000518308 3.92824e-06 0 0 0 1875137
78.5252 0.0111111 0.0113255 0.000110832 0 0 0 0.00244219 1.35607e-05 0 0 0 946804
98.5134 0.0480515 0.0501958 0.000334476 0 0 0 0.0095335 4.20842e-05 0 0.0105757 0 465417
123.87 0.136459 0.146902 0.000843733 0 0 0 0.0261448 0.000112926 0 0.0606466 0 206457
155.693 0.289722 0.329975 0.0019123 0 1 0 0.0590774 0.000276237 0.0209471 0.111843 0.0209471 83870
195.602 0.455056 0.547687 0.00379767 0 1 0 0.109045 0.000628877 0.07854 0.144442 0.07854 30994
245.421 0.56115 0.70204 0.00722153 1 0 1 0.160426 0.00134361 0.134635 0.166986 0.114573 9951
309.021 0.574431 0.722592 0.0135693 1 0 1 0.20225 0.00277872 0.180853 0.1799 0.139568 2855
388.464 0.523377 0.651948 0.0257534 1 0 1 0.209913 0.00530549 0.191427 0.166998 0.140634 770
488.081 0.492386 0.543147 0.042846 0 1 0 0.22292 0.0106203 0.199571 0.168383 0.112346 197
609.418 0.444444 0.527778 0.0765355 0 1 0 0.197252 0.0153339 0.180421 0.159476 0.100324 72
775.861 0.347826 0.347826 0.101543 0 1 0 0.175113 0.0277639 0.178864 0.0948218 0.168802 23
949.279 0.4 0.4 0.244949 0 1 0 0.125642 0.040749 0.125144 0.0945316 0.100046 5
1133.07 0 0 0 0 0 0 0.0922755 0.00278848 0.095064 0 0.00557696 2
