#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
1.09382e+10 1 1 4.23363e+08 4.23363e+08 4.23363e+08 0 0 0.0929023 0.0929023 0.0929023 0 0 0.116833 0.116833 0.116833 0 0 0.148485 0.148485 0.148485 0 0 1
1.51046e+10 1 0 0 0 0 0 0 0.104376 0.00137907 0.105755 0 0.00275815 0.13093 0.00292838 0.133858 0 0.00585677 0.16477 0.00191046 0.16668 0 0.00382091 2
2.73529e+10 1 1 0 0 0 0 0 0.126702 0.126702 0.126702 0 0 0.143337 0.143337 0.143337 0 0 0.182941 0.182941 0.182941 0 0 1
4.73422e+10 1 0 0 0 0 0 0 0.0945012 0.00499256 0.0994938 0 0.00998511 0.127945 0.0143616 0.142306 0 0.0287233 0.168236 0.000820726 0.169056 0 0.00164145 2
9.46348e+10 1 0 0 0 0 0 0 0.117279 0.00354566 0.114025 0.0167994 0.0140156 0.145563 0.00286607 0.143924 0.0130738 0.00689216 0.177329 0.00152908 0.177438 0.00533548 0.00587428 15
1.61016e+11 1 0 0 0 0 0 0 0.12616 0.00393401 0.125237 0.0213551 0.020268 0.152155 0.00331012 0.154626 0.0188938 0.0195527 0.179293 0.00165387 0.179812 0.00778607 0.00644255 30
2.52772e+11 1 0 0 0 0 0 0 0.124247 0.002109 0.126858 0.0125956 0.018445 0.15275 0.00193481 0.153234 0.0125039 0.0139117 0.17874 0.00110638 0.177956 0.00767939 0.00702734 43
4.05956e+11 1 0 0 0 0 0 0 0.127925 0.00212802 0.123624 0.0237912 0.0131584 0.158469 0.00148749 0.15692 0.0158055 0.00963967 0.183815 0.000791034 0.185285 0.00488982 0.00968355 71
6.11257e+11 1 0 6.30558e+06 6.30558e+06 0 0 0 0.133679 0.00269378 0.135622 0.0198466 0.0211513 0.161255 0.00207542 0.162789 0.014917 0.0200735 0.183364 0.00135296 0.187245 0.00452736 0.0163763 54
9.80771e+11 1 0 1.8766e+07 1.35834e+07 0 0 0 0.138343 0.00253916 0.136129 0.0200511 0.0127862 0.165179 0.00197871 0.166471 0.0127156 0.0138427 0.18539 0.00132761 0.187146 0.00664563 0.0110238 49
1.57502e+12 1 0 0 0 0 0 0 0.141792 0.00339928 0.139203 0.0191741 0.0120593 0.170046 0.0022994 0.170507 0.0116064 0.0162084 0.187442 0.00141664 0.187206 0.00810629 0.00731269 27
2.44175e+12 1 0 6.08982e+07 3.36848e+07 0 0 0 0.130858 0.00376844 0.132749 0.00904708 0.0173138 0.159957 0.00273929 0.156984 0.0144762 0.00725283 0.17889 0.00276245 0.180151 0.0108855 0.0109726 19
3.87448e+12 1 0 7.5667e+07 5.0049e+07 0 3.40501e+08 0 0.132915 0.00681462 0.133638 0.0231226 0.022384 0.16814 0.0039418 0.166893 0.0141805 0.0123201 0.186618 0.00314273 0.188335 0.00687753 0.015776 9
