#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.48155e+09 0 0 0 0 0 0 1.1371e-07 7.05459e-08 0 0 0 5778838
1.56182e+10 0 0 0 0 0 0 0 0 0 0 0 1509470
2.46238e+10 0 0 0 0 0 0 1.54317e-07 8.91973e-08 0 0 0 967588
3.89088e+10 0 0 0 0 0 0 6.61397e-07 2.75866e-07 0 0 0 567384
6.16902e+10 0 0 0 0 0 0 2.38097e-06 7.32227e-07 0 0 0 328094
9.77405e+10 0 0 0 0 0 0 8.05388e-06 1.82725e-06 0 0 0 183537
1.54731e+11 0 0 0 0 0 0 3.26658e-05 6.0523e-06 0 0 0 99882
2.45089e+11 0 0 0 0 0 0 0.000121772 1.3455e-05 0 0 0 52220
3.87718e+11 0 0 0 0 0 0 0.000495719 4.17192e-05 0 0 0 26347
6.13351e+11 0 0 0 0 0 0 0.00104904 8.21398e-05 0 0 0 12851
9.70112e+11 0 0 0 0 0 0 0.00300407 0.000218258 0 0 0 5670
1.52057e+12 0 0 0 0 0 0 0.00633916 0.000524723 0 0 0 2328
2.37758e+12 0 0 0 0 0 0 0.0113516 0.00124158 0 0 0 794
3.82114e+12 0 0 0 0 0 0 0.0254717 0.00368925 0 0.0831405 0 211
5.8948e+12 0 0 0 0 0 0 0.0393889 0.00960174 0 0.0908864 0 57
9.47073e+12 0 0 0 0 0 0 0.0254556 0.016434 0 0.0877744 0 7
