#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.40042e+07 0.0276052 0.0276052 0.00304399 0 0 0 0.0572681 0.00111393 0.0394106 0.0647683 0.0313452 2898
1.5928e+08 0.033541 0.0349784 0.00419045 0 0 0 0.0689976 0.00148442 0.0522741 0.0703945 0.044107 2087
2.532e+08 0.0371126 0.0375204 0.00388157 0 0 0 0.0761378 0.00145605 0.054682 0.0888354 0.0461002 2452
3.98459e+08 0.0450418 0.0461315 0.00409653 0 0 0 0.085767 0.0014843 0.0665674 0.0902486 0.0441168 2753
6.32078e+08 0.0657057 0.0677171 0.00474551 0 0 0 0.0966326 0.0016115 0.0700942 0.10638 0.0472283 2983
9.9809e+08 0.0836558 0.084549 0.00485608 0 0 0 0.107902 0.00167139 0.0822544 0.117296 0.0593885 3359
1.58982e+09 0.102902 0.107089 0.00559439 0 0 0 0.127432 0.00188727 0.097645 0.135445 0.0737585 3343
2.51776e+09 0.122989 0.128161 0.00592374 0 0 0 0.142135 0.00199072 0.113295 0.14188 0.0863577 3480
3.98305e+09 0.149487 0.155467 0.00638765 0 0 0 0.162411 0.00218916 0.131719 0.163181 0.0936439 3512
6.35045e+09 0.172532 0.179971 0.00681886 0 1 0 0.187655 0.00250099 0.153864 0.184121 0.114256 3495
1.00353e+10 0.198045 0.206533 0.0068308 0 1 0 0.217327 0.00257118 0.184189 0.203811 0.130663 3888
1.58721e+10 0.236291 0.250499 0.00734117 0 1 0 0.244304 0.00264757 0.214266 0.215752 0.145893 4012
2.51509e+10 0.2673 0.286793 0.00771186 0 1 0 0.269361 0.00275002 0.243061 0.222017 0.15915 4104
3.97357e+10 0.268399 0.291559 0.00807601 0 1 0 0.298778 0.00285951 0.281969 0.210499 0.173451 3886
6.22689e+10 0.268114 0.292821 0.00927982 0 1 0 0.313272 0.00331568 0.293839 0.227396 0.175205 2995
9.73493e+10 0.25406 0.269142 0.0114747 0 1 0 0.325651 0.00438314 0.309369 0.219444 0.184178 1724
1.51415e+11 0.214592 0.228898 0.0171424 0 1 0 0.341208 0.00708259 0.326988 0.222 0.188798 699
2.35698e+11 0.214815 0.214815 0.0354785 0 1 0 0.372155 0.0176493 0.362121 0.247189 0.234963 135
3.80688e+11 0 0 0 0 0 0 0.356432 0.0640983 0.398984 0.180691 0.286743 14
5.3934e+11 0 0 0 0 0 0 0.591712 0.591712 0.591712 0 0 1
