#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
48.335 0.0162272 0.0172414 0.00253301 0 0 0 0.0358253 0.000916104 0.0191008 0.0444812 0.0131881 2958
63.9078 0.0177322 0.0179655 0.00205578 0 0 0 0.0344635 0.000573489 0.0259402 0.0357499 0.0203824 4286
80.2251 0.0332847 0.0334173 0.00207824 0 0 0 0.0433909 0.000499455 0.0272446 0.0540763 0.0218357 7541
100.733 0.0750041 0.0771238 0.00247968 0 0 0 0.0608372 0.000514712 0.0463583 0.0653763 0.0311123 12266
126.449 0.144061 0.154137 0.0030382 0 0 0 0.0888557 0.000581243 0.067773 0.0939174 0.0519194 16375
158.517 0.256069 0.285091 0.00380242 0 1 0 0.131124 0.00070805 0.11082 0.118882 0.0749897 18331
198.697 0.353133 0.404865 0.00460591 0 1 0 0.183509 0.000901417 0.167617 0.136943 0.102514 16566
249.432 0.383568 0.447415 0.00556404 0 1 0 0.237918 0.00121078 0.223843 0.157424 0.127553 12342
312.794 0.336397 0.394695 0.00691044 0 1 0 0.263641 0.00161029 0.248933 0.165764 0.132997 7616
393.526 0.294534 0.330649 0.00849975 0 1 0 0.266806 0.0021589 0.25672 0.152373 0.132079 4098
494.014 0.233867 0.257615 0.0111289 0 1 0 0.240768 0.00276995 0.227119 0.136798 0.111276 1937
619.664 0.210465 0.231395 0.0160774 0 1 0 0.232959 0.00381517 0.215856 0.139243 0.100012 860
776.74 0.201893 0.208202 0.0236985 0 1 0 0.203931 0.00592161 0.195251 0.107464 0.109995 317
961.166 0.155844 0.155844 0.0416054 0 0 0 0.159691 0.0105448 0.144153 0.108093 0.0591648 77
1194.39 0.1 0.1 0.0688247 0 0 0 0.158892 0.0208339 0.154655 0.100614 0.0602786 20
1618.4 0 0 0 0 0 0 0.109555 0.00522402 0.114779 0 0.010448 2
