#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.46551e+09 0.0636758 0.0672938 0.00711961 0 0 0 0.1042 0.00324517 0.0611267 0.133766 0.0516696 1382
1.61638e+10 0.0170455 0.0170455 0.00563853 0 0 0 0.0401633 0.00266911 0.0244199 0.0384613 0.0161865 528
2.59613e+10 0.0111397 0.0111397 0.00307365 0 0 0 0.0431233 0.00148614 0.0251829 0.0573918 0.0170157 1167
4.07742e+10 0.0153453 0.0157715 0.00264255 0 0 0 0.0480979 0.00105992 0.029485 0.0588235 0.0214196 2346
6.43522e+10 0.027366 0.0275941 0.00249492 0 0 0 0.05771 0.000865307 0.0396025 0.0655935 0.0314868 4385
1.01536e+11 0.0394595 0.0403808 0.0024967 0 0 0 0.0678012 0.000850693 0.0423763 0.0854832 0.0342091 6513
1.59993e+11 0.0584153 0.0603817 0.00264926 0 0 0 0.0830004 0.000871964 0.0563081 0.0964808 0.0477262 8645
2.52896e+11 0.0815565 0.0839552 0.00269725 0 0 0 0.0976186 0.000852949 0.0698506 0.110523 0.0472071 11256
3.99996e+11 0.110558 0.113753 0.00282236 0 0 0 0.118837 0.000889835 0.0901482 0.127356 0.066799 13459
6.31851e+11 0.142867 0.14892 0.0031261 0 0 0 0.145838 0.000982698 0.11654 0.143622 0.0791286 14209
9.97058e+11 0.189222 0.197622 0.00353489 0 1 0 0.177889 0.00107833 0.153565 0.155538 0.101088 14047
1.57682e+12 0.245342 0.260949 0.00423174 0 1 0 0.222895 0.00123689 0.202226 0.165956 0.121436 12558
2.48773e+12 0.292325 0.313826 0.00499283 0 1 0 0.278019 0.00143171 0.268728 0.163902 0.144609 10372
3.9412e+12 0.321777 0.351438 0.00607902 0 1 0 0.344089 0.00174432 0.342181 0.165273 0.162534 7788
6.22253e+12 0.326804 0.356188 0.00738633 0 1 0 0.408989 0.00211826 0.416548 0.151851 0.16935 5309
9.84184e+12 0.298063 0.322926 0.00883799 0 1 0 0.478334 0.00249431 0.491493 0.13442 0.1714 3459
1.55838e+13 0.244998 0.257199 0.0102799 0 1 0 0.534094 0.00301868 0.552523 0.115257 0.160795 2049
2.46365e+13 0.185727 0.203111 0.0134186 0 1 0 0.592104 0.00368372 0.607288 0.100973 0.136727 1093
3.86979e+13 0.164154 0.169179 0.0158965 0 1 0 0.627145 0.00497911 0.646617 0.0889679 0.136099 597
6.0588e+13 0.123134 0.134328 0.0227897 0 0 0 0.663744 0.00673323 0.683584 0.0860607 0.119756 268
9.51865e+13 0.107438 0.115702 0.0314701 0 0 0 0.698332 0.00873221 0.719173 0.0664936 0.137651 121
1.41426e+14 0.0465116 0.0465116 0.0324948 0 0 0 0.724173 0.0115633 0.735014 0.0590146 0.0988744 43
2.34044e+14 0.181818 0.181818 0.121967 0 1 0 0.746049 0.0159045 0.753939 0.0507546 0.0793498 11
6.03436e+14 0 0 0 0 0 0 0.747275 0.00309205 0.750367 0 0.0061841 2
